111,"t","Watershed: Released July 25, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
111,"t","Table 1.  Summary by Hydrologic Unit Code: 2017 and 2012 (continued)"
111,"t","[For meaning of abbreviations and symbols, see introductory text.]"
111,"h","","","","","","","",""
111,"h","","","","","","","",""
111,"h","","","H160102","H160102","H160201","H160201","H160202","H160202"
111,"d","FERTILIZERS AND CHEMICALS","",,,,,,
111,"d","","",,,,,,
111,"d","Commercial fertilizer, lime, and soil conditioners","",,,,,,
111,"d"," used","farms",1382,1305,808,659,1391,1261
111,"d","","acres treated",261738,260304,31645,30667,59351,72236
111,"d","Manure used","farms",651,600,452,307,701,661
111,"d","","acres treated",43329,37102,8150,6119,12841,16548
111,"d","Organic fertilizer used (see text)","farms",86,"(NA)",84,"(NA)",163,"(NA)"
111,"d","","acres",5688,"(NA)",1398,"(NA)",1567,"(NA)"
111,"d","Acres treated to control -","",,,,,,
111,"d","  Insects","farms",458,467,174,185,578,628
111,"d","","acres",71049,46650,7269,8756,37139,27083
111,"d","  Weeds, grass, or brush","farms",1285,1402,678,586,1136,1180
111,"d","","acres",288567,307305,24178,28377,71954,77666
111,"d","  Nematodes","farms",10,20,14,23,26,46
111,"d","","acres",2248,2965,241,517,1169,1247
111,"d","  Diseases in crops and orchards","farms",85,72,43,50,76,135
111,"d","","acres",19862,8092,667,372,9589,8180
111,"d","  Chemicals used to control growth, thin fruit, ripen,","",,,,,,
111,"d","   or defoliate","farms",29,39,23,15,46,73
111,"d","","acres on which used",3382,5110,"(D)",174,5609,4079
111,"d","SELECTED CROPS","",,,,,,
111,"d","","",,,,,,
111,"d","Corn, all","farms",254,198,59,65,105,115
111,"d","","acres",25756,19688,4242,"(D)",11660,9228
111,"d","Soybeans, for beans","farms",1,-,-,-,-,-
111,"d","","acres","(D)",-,-,-,-,-
111,"d","Small grains (wheat, oats, barley, rye)","farms",644,786,70,125,179,186
111,"d","","acres",152560,162115,4981,5785,19307,17565
111,"d","Cotton, all","farms",-,-,-,-,-,-
111,"d","","acres",-,-,-,-,-,-
111,"d","Rice","farms",-,-,-,-,-,-
111,"d","","acres",-,-,-,-,-,-
111,"d","Land in vegetables (see text)","farms",106,79,116,112,161,244
111,"d","","acres",6484,5823,2101,"(D)",775,1254
111,"d","Land in orchards (see text)","farms",96,67,79,69,194,245
111,"d","","acres",567,387,206,194,6728,6058
111,"d","Nursery, greenhouse, floriculture, and sod (see text)","farms",53,44,36,56,101,92
111,"d","","acres",1023,1269,920,410,1505,1683
111,"d","All other crops (other than those listed above)","farms",2327,2140,1493,1270,2213,1916
111,"d","","acres",248901,234615,42834,47559,58006,59852
111,"d","LIVESTOCK AND POULTRY","",,,,,,
111,"d","","",,,,,,
111,"d","Cattle and calves inventory","farms",1544,1625,964,966,1366,1469
111,"d","","number",168091,170669,49990,42064,72528,71320
111,"d","Hogs and pigs inventory","farms",74,103,48,112,114,111
111,"d","","number",3898,7066,354,685,1254,1750
111,"d","Sheep and lambs inventory (see text)","farms",214,179,164,156,304,320
111,"d","","number",39535,28992,34565,30731,34342,34049
111,"d","Total horses and ponies inventory","farms",1435,1296,1190,1042,1919,1612
111,"d","","number",8068,10711,7850,7303,13256,13701
111,"d","Goats, all inventory","farms",157,141,164,183,275,212
111,"d","","number",2366,3081,1872,951,2522,1495
111,"d","Chickens, all inventory (see text)","farms",408,365,322,305,657,610
111,"d","","number","(D)","(D)",7377,9205,"(D)","(D)"
111,"c",""
111,"c","--continued"
