21,"t","Watershed: Released July 25, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
21,"t","Table 1.  Summary by Hydrologic Unit Code: 2017 and 2012 (continued)"
21,"t","[For meaning of abbreviations and symbols, see introductory text.]"
21,"h","","","","","","","",""
21,"h","","","","","","","",""
21,"h","","","H031502","H031502","H031601","H031601","H031602","H031602"
21,"d","","acres",38537,39919,51675,86101,38261,33367
21,"d","  Chemicals used to control growth, thin fruit, ripen,","",,,,,,
21,"d","   or defoliate","farms",108,134,192,211,35,58
21,"d","","acres on which used",48333,38391,83518,49120,12875,9813
21,"d","SELECTED CROPS","",,,,,,
21,"d","","",,,,,,
21,"d","Corn, all","farms",142,211,439,619,63,75
21,"d","","acres",28343,18755,77219,108940,8458,6683
21,"d","Soybeans, for beans","farms",66,105,665,686,48,56
21,"d","","acres",24006,33457,225116,222573,9429,13912
21,"d","Small grains (wheat, oats, barley, rye)","farms",27,92,64,232,20,45
21,"d","","acres",3094,21588,5224,36590,2711,11955
21,"d","Cotton, all","farms",105,108,170,147,35,17
21,"d","","acres",59102,47941,76611,51887,11599,8712
21,"d","Rice","farms",-,-,-,2,-,-
21,"d","","acres",-,-,-,"(D)",-,-
21,"d","Land in vegetables (see text)","farms",209,205,447,504,99,110
21,"d","","acres",2000,2476,6926,6324,1520,1598
21,"d","Land in orchards (see text)","farms",131,181,239,189,140,159
21,"d","","acres",1777,3591,1364,1690,1812,2467
21,"d","Nursery, greenhouse, floriculture, and sod (see text)","farms",56,80,117,154,67,85
21,"d","","acres",3986,3661,1624,1423,3584,1880
21,"d","All other crops (other than those listed above)","farms",1537,1485,5148,5434,929,931
21,"d","","acres",144101,124266,278069,270804,72328,55131
21,"d","LIVESTOCK AND POULTRY","",,,,,,
21,"d","","",,,,,,
21,"d","Cattle and calves inventory","farms",2166,1917,6361,6472,1077,1095
21,"d","","number",186634,190746,385387,354278,62988,64688
21,"d","Hogs and pigs inventory","farms",139,66,273,192,63,53
21,"d","","number",1424,533,408346,212423,1543,"(D)"
21,"d","Sheep and lambs inventory (see text)","farms",91,55,262,178,68,39
21,"d","","number",1803,1128,8545,5803,1012,636
21,"d","Total horses and ponies inventory","farms",871,939,2627,3005,507,577
21,"d","","number",4909,5440,14449,19281,2363,3307
21,"d","Goats, all inventory","farms",332,252,796,647,172,203
21,"d","","number",6395,5481,12568,11220,2668,3756
21,"d","Chickens, all inventory (see text)","farms",387,342,1578,1615,235,271
21,"d","","number",5807769,5079628,58103895,49402318,906019,850450
21,"c",""
21,"c","--continued"
