131,"t","Watershed: Released July 25, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
131,"t","Table 1.  Summary by Hydrologic Unit Code: 2017 and 2012 (continued)"
131,"t","[For meaning of abbreviations and symbols, see introductory text.]"
131,"h","","","","","","","",""
131,"h","","","","","","","",""
131,"h","","","H190201","H190201","H190202","H190202","H190203","H190203"
131,"d","Manure used","farms",1,2,-,1,48,24
131,"d","","acres treated","(D)","(D)",-,"(D)",230,181
131,"d","Organic fertilizer used (see text)","farms",3,"(NA)",-,"(NA)",34,"(NA)"
131,"d","","acres",5,"(NA)",-,"(NA)",135,"(NA)"
131,"d","Acres treated to control -","",,,,,,
131,"d","  Insects","farms",-,4,-,-,2,11
131,"d","","acres",-,8,-,-,"(D)",20
131,"d","  Weeds, grass, or brush","farms",3,5,-,1,11,18
131,"d","","acres","(D)",17,-,"(D)",101,153
131,"d","  Nematodes","farms",-,-,-,-,2,-
131,"d","","acres",-,-,-,-,"(D)",-
131,"d","  Diseases in crops and orchards","farms",-,-,-,-,-,3
131,"d","","acres",-,-,-,-,-,8
131,"d","  Chemicals used to control growth, thin fruit, ripen,","",,,,,,
131,"d","   or defoliate","farms",-,-,-,-,1,-
131,"d","","acres on which used",-,-,-,-,"(D)",-
131,"d","SELECTED CROPS","",,,,,,
131,"d","","",,,,,,
131,"d","Corn, all","farms",-,-,-,-,-,-
131,"d","","acres",-,-,-,-,-,-
131,"d","Soybeans, for beans","farms",-,-,-,-,-,-
131,"d","","acres",-,-,-,-,-,-
131,"d","Small grains (wheat, oats, barley, rye)","farms",2,-,-,-,-,-
131,"d","","acres","(D)",-,-,-,-,-
131,"d","Cotton, all","farms",-,-,-,-,-,-
131,"d","","acres",-,-,-,-,-,-
131,"d","Rice","farms",-,-,-,-,-,-
131,"d","","acres",-,-,-,-,-,-
131,"d","Land in vegetables (see text)","farms",9,11,1,-,70,32
131,"d","","acres",12,20,"(D)",-,61,36
131,"d","Land in orchards (see text)","farms",1,-,-,-,20,3
131,"d","","acres","(D)",-,-,-,9,3
131,"d","Nursery, greenhouse, floriculture, and sod (see text)","farms",8,5,3,4,107,42
131,"d","","acres",5,"(D)","(Z)","(Z)",58,28
131,"d","All other crops (other than those listed above)","farms",14,13,5,5,155,86
131,"d","","acres",1338,1047,"(D)","(D)",1833,2259
131,"d","LIVESTOCK AND POULTRY","",,,,,,
131,"d","","",,,,,,
131,"d","Cattle and calves inventory","farms",6,3,1,-,27,36
131,"d","","number",154,46,"(D)",-,467,477
131,"d","Hogs and pigs inventory","farms",5,4,1,-,9,5
131,"d","","number","(D)","(D)","(D)",-,77,16
131,"d","Sheep and lambs inventory (see text)","farms",2,1,3,-,5,7
131,"d","","number","(D)","(D)",18,-,65,74
131,"d","Total horses and ponies inventory","farms",3,2,2,-,53,52
131,"d","","number",15,"(D)","(D)",-,243,279
131,"d","Goats, all inventory","farms",3,2,3,3,18,10
131,"d","","number",21,"(D)",46,24,144,52
131,"d","Chickens, all inventory (see text)","farms",6,9,4,4,65,31
131,"d","","number",1739,955,255,61,2309,901
131,"c",""
131,"c","--continued"
