131,"t","Watershed: Released July 25, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
131,"t","Table 1.  Summary by Hydrologic Unit Code: 2017 and 2012 (continued)"
131,"t","[For meaning of abbreviations and symbols, see introductory text.]"
131,"h","","","","","","","",""
131,"h","","","","","","","",""
131,"h","","","H190201","H190201","H190202","H190202","H190203","H190203"
131,"h","","","","","","","",""
131,"h","Item","","2017","2012","2017","2012","2017","2012"
131,"h","","","","","","","",""
131,"d","FARMS AND LAND IN FARMS","",,,,,,
131,"d","","",,,,,,
131,"d","Farms","number",29,25,14,13,253,153
131,"d","Land in farms","acres",3370,2981,582,178,"(D)",28996
131,"d","","",,,,,,
131,"d","LAND USE AND PRACTICES","",,,,,,
131,"d","","",,,,,,
131,"d","Total cropland","farms",21,18,5,5,204,112
131,"d","","acres",1568,1154,"(D)",33,3792,4426
131,"d","  Harvested cropland","farms",19,18,5,5,186,102
131,"d","","acres",1361,"(D)","(D)",33,1961,2326
131,"d","  Other pasture and grazing land that could have been used","",,,,,,
131,"d","   for crops without additional improvement","farms",1,-,-,-,5,8
131,"d","","acres","(D)",-,-,-,69,176
131,"d","  Cropland idle or used for cover crops or soil-improvement","",,,,,,
131,"d","   but not harvested and not pastured or grazed","farms",5,2,-,-,39,25
131,"d","","acres","(D)","(D)",-,-,1515,1658
131,"d","  Cropland on which all crops failed","",,,,,,
131,"d","   or were abandoned","farms",3,1,-,-,11,8
131,"d","","acres","(D)","(D)",-,-,187,261
131,"d","  Cropland in summer fallow (see text)","farms",2,-,-,-,8,3
131,"d","","acres","(D)",-,-,-,60,5
131,"d","Total woodland","farms",12,9,4,2,74,63
131,"d","","acres",1231,1215,29,"(D)",2349,7919
131,"d","  Woodland pastured","farms",6,5,1,1,18,30
131,"d","","acres",239,209,"(D)","(D)",356,2637
131,"d","  Woodland not pastured","farms",10,8,4,2,67,45
131,"d","","acres",992,1006,"(D)","(D)",1993,5282
131,"d","Permanent pasture and rangeland, other than cropland","",,,,,,
131,"d"," and woodland pastured","farms",10,8,3,1,63,57
131,"d","","acres",326,303,"(D)","(D)","(D)",14148
131,"d","Land in farmsteads, homes, buildings, livestock facilities,","",,,,,,
131,"d"," ponds, roads, wasteland, etc.","farms",19,15,11,11,170,114
131,"d","","acres",245,309,363,76,1638,2503
131,"d","Irrigated land","farms",7,11,3,4,108,45
131,"d","","acres",8,"(D)",3,4,148,71
131,"d","  Harvested cropland","farms",7,11,3,4,107,45
131,"d","","acres",8,"(D)",3,4,"(D)",71
131,"d","  Pastureland and other land","farms",-,-,-,-,1,-
131,"d","","acres",-,-,-,-,"(D)",-
131,"d","Cropland on which no-till practices were used","farms",4,4,-,-,13,1
131,"d","","acres","(D)",4,-,-,62,"(D)"
131,"d","Cropland on which reduced tillage, excluding","",,,,,,
131,"d"," no till, practices were used (see text)","farms",1,1,-,-,25,-
131,"d","","acres","(D)","(D)",-,-,38,-
131,"d","FERTILIZERS AND CHEMICALS","",,,,,,
131,"d","","",,,,,,
131,"d","Commercial fertilizer, lime, and soil conditioners","",,,,,,
131,"d"," used","farms",10,13,2,2,84,62
131,"d","","acres treated",1099,574,"(D)","(D)",3391,5552
