58,"t","Watershed: Released July 25, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
58,"t","Table 1.  Summary by Hydrologic Unit Code: 2017 and 2012 (continued)"
58,"t","[For meaning of abbreviations and symbols, see introductory text.]"
58,"h","","","","","","","",""
58,"h","","","","","","","",""
58,"h","","","H080703","H080703","H080801","H080801","H080802","H080802"
58,"d","","acres treated",210,192,8897,5073,9817,12894
58,"d","Organic fertilizer used (see text)","farms",4,"(NA)",103,"(NA)",126,"(NA)"
58,"d","","acres","(D)","(NA)",11786,"(NA)",5815,"(NA)"
58,"d","Acres treated to control -","",,,,,,
58,"d","  Insects","farms",120,113,796,861,777,992
58,"d","","acres",105428,113071,474937,442180,308934,371673
58,"d","  Weeds, grass, or brush","farms",203,200,1314,1413,1646,1771
58,"d","","acres",145112,123622,577572,552412,435215,460040
58,"d","  Nematodes","farms",24,11,84,102,49,65
58,"d","","acres",13885,11979,24249,30827,17490,22779
58,"d","  Diseases in crops and orchards","farms",65,51,398,403,404,498
58,"d","","acres",54151,60790,294026,282776,214793,280347
58,"d","  Chemicals used to control growth, thin fruit, ripen,","",,,,,,
58,"d","   or defoliate","farms",65,45,249,261,104,143
58,"d","","acres on which used",55319,36591,208029,169166,41968,56430
58,"d","SELECTED CROPS","",,,,,,
58,"d","","",,,,,,
58,"d","Corn, all","farms",16,13,122,94,22,19
58,"d","","acres",6876,8222,30587,21926,4299,5048
58,"d","Soybeans, for beans","farms",82,53,386,367,197,325
58,"d","","acres",59383,62169,256792,235766,79576,137508
58,"d","Small grains (wheat, oats, barley, rye)","farms",6,34,15,116,9,32
58,"d","","acres",2750,23434,1778,35413,1294,9217
58,"d","Cotton, all","farms",3,3,31,36,1,4
58,"d","","acres",950,2034,10311,12402,"(D)",3355
58,"d","Rice","farms",2,1,123,140,590,546
58,"d","","acres","(D)","(D)",59053,63291,283150,270128
58,"d","Land in vegetables (see text)","farms",4,3,93,88,87,90
58,"d","","acres","(D)","(D)",1582,1790,1877,1950
58,"d","Land in orchards (see text)","farms",88,69,205,192,101,106
58,"d","","acres",1710,1588,2433,3113,"(D)",768
58,"d","Nursery, greenhouse, floriculture, and sod (see text)","farms",3,9,148,189,56,62
58,"d","","acres",3,74,3865,2467,767,233
58,"d","All other crops (other than those listed above)","farms",209,187,1556,1692,1690,1721
58,"d","","acres",61061,53029,258307,270744,82907,88361
58,"d","LIVESTOCK AND POULTRY","",,,,,,
58,"d","","",,,,,,
58,"d","Cattle and calves inventory","farms",227,221,1848,1983,3120,3147
58,"d","","number",19430,18205,84295,93912,169347,169216
58,"d","Hogs and pigs inventory","farms",1,1,90,93,195,163
58,"d","","number","(D)","(D)",496,819,1572,1590
58,"d","Sheep and lambs inventory (see text)","farms",6,10,193,153,273,252
58,"d","","number",84,296,3229,2178,4359,3612
58,"d","Total horses and ponies inventory","farms",105,108,1061,1116,1727,2065
58,"d","","number",692,528,5724,7714,8688,12872
58,"d","Goats, all inventory","farms",38,18,178,183,288,312
58,"d","","number",501,125,1914,2542,3662,4009
58,"d","Chickens, all inventory (see text)","farms",28,22,460,342,599,593
58,"d","","number","(D)",906,14409,15284,20804,24700
58,"c",""
58,"c","--continued"
