110,"t","Watershed: Released July 25, 2019, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, U.S. Department of Agriculture."
110,"t","Table 1.  Summary by Hydrologic Unit Code: 2017 and 2012 (continued)"
110,"t","[For meaning of abbreviations and symbols, see introductory text.]"
110,"h","","","","","","","",""
110,"h","","","","","H16","H16","",""
110,"h","","","United States","United States","Great Basin","Great Basin","H160101","H160101"
110,"h","","","","","","","",""
110,"h","Item","","2017","2012","2017","2012","2017","2012"
110,"h","","","","","","","",""
110,"d","FARMS AND LAND IN FARMS","",,,,,,
110,"d","","",,,,,,
110,"d","Farms","number",2042220,2109303,18048,18249,429,402
110,"d","Land in farms","acres",900217576,914527657,11750631,11834824,696693,586852
110,"d","","",,,,,,
110,"d","LAND USE AND PRACTICES","",,,,,,
110,"d","","",,,,,,
110,"d","Total cropland","farms",1475627,1551654,12596,12332,275,271
110,"d","","acres",396433817,389690414,2404975,2446884,101473,107992
110,"d","  Harvested cropland","farms",1245548,1288875,11035,10851,254,238
110,"d","","acres",320041858,314964600,1642658,1667541,73010,83118
110,"d","  Other pasture and grazing land that could have been used","",,,,,,
110,"d","   for crops without additional improvement","farms",137707,141537,1372,1203,23,39
110,"d","","acres",13825975,12802847,201411,191252,10966,8220
110,"d","  Cropland idle or used for cover crops or soil-improvement","",,,,,,
110,"d","   but not harvested and not pastured or grazed","farms",374252,381453,1959,1880,35,44
110,"d","","acres",36003378,36382032,325548,392421,10551,11727
110,"d","  Cropland on which all crops failed","",,,,,,
110,"d","   or were abandoned","farms",79334,97248,940,1082,18,36
110,"d","","acres",9542580,11395368,77565,95729,5347,4790
110,"d","  Cropland in summer fallow (see text)","farms",94106,61442,1321,725,13,6
110,"d","","acres",17020026,14145567,157793,99941,1599,137
110,"d","Total woodland","farms",794789,840399,913,1099,38,31
110,"d","","acres",73092054,77012907,288699,331745,15800,"(D)"
110,"d","  Woodland pastured","farms",326279,350761,506,628,23,18
110,"d","","acres",26009273,27999006,194165,"(D)",7675,"(D)"
110,"d","  Woodland not pastured","farms",575911,606279,473,547,18,13
110,"d","","acres",47082781,49013901,94534,"(D)",8125,2735
110,"d","Permanent pasture and rangeland, other than cropland","",,,,,,
110,"d"," and woodland pastured","farms",1130063,1176156,10013,10430,321,304
110,"d","","acres",400771178,415309280,8444540,8428065,569791,466801
110,"d","Land in farmsteads, homes, buildings, livestock facilities,","",,,,,,
110,"d"," ponds, roads, wasteland, etc.","farms",1183307,1338485,9092,10394,191,211
110,"d","","acres",29920527,32515057,612417,628130,9629,"(D)"
110,"d","Irrigated land","farms",294235,296303,12679,11996,274,257
110,"d","","acres",58013907,55822231,1711389,1627264,74732,89548
110,"d","  Harvested cropland","farms",255348,261281,10163,9619,226,205
110,"d","","acres",53959077,52092384,1348138,1363255,61596,70614
110,"d","  Pastureland and other land","farms",64450,60330,5228,4853,108,129
110,"d","","acres",4054830,3729847,363251,264009,13136,18934
