UID,SAM_CODE,LAB,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ALUMINUM_UNITS,AMMONIA_N_UNITS,ANC_UNITS,CALCIUM_UNITS,CHLORIDE_UNITS,COLOR_UNITS,COND_UNITS,DOC_UNITS,MAGNESIUM_UNITS,NITRATE_N_UNITS,NITRATE_NITRITE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PH_UNITS,POTASSIUM_UNITS,PTL_UNITS,SILICA_UNITS,SODIUM_UNITS,SULFATE_UNITS,TOC_UNITS,TSS_UNITS,TURB_UNITS,ALUMINUM_DATE_ANALYZED,ALUMINUM_HOLDING_TIME,ALUMINUM_LAB_FLAG,ALUMINUM_LAB_SAMPLE_ID,ALUMINUM_MDL,ALUMINUM_QA_FLAG,ALUMINUM_RESULT,ALUMINUM_RL,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_FLAG,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_QA_FLAG,NH4,AMMONIA_N_RL,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_FLAG,ANC_LAB_SAMPLE_ID,ANC_QA_FLAG,ANC_RESULT,CALCIUM_DATE_ANALYZED,CALCIUM_HOLDING_TIME,CALCIUM_LAB_FLAG,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CHLORIDE_DATE_ANALYZED,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_FLAG,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_FLAG,COLOR_LAB_SAMPLE_ID,COLOR_MDL,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_FLAG,COND_LAB_SAMPLE_ID,COND_MDL,COND_QA_FLAG,COND_RESULT,COND_RL,DOC_DATE_ANALYZED,DOC_HOLDING_TIME,DOC_LAB_FLAG,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_QA_FLAG,DOC_RESULT,DOC_RL,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_FLAG,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,NITRATE_N_DATE_ANALYZED,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_FLAG,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_FLAG,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRITE_N_DATE_ANALYZED,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_FLAG,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NTL_DATE_ANALYZED,NTL_HOLDING_TIME,NTL_LAB_FLAG,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_QA_FLAG,NTL_RESULT,NTL_RL,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_FLAG,PH_LAB_SAMPLE_ID,PH_QA_FLAG,PH_RESULT,POTASSIUM_DATE_ANALYZED,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_FLAG,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,PTL_DATE_ANALYZED,PTL_HOLDING_TIME,PTL_LAB_FLAG,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_QA_FLAG,PTL,PTL_RL,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_FLAG,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SODIUM_DATE_ANALYZED,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SULFATE_DATE_ANALYZED,SULFATE_HOLDING_TIME,SULFATE_LAB_FLAG,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,TOC_HOLDING_TIME,TOC_RESULT,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_LAB_SAMPLE_ID,TSS_MDL,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_FLAG,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_QA_FLAG,TURB_RESULT,TURB_RL,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID,CHEM_SHIP_FLAG,NUTS_SAMPLE_ID,NUTS_SHIP_FLAG,HUC_8,LAT_DD83,LON_DD83,AGGR_ECO9_2015
7321,REGULAR,WRS,121105.1,120725.2,120721.1,121105.1,120723.1,120721,120721.1,120810.1,121105.1,120723.1,120723.1,120723.1,120727.1,120721.1,121105.1,120727.1,120724.1,121105.1,120723.1,,,120721.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/5/2012,108.0,<LRL (0.02),1210478.0,0.01,ND,0.0,0.02,7/25/2012,5.0,,1210478,0.002,,0.0068,0.004,7/21/2012,1.0,,1210478,,2375.0,11/5/2012,108.0,,1210478,0.02,,37.55,0.04,7/23/2012,3.0,,1210478,0.03,,0.475,0.06,7/21/2012,1.0,,1210478,,,10.0,5.0,7/21/2012,1.0,,1210478,,,283.0,2.0,8/10/2012,21.0,,1210478,0.1,,2.1,0.2,11/5/2012,108.0,,1210478,0.01,,11.49,0.02,7/23/2012,3.0,<LRL (0.02),1210478,0.01,ND,0.002,0.02,7/23/2012,3.0,,1210478,0.01,ND,0.002,0.02,7/23/2012,3.0,<LRL (0.02),1210478.0,0.01,ND,0.0,0.02,7/27/2012,7.0,,1210478,0.01,,0.166,0.02,7/21/2012,1.0,,1210478,,8.46,11/5/2012,108.0,,1210478,0.04,,0.8590000000000001,0.08,7/27/2012,7.0,,1210478,2.0,,11.0,4,7/24/2012,4.0,,1210478,0.005,,5.324,0.01,11/5/2012,108.0,1210478,0.02,,3.241,0.04,7/23/2012,3.0,,1210478,0.09,,28.971,0.18,,,,,,,,,,7/21/2012,1.0,,1210478,,L,0.47,2.0,,,,,,,,,,,,,,,,,,,622340,,622343,,10030104,47.68287539,-112.4617662,['NPL']
7322,REGULAR,WRS,121105.1,120725.2,120720.1,121105.1,120723.1,120720,120720.1,120810.1,121105.1,120723.1,120723.1,120723.1,120725.1,120720.1,121105.1,120725.1,120723.1,121105.1,120723.1,,,120720.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/5/2012,110.0,<LRL (0.02),1210464.0,0.01,ND,0.002,0.02,7/25/2012,7.0,,1210464,0.002,,0.012,0.004,7/20/2012,2.0,,1210464,,60.8,11/5/2012,110.0,,1210464,0.02,,1.2670000000000001,0.04,7/23/2012,5.0,,1210464,0.03,,0.132,0.06,7/20/2012,2.0,,1210464,,,10.0,5.0,7/20/2012,2.0,,1210464,,,12.07,2.0,8/10/2012,23.0,,1210464,0.1,,0.48,0.2,11/5/2012,110.0,,1210464,0.01,,0.162,0.02,7/23/2012,5.0,,1210464,0.01,,0.36,0.02,7/23/2012,5.0,,1210464,0.01,,0.363,0.02,7/23/2012,5.0,<LRL (0.02),1210464.0,0.01,L,0.003,0.02,7/25/2012,7.0,,1210464,0.01,,0.39799999999999996,0.02,7/20/2012,2.0,,1210464,,6.71,11/5/2012,110.0,,1210464,0.04,,0.134,0.08,7/25/2012,7.0,,1210464,2.0,,5.0,4,7/23/2012,5.0,,1210464,0.005,,1.465,0.01,11/5/2012,110.0,1210464,0.02,,0.415,0.04,7/23/2012,5.0,,1210464,0.09,,1.2309999999999999,0.18,,,,,,,,,,7/20/2012,2.0,,1210464,,L,0.24,2.0,,,,,,,,,,,,,,,,,,,641180,,641183,,10190005,40.25822853,-105.604528,['WMT']
7325,REGULAR,WRS,121106.1,120725.2,120721.1,121106.1,120723.1,120721,120721.1,120810.1,121106.1,120723.1,120723.1,120723.1,120727.1,120721.1,121106.1,120727.1,120724.1,121106.1,120723.1,,,120721.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/6/2012,109.0,<LRL (0.02),1210483.0,0.01,ND,0.008,0.02,7/25/2012,5.0,,1210483,0.002,,0.016,0.004,7/21/2012,1.0,,1210483,,934.0,11/6/2012,109.0,,1210483,0.02,,18.55,0.04,7/23/2012,3.0,,1210483,0.03,,2.376,0.06,7/21/2012,1.0,,1210483,,,15.0,5.0,7/21/2012,1.0,,1210483,,,159.2,2.0,8/10/2012,21.0,,1210483,0.1,,3.34,0.2,11/6/2012,109.0,,1210483,0.01,,4.133,0.02,7/23/2012,3.0,<LRL (0.02),1210483,0.01,ND,0.0,0.02,7/23/2012,3.0,,1210483,0.01,ND,0.0,0.02,7/23/2012,3.0,<LRL (0.02),1210483.0,0.01,ND,0.0,0.02,7/27/2012,7.0,,1210483,0.01,,0.235,0.02,7/21/2012,1.0,,1210483,,8.15,11/6/2012,109.0,,1210483,0.04,,0.932,0.08,7/27/2012,7.0,,1210483,2.0,,15.0,4,7/24/2012,4.0,,1210483,0.005,,2.609,0.01,11/6/2012,109.0,1210483,0.02,,4.9510000000000005,0.04,7/23/2012,3.0,,1210483,0.09,,25.445999999999998,0.18,,,,,,,,,,7/21/2012,1.0,,1210483,,,1.18,2.0,,,,,,,,,,,,,,,,,,,641780,,641783,,10190006,40.33707955,-105.1266943,['SPL']
7338,REGULAR,WRS,121105.1,120725.2,120721.1,121105.1,120723.1,120721,120721.1,120810.1,121105.1,120723.1,120723.1,120723.1,120727.1,120721.1,121105.1,120727.1,120724.1,121105.1,120723.1,,,120721.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/5/2012,108.0,<LRL (0.02),1210472.0,0.01,L,0.017,0.02,7/25/2012,5.0,,1210472,0.002,,0.0084,0.004,7/21/2012,1.0,,1210472,,1318.0,11/5/2012,108.0,,1210472,0.02,,7.801,0.04,7/23/2012,3.0,,1210472,0.03,,7.644,0.06,7/21/2012,1.0,,1210472,,,15.0,5.0,7/21/2012,1.0,,1210472,,,158.6,2.0,8/10/2012,21.0,,1210472,0.1,,2.95,0.2,11/5/2012,108.0,,1210472,0.01,,11.34,0.02,7/23/2012,3.0,<LRL (0.02),1210472,0.01,ND,0.002,0.02,7/23/2012,3.0,,1210472,0.01,ND,0.002,0.02,7/23/2012,3.0,<LRL (0.02),1210472.0,0.01,ND,0.0,0.02,7/27/2012,7.0,,1210472,0.01,,0.174,0.02,7/21/2012,1.0,,1210472,,8.16,11/5/2012,108.0,,1210472,0.04,,0.5529999999999999,0.08,7/27/2012,7.0,,1210472,2.0,,31.0,4,7/24/2012,4.0,,1210472,0.005,,14.013,0.01,11/5/2012,108.0,1210472,0.02,,6.1739999999999995,0.04,7/23/2012,3.0,,1210472,0.09,,4.973,0.18,,,,,,,,,,7/21/2012,1.0,,1210472,,L,0.66,2.0,,,,,,,,,,,,,,,,,,,650750,,650753,,18050005,37.94905065,-122.6274594,['WMT']
7339,REGULAR,WRS,121105.1,120725.2,120721.1,121105.1,120723.1,120721,120721.1,120810.1,121105.1,120723.1,120723.1,120723.1,120725.1,120721.1,121105.1,120725.1,120723.1,121105.1,120723.1,,,120721.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/5/2012,108.0,<LRL (0.02),1210466.0,0.01,ND,0.0,0.02,7/25/2012,5.0,,1210466,0.002,,0.013000000000000001,0.004,7/21/2012,1.0,,1210466,,1475.0,11/5/2012,108.0,,1210466,0.02,,20.87,0.04,7/23/2012,3.0,,1210466,0.03,,0.484,0.06,7/21/2012,1.0,,1210466,,,30.0,5.0,7/21/2012,1.0,,1210466,,,146.7,2.0,8/10/2012,21.0,,1210466,0.1,,10.07,0.2,11/5/2012,108.0,,1210466,0.01,,5.156000000000001,0.02,7/23/2012,3.0,<LRL (0.02),1210466,0.01,ND,0.002,0.02,7/23/2012,3.0,,1210466,0.01,ND,0.002,0.02,7/23/2012,3.0,<LRL (0.02),1210466.0,0.01,ND,0.0,0.02,7/25/2012,5.0,,1210466,0.01,,1.271,0.02,7/21/2012,1.0,,1210466,,7.99,11/5/2012,108.0,,1210466,0.04,,0.9420000000000001,0.08,7/25/2012,5.0,,1210466,2.0,,136.0,4,7/23/2012,3.0,,1210466,0.005,,3.051,0.01,11/5/2012,108.0,1210466,0.02,,1.787,0.04,7/23/2012,3.0,,1210466,0.09,,2.846,0.18,,,,,,,,,,7/21/2012,1.0,,1210466,,,12.76,2.0,,,,,,,,,,,,,,,,,,,648500,,648503,,4150303,44.39373075,-75.67976887,['NAP']
7340,REGULAR,WRS,121105.1,120725.2,120721.1,121105.1,120723.1,120721,120721.1,120810.1,121105.1,120723.1,120723.1,120723.1,120727.1,120721.1,121105.1,120727.1,120724.1,121105.1,120723.1,,,120721.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/5/2012,109.0,<LRL (0.02),1210475.0,0.01,ND,0.003,0.02,7/25/2012,6.0,,1210475,0.002,,0.0076,0.004,7/21/2012,2.0,,1210475,,192.0,11/5/2012,109.0,,1210475,0.02,,3.667,0.04,7/23/2012,4.0,,1210475,0.03,,2.05,0.06,7/21/2012,2.0,,1210475,,,5.0,5.0,7/21/2012,2.0,,1210475,,,35.2,2.0,8/10/2012,22.0,,1210475,0.1,,1.52,0.2,11/5/2012,109.0,,1210475,0.01,,0.665,0.02,7/23/2012,4.0,<LRL (0.02),1210475,0.01,ND,0.0,0.02,7/23/2012,4.0,,1210475,0.01,ND,0.0,0.02,7/23/2012,4.0,<LRL (0.02),1210475.0,0.01,ND,0.0,0.02,7/27/2012,8.0,,1210475,0.01,,0.14,0.02,7/21/2012,2.0,,1210475,,7.38,11/5/2012,109.0,,1210475,0.04,,0.203,0.08,7/27/2012,8.0,,1210475,2.0,,9.0,4,7/24/2012,5.0,,1210475,0.005,,1.645,0.01,11/5/2012,109.0,1210475,0.02,,1.78,0.04,7/23/2012,4.0,,1210475,0.09,,3.6830000000000003,0.18,,,,,,,,,,7/21/2012,2.0,,1210475,,L,0.56,2.0,,,,,,,,,,,,,,,,,,,648620,,648623,,2020006,42.06057748,-74.17588801,['NAP']
7341,REGULAR,WPCL,,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,L-378-12_12_2516,,L-378-12_12_2516,,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,mg/L,,,,,,,,,,,,,NLA2012-CA-111,0.0024,L,0.0052,0.02,7/19/2012,0.0,,NLA2012-CA-111,,340.0,7/19/2012,0.0,,NLA2012-CA-111,0.01,,3.47,0.03,7/19/2012,0.0,,NLA2012-CA-111,0.04,,3.68,0.2,7/19/2012,0.0,,NLA2012-CA-111,5.0,,10.0,5.0,7/19/2012,0.0,,NLA2012-CA-111,0.1,,51.0,0.3,7/19/2012,0.0,,NLA2012-CA-111,0.5,,1.8,1.0,7/19/2012,0.0,,NLA2012-CA-111,0.003,,1.24,0.01,7/19/2012,0.0,,NLA2012-CA-111,0.005,ND,0.005,0.01,7/19/2012,0.0,,NLA2012-CA-111,0.005,ND,0.005,0.01,,,,,,,,,7/19/2012,0.0,,NLA2012-CA-111,0.0208,,0.0643,0.05,7/19/2012,0.0,,NLA2012-CA-111,X3,7.05,7/19/2012,0.0,,NLA2012-CA-111,0.01,,0.69,0.03,7/19/2012,0.0,,NLA2012-CA-111,4.1,L,7.2,10,7/19/2012,0.0,,NLA2012-CA-111,0.018000000000000002,,8.97,0.1,7/19/2012,0.0,NLA2012-CA-111,0.003,,2.89,0.01,7/19/2012,0.0,,NLA2012-CA-111,0.08,X2,1.82,0.4,,,7/19/2012,0.0,NLA2012-CA-111,0.3,L,1.0,2.0,7/19/2012,0.0,,NLA2012-CA-111,,K,,,LAB_1,LAB_2,LAB_4,LAB_5,LAB_14,LAB_6,LAB_2,LAB_8,LAB_9,LAB_1,LAB_15,LAB_2,LAB_2,LAB_10,LAB_2,LAB_11,LAB_12,,639260,,639263,,18020126,39.013583000000004,-121.04108329999998,['XER']
7344,REGULAR,WRS,121106.1,120725.2,120724.1,121106.1,120726.1,120724,120724.1,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120724.1,121106.1,120727.1,120724.1,121106.1,120726.1,,,120724.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/6/2012,107.0,<LRL (0.02),1210489.0,0.01,ND,0.005,0.02,7/25/2012,3.0,,1210489,0.002,,0.027999999999999997,0.004,7/24/2012,2.0,,1210489,,4041.0,11/6/2012,107.0,,1210489,0.02,,53.5,0.04,7/26/2012,4.0,,1210489,0.03,,37.995,0.06,7/24/2012,2.0,,1210489,,,9.0,5.0,7/24/2012,2.0,,1210489,,,667.0,2.0,8/14/2012,23.0,,1210489,0.1,,5.85,0.2,11/6/2012,107.0,,1210489,0.01,,23.48,0.02,7/26/2012,4.0,<LRL (0.02),1210489,0.01,L,0.015,0.02,7/26/2012,4.0,,1210489,0.01,L,0.015,0.02,7/26/2012,4.0,<LRL (0.02),1210489.0,0.01,ND,0.0,0.02,7/27/2012,5.0,,1210489,0.01,,0.9229999999999999,0.02,7/24/2012,2.0,,1210489,,8.73,11/6/2012,107.0,,1210489,0.04,,19.47,0.08,7/27/2012,5.0,,1210489,2.0,,219.0,4,7/24/2012,2.0,,1210489,0.005,,17.206,0.01,11/6/2012,107.0,1210489,0.02,,42.98,0.04,7/26/2012,4.0,,1210489,0.09,,89.49,0.18,,,,,,,,,,7/24/2012,2.0,,1210489,,,8.08,2.0,,,,,,,,,,,,,,,,,,,649610,,649613,,10250009,40.06311139,-99.29220135,['SPL']
7350,REGULAR,WRS,121106.1,120730.1,120725.1,121106.1,120726.1,120725,120725.1,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120725.1,121106.1,120727.1,120726.1,121106.1,120726.1,,,120725.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/6/2012,106.0,<LRL (0.02),1210495.0,0.01,ND,0.0,0.02,7/30/2012,7.0,,1210495,0.002,,0.053,0.004,7/25/2012,2.0,,1210495,,5535.0,11/6/2012,106.0,,1210495,0.02,,47.41,0.04,7/26/2012,3.0,,1210495,0.03,,13.345,0.06,7/25/2012,2.0,,1210495,,,23.0,5.0,7/25/2012,2.0,,1210495,,,747.0,2.0,8/14/2012,22.0,,1210495,0.1,,10.88,0.2,11/6/2012,106.0,,1210495,0.01,,50.6,0.02,7/26/2012,3.0,<LRL (0.02),1210495,0.01,ND,0.002,0.02,7/26/2012,3.0,,1210495,0.01,ND,0.002,0.02,7/26/2012,3.0,<LRL (0.02),1210495.0,0.01,ND,0.0,0.02,7/27/2012,4.0,,1210495,0.01,,1.564,0.02,7/25/2012,2.0,,1210495,,8.4,11/6/2012,106.0,,1210495,0.04,,9.714,0.08,7/27/2012,4.0,,1210495,2.0,,153.0,4,7/26/2012,3.0,,1210495,0.005,,46.45399999999999,0.01,11/6/2012,106.0,1210495,0.02,,42.15,0.04,7/26/2012,3.0,,1210495,0.09,,125.17299999999999,0.18,,,,,,,,,,7/25/2012,2.0,,1210495,,,7.65,2.0,,,,,,,,,,,,,,,,,,,636770,,636773,,10130103,46.83158041,-99.7647378,['NPL']
7357,REGULAR,WRS,121106.1,120725.2,120724.1,121106.1,120726.1,120724,120724.1,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120724.1,121106.1,120727.1,120724.1,121106.1,120731.1,,,120724.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/6/2012,106.0,<LRL (0.02),1210487.0,0.01,ND,0.0,0.02,7/25/2012,2.0,,1210487,0.002,,0.019,0.004,7/24/2012,1.0,,1210487,,2784.0,11/6/2012,106.0,,1210487,0.02,,78.95,0.04,7/26/2012,3.0,,1210487,0.03,,14.489,0.06,7/24/2012,1.0,,1210487,,,36.0,5.0,7/24/2012,1.0,,1210487,,,833.0,2.0,8/14/2012,22.0,,1210487,0.1,,15.98,0.2,11/6/2012,106.0,,1210487,0.01,,37.19,0.02,7/26/2012,3.0,<LRL (0.02),1210487,0.01,ND,0.0,0.02,7/26/2012,3.0,,1210487,0.01,ND,0.0,0.02,7/26/2012,3.0,<LRL (0.02),1210487.0,0.01,ND,0.0,0.02,7/27/2012,4.0,,1210487,0.01,,1.841,0.02,7/24/2012,1.0,,1210487,,8.52,11/6/2012,106.0,,1210487,0.04,,22.89,0.08,7/27/2012,4.0,,1210487,2.0,,304.0,4,7/24/2012,1.0,,1210487,0.005,,22.179000000000002,0.01,11/6/2012,106.0,1210487,0.02,,36.67,0.04,7/31/2012,8.0,,1210487,0.09,,285.722,0.18,,,,,,,,,,7/24/2012,1.0,,1210487,,,11.47,2.0,,,,,,,,,,,,,,,,,,,632270,,632273,,10140103,44.47740626,-99.31405069,['NPL']
7360,REGULAR,WRS,121106.1,120730.1,120725.1,121106.1,120726.1,120725,130131.3,120814.1,121106.1,120726.1,120726.1,120726.1,120727.1,120725.1,121106.1,120727.1,120726.1,121106.1,120726.1,,,120725.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/6/2012,106.0,<LRL (0.02),1210498.0,0.01,ND,0.003,0.02,7/30/2012,7.0,,1210498,0.002,,0.015,0.004,7/25/2012,2.0,,1210498,,278.2,11/6/2012,106.0,,1210498,0.02,,3.937,0.04,7/26/2012,3.0,,1210498,0.03,,6.3629999999999995,0.06,7/25/2012,2.0,,1210498,,,5.0,5.0,1/31/2013,192.0,>HT,1210498,,H,55.9,2.0,8/14/2012,22.0,,1210498,0.1,,1.04,0.2,11/6/2012,106.0,,1210498,0.01,,1.022,0.02,7/26/2012,3.0,,1210498,0.01,,0.042,0.02,7/26/2012,3.0,,1210498,0.01,,0.044000000000000004,0.02,7/26/2012,3.0,<LRL (0.02),1210498.0,0.01,L,0.001,0.02,7/27/2012,4.0,,1210498,0.01,,0.121,0.02,7/25/2012,2.0,,1210498,,7.67,11/6/2012,106.0,,1210498,0.04,,0.847,0.08,7/27/2012,4.0,,1210498,2.0,,10.0,4,7/26/2012,3.0,,1210498,0.005,,5.042,0.01,11/6/2012,106.0,1210498,0.02,,3.4939999999999998,0.04,7/26/2012,3.0,,1210498,0.09,,7.039,0.18,,,,,,,,,,7/25/2012,2.0,,1210498,,L,0.95,2.0,,,,,,,,,,,,,,,,,,,648740,,648743,,2050302,40.67933272,-78.32911925,['SAP']
