UID,SAM_CODE,LAB,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ALUMINUM_UNITS,AMMONIA_N_UNITS,ANC_UNITS,CALCIUM_UNITS,CHLORIDE_UNITS,COLOR_UNITS,COND_UNITS,DOC_UNITS,MAGNESIUM_UNITS,NITRATE_N_UNITS,NITRATE_NITRITE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PH_UNITS,POTASSIUM_UNITS,PTL_UNITS,SILICA_UNITS,SODIUM_UNITS,SULFATE_UNITS,TOC_UNITS,TSS_UNITS,TURB_UNITS,ALUMINUM_DATE_ANALYZED,ALUMINUM_HOLDING_TIME,ALUMINUM_LAB_FLAG,ALUMINUM_LAB_SAMPLE_ID,ALUMINUM_MDL,ALUMINUM_QA_FLAG,ALUMINUM_RESULT,ALUMINUM_RL,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_FLAG,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_QA_FLAG,NH4,AMMONIA_N_RL,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_FLAG,ANC_LAB_SAMPLE_ID,ANC_QA_FLAG,ANC_RESULT,CALCIUM_DATE_ANALYZED,CALCIUM_HOLDING_TIME,CALCIUM_LAB_FLAG,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CHLORIDE_DATE_ANALYZED,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_FLAG,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_FLAG,COLOR_LAB_SAMPLE_ID,COLOR_MDL,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_FLAG,COND_LAB_SAMPLE_ID,COND_MDL,COND_QA_FLAG,COND_RESULT,COND_RL,DOC_DATE_ANALYZED,DOC_HOLDING_TIME,DOC_LAB_FLAG,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_QA_FLAG,DOC_RESULT,DOC_RL,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_FLAG,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,NITRATE_N_DATE_ANALYZED,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_FLAG,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_FLAG,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRITE_N_DATE_ANALYZED,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_FLAG,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NTL_DATE_ANALYZED,NTL_HOLDING_TIME,NTL_LAB_FLAG,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_QA_FLAG,NTL_RESULT,NTL_RL,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_FLAG,PH_LAB_SAMPLE_ID,PH_QA_FLAG,PH_RESULT,POTASSIUM_DATE_ANALYZED,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_FLAG,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,PTL_DATE_ANALYZED,PTL_HOLDING_TIME,PTL_LAB_FLAG,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_QA_FLAG,PTL,PTL_RL,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_FLAG,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SODIUM_DATE_ANALYZED,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SULFATE_DATE_ANALYZED,SULFATE_HOLDING_TIME,SULFATE_LAB_FLAG,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,TOC_HOLDING_TIME,TOC_RESULT,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_LAB_SAMPLE_ID,TSS_MDL,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_FLAG,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_QA_FLAG,TURB_RESULT,TURB_RL,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID,CHEM_SHIP_FLAG,NUTS_SAMPLE_ID,NUTS_SHIP_FLAG,HUC_8,LAT_DD83,LON_DD83,AGGR_ECO9_2015
1000122,REGULAR,WRS,121114.1,120813.1,120808.1,121114.1,120808.1,120808,120808.1,120824.1,121114.1,120808.1,120808.1,120808.1,120816.1,120808.1,121114.1,120816.1,120809.1,121114.1,120808.1,,,120808.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,100.0,,1210666.0,0.01,,0.311,0.02,8/13/2012,7.0,,1210666,0.002,,0.017,0.004,8/8/2012,2.0,,1210666,,702.7,11/14/2012,100.0,,1210666,0.02,,5.9879999999999995,0.04,8/8/2012,2.0,,1210666,0.03,,1.3880000000000001,0.06,8/8/2012,2.0,,1210666,,,22.0,5.0,8/8/2012,2.0,,1210666,,,79.5,2.0,8/24/2012,18.0,,1210666,0.1,,6.98,0.2,11/14/2012,100.0,,1210666,0.01,,2.137,0.02,8/8/2012,2.0,<LRL (0.02),1210666,0.01,ND,0.003,0.02,8/8/2012,2.0,,1210666,0.01,ND,0.003,0.02,8/8/2012,2.0,<LRL (0.02),1210666.0,0.01,ND,0.0,0.02,8/16/2012,10.0,,1210666,0.01,,0.72,0.02,8/8/2012,2.0,,1210666,,8.05,11/14/2012,100.0,,1210666,0.04,,3.3280000000000003,0.08,8/16/2012,10.0,,1210666,2.0,,68.0,4,8/9/2012,3.0,,1210666,0.005,,11.452,0.01,11/14/2012,100.0,1210666,0.02,,5.597,0.04,8/8/2012,2.0,,1210666,0.09,,2.347,0.18,,,,,,,,,,8/8/2012,2.0,,1210666,,,3.97,2.0,,,,,,,,,,,,,,,,,,,651890,,651893,,17050104,42.26425757,-116.3104956,['XER']
1000123,REGULAR,WRS,121115.1,120813.1,120809.1,121115.1,120810.1,120809,120809.1,120828.1,121115.1,120810.1,120810.1,120810.1,120816.1,120809.1,121115.1,120816.1,120809.1,121115.1,120810.1,,,120809.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/15/2012,100.0,,1210674.0,0.01,,0.086,0.02,8/13/2012,6.0,,1210674,0.002,,0.012,0.004,8/9/2012,2.0,,1210674,,433.4,11/15/2012,100.0,,1210674,0.02,,6.806,0.04,8/10/2012,3.0,,1210674,0.03,,0.33799999999999997,0.06,8/9/2012,2.0,,1210674,,,85.0,5.0,8/9/2012,2.0,,1210674,,,54.9,2.0,8/28/2012,21.0,,1210674,0.1,,16.05,0.2,11/15/2012,100.0,,1210674,0.01,,2.1,0.02,8/10/2012,3.0,<LRL (0.02),1210674,0.01,ND,0.002,0.02,8/10/2012,3.0,,1210674,0.01,ND,0.002,0.02,8/10/2012,3.0,<LRL (0.02),1210674.0,0.01,ND,0.0,0.02,8/16/2012,9.0,,1210674,0.01,,0.514,0.02,8/9/2012,2.0,,1210674,,7.57,11/15/2012,100.0,,1210674,0.04,,0.638,0.08,8/16/2012,9.0,,1210674,2.0,,36.0,4,8/9/2012,2.0,,1210674,0.005,,2.475,0.01,11/15/2012,100.0,1210674,0.02,,1.347,0.04,8/10/2012,3.0,,1210674,0.09,,3.305,0.18,,,,,,,,,,8/9/2012,2.0,,1210674,,,2.37,2.0,,,,,,,,,,,,,,,,,,,640010,,640013,,4020103,47.12988727,-88.31624411,['UMW']
1000126,REGULAR,WRS,121115.1,120813.1,120809.1,121115.1,120810.1,120809,120809.1,120828.1,121115.1,120810.1,120810.1,120810.1,120816.1,120809.1,121115.1,120816.1,120809.1,121115.1,120810.1,,,120809.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/15/2012,100.0,,1210681.0,0.01,,0.37200000000000005,0.02,8/13/2012,6.0,,1210681,0.002,,0.037000000000000005,0.004,8/9/2012,2.0,,1210681,,580.1,11/15/2012,100.0,,1210681,0.02,,4.69,0.04,8/10/2012,3.0,,1210681,0.03,,1.531,0.06,8/9/2012,2.0,,1210681,,,32.0,5.0,8/9/2012,2.0,,1210681,,,64.1,2.0,8/28/2012,21.0,,1210681,0.1,,8.95,0.2,11/15/2012,100.0,,1210681,0.01,,1.72,0.02,8/10/2012,3.0,<LRL (0.02),1210681,0.01,ND,0.002,0.02,8/10/2012,3.0,,1210681,0.01,ND,0.002,0.02,8/10/2012,3.0,<LRL (0.02),1210681.0,0.01,ND,0.0,0.02,8/16/2012,9.0,,1210681,0.01,,1.76,0.02,8/9/2012,2.0,,1210681,,7.74,11/15/2012,100.0,,1210681,0.04,,2.6069999999999998,0.08,8/16/2012,9.0,,1210681,2.0,,275.0,4,8/9/2012,2.0,,1210681,0.005,,10.741,0.01,11/15/2012,100.0,1210681,0.02,,4.111000000000001,0.04,8/10/2012,3.0,,1210681,0.09,,1.15,0.18,,,,,,,,,,8/9/2012,2.0,,1210681,,,56.06,2.0,,,,,,,,,,,,,,,,,,,651920,,651923,,17050104,42.53147462,-116.36451329999998,['XER']
1000127,REGULAR,WIDNR,,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,,NOT PROVIDED,,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,,NOT PROVIDED,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,mg/L,,NTU,,,,,,,,,,14.0,<MDL (0.015;>HT (4),,0.015,ND;H,0.015,0.048,,14.0,,,,4000.0,,14.0,,,0.1,,24.0,0.3,,14.0,,,1.0,,15.2,3.2,,14.0,,,,,7.5,,,14.0,,,,,403.0,,,14.0,,,0.3,,9.0,1.0,,14.0,,,0.1,,37.9,0.3,,,,,,,,,,14.0,<MDL (0.019);>HT (4),,0.019,ND;H,0.019,0.061,,,,,,,,,,14.0,,,0.03,,0.87,0.096,,14.0,,,,8.83,,14.0,,,0.1,,0.6,0.3,,14.0,,,5.0,,25.0,16,,14.0,,,0.022000000000000002,,5.39,0.07400000000000001,,14.0,,0.1,,8.9,0.3,,14.0,SPIKE,,4.5,Q,8.3,15.0,14.0,9.5,,,,,,,,,14.0,,,,,3.4,,,,,,,,,,,,,,,,,,,,657140,,657143,,4040003,43.42203813,-87.95943869,['TPL']
1000130,REGULAR,WRS,121115.1,120813.1,120809.1,121115.1,120810.1,120809,120809.1,120828.1,121115.1,120810.1,120810.1,120810.1,120816.1,120809.1,121115.1,120816.1,120809.1,121115.1,120810.1,,,120809.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/15/2012,100.0,<LRL (0.02),1210675.0,0.01,ND,0.008,0.02,8/13/2012,6.0,,1210675,0.002,,0.0073,0.004,8/9/2012,2.0,,1210675,,140.7,11/15/2012,100.0,,1210675,0.02,,1.768,0.04,8/10/2012,3.0,,1210675,0.03,,10.65,0.06,8/9/2012,2.0,,1210675,,,22.0,5.0,8/9/2012,2.0,,1210675,,,55.1,2.0,8/28/2012,21.0,,1210675,0.1,,3.4,0.2,11/15/2012,100.0,,1210675,0.01,,0.326,0.02,8/10/2012,3.0,<LRL (0.02),1210675,0.01,ND,0.002,0.02,8/10/2012,3.0,,1210675,0.01,ND,0.002,0.02,8/10/2012,3.0,<LRL (0.02),1210675.0,0.01,ND,0.0,0.02,8/16/2012,9.0,,1210675,0.01,,0.248,0.02,8/9/2012,2.0,,1210675,,7.07,11/15/2012,100.0,,1210675,0.04,,0.512,0.08,8/16/2012,9.0,,1210675,2.0,,12.0,4,8/9/2012,2.0,,1210675,0.005,,1.744,0.01,11/15/2012,100.0,1210675,0.02,,7.6610000000000005,0.04,8/10/2012,3.0,,1210675,0.09,,2.318,0.18,,,,,,,,,,8/9/2012,2.0,,1210675,,L,0.5,2.0,,,,,,,,,,,,,,,,,,,648980,,648983,,1060002,43.80812429,-71.11845765,['NAP']
1000132,REGULAR,WRS,121115.1,120813.1,120809.1,121115.1,120810.1,120809,120809.1,120828.1,121115.1,120810.1,120810.1,120810.1,120816.1,120809.1,121115.1,120816.1,120809.1,121115.1,120810.1,,,120809.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/15/2012,99.0,<LRL (0.02),1210683.0,0.01,L,0.013000000000000001,0.02,8/13/2012,5.0,,1210683,0.002,,0.0066,0.004,8/9/2012,1.0,,1210683,,183.2,11/15/2012,99.0,,1210683,0.02,,2.9739999999999998,0.04,8/10/2012,2.0,,1210683,0.03,,0.17300000000000001,0.06,8/9/2012,1.0,,1210683,,,28.0,5.0,8/9/2012,1.0,,1210683,,,24.5,2.0,8/28/2012,20.0,,1210683,0.1,,5.23,0.2,11/15/2012,99.0,,1210683,0.01,,0.732,0.02,8/10/2012,2.0,<LRL (0.02),1210683,0.01,ND,0.002,0.02,8/10/2012,2.0,,1210683,0.01,ND,0.002,0.02,8/10/2012,2.0,<LRL (0.02),1210683.0,0.01,ND,0.0,0.02,8/16/2012,8.0,,1210683,0.01,,0.359,0.02,8/9/2012,1.0,,1210683,,7.32,11/15/2012,99.0,,1210683,0.04,,0.271,0.08,8/16/2012,8.0,,1210683,2.0,,19.0,4,8/9/2012,1.0,,1210683,0.005,,1.423,0.01,11/15/2012,99.0,1210683,0.02,,0.485,0.04,8/10/2012,2.0,,1210683,0.09,,2.287,0.18,,,,,,,,,,8/9/2012,1.0,,1210683,,L,0.43,2.0,,,,,,,,,,,,,,,,,,,651230,,651233,,4030107,46.69731067,-88.08197567,['UMW']
1000134,REGULAR,WRS,121115.1,120813.1,120810.1,121115.1,120810.1,120810,120810.1,120828.1,121115.1,120810.1,120810.1,120810.1,120816.1,120810.1,121115.1,120816.1,120814.1,121115.1,120810.1,,,120810.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/15/2012,99.0,<LRL (0.02),1210693.0,0.01,ND,0.0,0.02,8/13/2012,5.0,,1210693,0.002,,0.075,0.004,8/10/2012,2.0,,1210693,,4123.0,11/15/2012,99.0,,1210693,0.02,,58.31,0.04,8/10/2012,2.0,,1210693,0.03,,4.343999999999999,0.06,8/10/2012,2.0,,1210693,,,28.0,5.0,8/10/2012,2.0,,1210693,,,622.0,2.0,8/28/2012,20.0,,1210693,0.1,,12.07,0.2,11/15/2012,99.0,,1210693,0.01,,31.7,0.02,8/10/2012,2.0,<LRL (0.02),1210693,0.01,ND,0.003,0.02,8/10/2012,2.0,,1210693,0.01,ND,0.003,0.02,8/10/2012,2.0,<LRL (0.02),1210693.0,0.01,ND,0.0,0.02,8/16/2012,8.0,,1210693,0.01,,1.159,0.02,8/10/2012,2.0,,1210693,,8.43,11/15/2012,99.0,,1210693,0.04,,5.459,0.08,8/16/2012,8.0,,1210693,2.0,,95.0,4,8/14/2012,6.0,,1210693,0.005,,29.165,0.01,11/15/2012,99.0,1210693,0.02,,29.91,0.04,8/10/2012,2.0,,1210693,0.09,,128.286,0.18,,,,,,,,,,8/10/2012,2.0,,1210693,,L,0.58,2.0,,,,,,,,,,,,,,,,,,,653630,,653633,,17020008,48.39574918,-120.18485430000001,['XER']
1000135,REGULAR,WIDNR,,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,,NOT PROVIDED,,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,,NOT PROVIDED,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,mg/L,,NTU,,,,,,,,,,35.0,<MDL (0.015),,0.015,ND,0.015,0.048,,35.0,,,,3880.0,,35.0,,,0.1,,35.4,0.3,,35.0,,,1.0,,17.9,3.2,,35.0,,,,,5.0,,,35.0,,,,,415.0,,,35.0,,,0.3,,6.1,1.0,,35.0,,,0.1,,33.2,0.3,,,,,,,,,,35.0,,,0.019,,0.066,0.061,,,,,,,,,,35.0,,,0.03,,0.82,0.096,,35.0,,,,8.69,,35.0,,,0.1,,1.8,0.3,,35.0,>HT (48),,5.0,H,27.0,16,,35.0,,,0.022000000000000002,,7.45,0.07400000000000001,,35.0,,0.1,,8.4,0.3,,35.0,,,4.5,,7.45,15.0,35.0,6.8,,,,,,,,,35.0,,,,,4.5,,,,,,,,,,,,,,,,,,,,657230,,657233,,4030201,43.54654689,-89.3528689,['TPL']
1000136,REGULAR,WRS,121115.1,120815.1,120810.1,121115.1,120810.1,120810,120810.1,120828.1,121115.1,120810.1,120810.1,120810.1,120816.1,120810.1,121115.1,120816.1,120814.1,121115.1,120810.1,,,120810.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/15/2012,98.0,<LRL (0.02),1210705.0,0.01,ND,0.0,0.02,8/15/2012,6.0,,1210705,0.002,,0.0098,0.004,8/10/2012,1.0,,1210705,,4322.0,11/15/2012,98.0,,1210705,0.02,,31.75,0.04,8/10/2012,1.0,,1210705,0.03,,7.153,0.06,8/10/2012,1.0,,1210705,,,22.0,5.0,8/10/2012,1.0,,1210705,,,485.0,2.0,8/28/2012,19.0,,1210705,0.1,,6.82,0.2,11/15/2012,98.0,,1210705,0.01,,28.75,0.02,8/10/2012,1.0,<LRL (0.02),1210705,0.01,ND,0.0,0.02,8/10/2012,1.0,,1210705,0.01,ND,0.0,0.02,8/10/2012,1.0,<LRL (0.02),1210705.0,0.01,ND,0.0,0.02,8/16/2012,7.0,,1210705,0.01,,0.64,0.02,8/10/2012,1.0,,1210705,,8.71,11/15/2012,98.0,,1210705,0.04,,4.955,0.08,8/16/2012,7.0,,1210705,2.0,,16.0,4,8/14/2012,5.0,,1210705,0.005,,1.508,0.01,11/15/2012,98.0,1210705,0.02,,29.64,0.04,8/10/2012,1.0,,1210705,0.09,,43.343,0.18,,,,,,,,,,8/10/2012,1.0,,1210705,,,1.05,2.0,,,,,,,,,,,,,,,,,,,653810,,653813,,17020009,47.91608833,-120.1596049,['XER']
1000137,REGULAR,WRS,121115.1,120813.1,120810.1,121115.1,120810.1,120810,120810.1,120828.1,121115.1,120810.1,120810.1,120810.1,120816.1,120810.1,121115.1,120816.1,120814.1,121115.1,120810.1,,,120810.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/15/2012,99.0,<LRL (0.02),1210690.0,0.01,L,0.017,0.02,8/13/2012,5.0,,1210690,0.002,,0.031,0.004,8/10/2012,2.0,,1210690,,2809.0,11/15/2012,99.0,,1210690,0.02,,43.5,0.04,8/10/2012,2.0,,1210690,0.03,,14.954,0.06,8/10/2012,2.0,,1210690,,,10.0,5.0,8/10/2012,2.0,,1210690,,,341.0,2.0,8/28/2012,20.0,,1210690,0.1,,2.89,0.2,11/15/2012,99.0,,1210690,0.01,,7.151,0.02,8/10/2012,2.0,<LRL (0.02),1210690,0.01,ND,0.004,0.02,8/10/2012,2.0,,1210690,0.01,ND,0.004,0.02,8/10/2012,2.0,<LRL (0.02),1210690.0,0.01,ND,0.0,0.02,8/16/2012,8.0,,1210690,0.01,,0.29,0.02,8/10/2012,2.0,,1210690,,8.44,11/15/2012,99.0,,1210690,0.04,,6.032,0.08,8/16/2012,8.0,,1210690,2.0,,134.0,4,8/14/2012,6.0,,1210690,0.005,,28.441999999999997,0.01,11/15/2012,99.0,1210690,0.02,,15.83,0.04,8/10/2012,2.0,,1210690,0.09,,17.746,0.18,,,,,,,,,,8/10/2012,2.0,,1210690,,,5.29,2.0,,,,,,,,,,,,,,,,,,,652190,,652193,,17040211,42.1873061,-113.92408,['XER']
1000138,REGULAR,WIDNR,,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,,NOT PROVIDED,,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,NOT PROVIDED,,NOT PROVIDED,,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,,mg N/L,,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,mg/L,,NTU,,,,,,,,,,34.0,<MDL (0.015),,0.015,ND,0.015,0.048,,34.0,,,,2100.0,,34.0,,,0.1,,69.0,0.3,,34.0,,,1.0,,170.0,3.2,,34.0,,,,,7.5,,,34.0,,,,,1220.0,,,34.0,,,0.3,,21.0,1.0,,34.0,,,0.1,,66.3,0.3,,,,,,,,,,34.0,<MDL (0.019),,0.019,ND,0.019,0.061,,,,,,,,,,34.0,,,0.03,,1.19,0.096,,34.0,,,,8.63,,34.0,,,0.1,,5.4,0.3,,34.0,,,5.0,,44.0,16,,34.0,,,0.022000000000000002,,21.8,0.07400000000000001,,34.0,,0.1,,90.4,0.3,,34.0,,,4.5,,287.0,15.0,34.0,23.0,,,,,,,,,34.0,,,,,17.9,,,,,,,,,,,,,,,,,,,,657290,,657293,,4040003,42.97222963,-87.93633533,['TPL']
1000141,REGULAR,WRS,121116.1,120815.1,120814.1,121116.1,120814.1,120814,120814.1,120831.1,121116.1,120814.1,120814.1,120814.1,120816.1,120814.1,121116.1,120816.1,120816.1,121116.1,120814.1,,,120814.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/16/2012,95.0,<LRL (0.02),1210724.0,0.01,L,0.013000000000000001,0.02,8/15/2012,2.0,,1210724,0.002,,0.0099,0.004,8/14/2012,1.0,,1210724,,684.6,11/16/2012,95.0,,1210724,0.02,,14.02,0.04,8/14/2012,1.0,,1210724,0.03,,1.237,0.06,8/14/2012,1.0,,1210724,,,42.0,5.0,8/14/2012,1.0,,1210724,,,82.6,2.0,8/31/2012,18.0,,1210724,0.1,,8.61,0.2,11/16/2012,95.0,<LRL (0.02),1210724,0.01,,0.7709999999999999,0.02,8/14/2012,1.0,<LRL (0.02),1210724,0.01,ND,0.006,0.02,8/14/2012,1.0,,1210724,0.01,ND,0.006999999999999999,0.02,8/14/2012,1.0,<LRL (0.02),1210724.0,0.01,L,0.001,0.02,8/16/2012,3.0,,1210724,0.01,,0.429,0.02,8/14/2012,1.0,,1210724,,7.67,11/16/2012,95.0,,1210724,0.04,,1.2570000000000001,0.08,8/16/2012,3.0,,1210724,2.0,,31.0,4,8/16/2012,3.0,,1210724,0.005,,3.693,0.01,11/16/2012,95.0,1210724,0.02,,1.3119999999999998,0.04,8/14/2012,1.0,,1210724,0.09,,3.843,0.18,,,,,,,,,,8/14/2012,1.0,,1210724,,,1.17,2.0,,,,,,,,,,,,,,,,,,,639560,,639563,,1080102,44.42819135,-72.23012775,['NAP']
