PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,YEAR,SAMPLE_TYPE,SAM_CODE,SAMPLE_CAT,AL,AL_ALERT,ANC,ANC_ALERT,CA,CA_ALERT,CL,CL_ALERT,COLOR,COLOR_ALERT,COND,COND_ALERT,DOC,DOC_ALERT,K,K_ALERT,MG,MG_ALERT,SODIUM,SODIUM_ALERT,NH4,NH4_ALERT,NO2,NO2_ALERT,NO3,NO3_ALERT,NO3NO2,NO3NO2_ALERT,NTL,NTL_ALERT,PHLAB,PHLAB_ALERT,PTL,PTL_ALERT,SIO2,SIO2_ALERT,SO4,SO4_ALERT,TSS,TSS_ALERT,TURB,TURB_ALERT,CHEM_COM,HUC_8,XLAT_DD,XLON_DD,AGGR_ECO9_2015
17-Feb-15,11790,FW08NY044,26-Aug-08,1,2008,CHEMB,REGULAR,P,0.0147,,1273.37,,23.25,,22.57,,17.0,,233.23,,4.14,,1.2919999999999998,,4.683,,14.62,,0.02,,0.0,R,0.17851,,,,576.0,,8.19,,46.2069,,1.054,,11.21,,10.0,,8.73,,,2020006,42.055756,-73.931951,['NAP']
17-Feb-15,11791,FW08NY065,8-Sep-08,1,2008,CHEMW,REGULAR,P,0.0003,,6554.56,,99.56,,177.79,H,10.0,,1276.13,,3.2,,6.742000000000001,,27.23,,101.6,,0.833,H,0.0,R,3.03137,H,,,5481.0,H,8.07,H,340.6613,H,11.890999999999998,,21.36,H,89.3,,18.05,H,,2020004,42.908242,-75.478303,['NAP']
17-Feb-15,11792,FW08NY066,9-Sep-08,1,2008,CHEMW,REGULAR,P,0.0003,,7615.14,,374.3,,85.17,,27.0,,1886.16,,7.14,,2.889,,41.97,,32.49,,0.028,,0.0,R,0.0437,,,,613.0,H,8.0,,99.7313,H,22.418000000000003,,622.49,H,20.7,,9.65,,,4140201,43.015668,-76.854639,['NAP']
17-Feb-15,11794,FW08NY077,4-Oct-08,1,2008,CHEMW,REGULAR,P,0.0008,S,1273.58,S,20.57,S,8.99,S,14.0,S,183.1,S,2.08,S,1.5830000000000002,S,4.633,S,5.188,S,0.007,HRS,0.00812,RS,0.08496000000000001,S,,,277.0,S,7.73,S,18.1081,S,6.501,S,9.49,S,5.3,S,2.96,S,,4140201,42.741265999999996,-76.47440300000001,['NAP']
17-Feb-15,11798,FW08CT009,13-Aug-08,1,2008,CHEMW,REGULAR,P,0.0041,,2170.45,H,32.75,,20.28,,20.0,,309.75,,3.02,,1.085,,9.761000000000001,,12.61,,0.04,,0.00646,R,0.66475,,,,1160.0,,8.09,H,80.6475,,11.459000000000001,,10.25,,26.6,,14.02,,,1080205,41.63397,-72.74886,['NAP']
17-Feb-15,11799,FW08CT020,14-Aug-08,1,2008,CHEMB,REGULAR,P,0.0109,,1763.42,,23.82,,21.9,,13.0,,263.66,,2.83,,1.3980000000000001,,8.815,,13.45,,0.011,R,0.0,R,0.09871,,,,470.0,,8.31,H,20.3438,,2.506,,7.21,,4.2,,4.87,,,1100005,41.57501,-73.41502,['NAP']
17-Feb-15,11806,FW08ME001,19-Aug-08,1,2008,CHEMW,REGULAR,P,0.0292,,437.42,,6.977,,0.12,HR,22.0,,46.81,,4.56,,0.265,,0.725,,0.795,,0.008,R,0.0,R,0.041819999999999996,H,,,259.0,,7.8,,9.2238,,4.431,,1.52,H,5.1,,3.35,,,1020001,45.94502,-69.84814,['NAP']
17-Feb-15,11807,FW08ME001,9-Sep-08,2,2008,CHEMW,REGULAR,P,0.0234,,478.94,,8.274,,0.21,,16.0,,57.07,,4.13,,0.509,,1.003,,1.0290000000000001,,0.012,R,0.0,R,0.10672000000000001,,,,328.0,H,7.73,,20.4875,H,4.91,,2.06,,9.6,,5.12,,,1020001,45.94494,-69.8481,['NAP']
17-Feb-15,11808,FW08ME002,27-Aug-08,1,2008,CHEMW,REGULAR,P,0.011000000000000001,,605.7,,10.38,,0.42,,15.0,,70.68,,2.22,,0.327,,0.9470000000000001,,1.295,,0.01,R,0.0,R,0.0815,,,,184.0,,7.84,,2.7263,R,6.4639999999999995,,2.78,,0.6,,3.21,,,1010001,47.169976,-68.907827,['NAP']
17-Feb-15,11813,FW08ME002,10-Sep-08,2,2008,CHEMW,REGULAR,P,0.019,,580.92,,10.89,,0.37,,20.0,,68.17,,4.16,,0.419,,1.129,,1.183,,0.011,R,0.0,R,0.05778,,,,213.0,H,7.79,,7.9288,H,6.351,,2.39,,0.2,,3.32,,,1010001,47.169709999999995,-68.90786999999999,['NAP']
17-Feb-15,11814,FW08ME003,20-Sep-08,1,2008,CHEMW,REGULAR,P,0.1055,,203.88,,2.148,,10.61,,75.0,,68.2,,8.07,,0.9440000000000001,,1.173,,7.22,,0.017,R,0.0,R,0.18761,,,,616.0,H,6.99,,37.39,H,10.168,,2.59,,7.8,,9.65,,,1060003,43.440108,-70.556398,['NAP']
17-Feb-15,11815,FW08ME004,16-Sep-08,1,2008,CHEMW,REGULAR,P,0.0732,,145.84,,1.649,,0.36,H,19.0,,23.5,,3.56,,0.39,,0.5870000000000001,,1.095,,0.002,R,0.0,R,0.0148,HR,,,141.0,H,7.18,,0.57,HR,8.715,,2.45,H,1.6,,2.73,,,1030003,44.89707,-70.39638000000001,['NAP']
17-Feb-15,11816,FW08ME005,22-Aug-08,1,2008,CHEMB,REGULAR,P,0.0118,S,1705.07,S,28.73,S,8.33,S,23.0,S,201.62,S,5.35,S,0.784,S,4.805,S,5.622000000000001,S,0.02,S,0.0,RS,0.11420999999999999,S,,,410.0,S,8.19,HS,10.9044,S,4.088,S,4.02,S,1.7,S,4.31,HS,,1020005,44.960208,-68.997111,['NAP']
17-Feb-15,11818,FW08ME005,8-Sep-08,2,2008,CHEMB,REGULAR,P,0.0133,,1430.84,,22.95,,7.88,H,30.0,,185.73,,7.6,,1.239,,3.793,,4.288,,0.018,HR,0.0,R,0.14314000000000002,H,,,556.0,H,8.02,H,21.5713,H,4.738,,5.29,H,2.3,,5.46,H,,1020005,44.96021,-68.99710999999999,['NAP']
17-Feb-15,11819,FW08ME006,28-Aug-08,1,2008,CHEMW,REGULAR,P,0.008,,970.51,,15.97,,1.45,,20.0,,106.26,,3.09,,0.39299999999999996,,2.22,,1.895,,0.013,R,0.0,R,0.05086,,,,292.0,,7.87,H,29.0613,,7.38,,3.27,,10.0,,8.1,H,,1050001,45.88453,-67.8623,['NAP']
17-Feb-15,11820,FW08ME007,3-Sep-08,1,2008,CHEMW,REGULAR,P,0.0437,S,193.7,S,3.502,S,0.13,RS,45.0,HS,26.46,S,8.61,S,0.19399999999999998,S,0.894,S,0.858,S,0.01,RS,0.0,RS,0.01457,RS,,,384.0,HS,7.17,HS,11.035,HS,3.136,S,1.51,S,3.1,S,3.56,HS,,1030001,46.69032,-70.09929,['NAP']
17-Feb-15,11821,FW08ME008,20-Aug-08,1,2008,CHEMW,REGULAR,P,0.0823,,400.96,,5.796,,0.15,HR,68.0,,45.2,,11.67,,0.364,,2.218,,0.9490000000000001,,0.013999999999999999,R,0.0,R,0.026119999999999997,H,,,406.0,,7.66,,14.7756,,5.562,,0.85,H,1.2,,4.41,,,1010002,46.43524,-69.43831999999999,['NAP']
17-Feb-15,11823,FW08ME009,29-Aug-08,1,2008,CHEMW,REGULAR,P,0.0091,,2221.2,,41.25,,3.98,,18.0,,237.33,,2.94,,0.625,,3.8339999999999996,,2.396,,0.018,R,0.00086,R,0.24216999999999997,,,,541.0,,8.13,H,36.5638,,4.573,,7.25,,20.6,,8.87,H,,1010005,46.63778,-67.79671,['NAP']
17-Feb-15,11824,FW08ME010,25-Aug-08,1,2008,CHEMW,REGULAR,P,0.0212,,683.95,,11.86,,0.22,H,27.0,,75.05,,6.31,,0.11599999999999999,,1.489,,1.3130000000000002,,0.013,R,0.0,R,0.013040000000000001,HR,,,264.0,,7.84,H,11.1744,,6.557,H,1.96,H,5.4,,5.53,H,,1010001,47.111053999999996,-69.014937,['NAP']
17-Feb-15,11825,FW08ME011,2-Sep-08,1,2008,CHEMW,REGULAR,P,0.0195,,487.63,,7.651,,4.69,,19.0,,73.78,,3.04,,0.5529999999999999,,1.7990000000000002,,3.6069999999999998,,0.008,R,0.0,R,0.02229,,,,183.0,,7.66,,3.9963,R,5.364,,2.51,,1.3,,3.09,,,1030003,44.983309999999996,-69.55691,['NAP']
17-Feb-15,11828,FW08ME013,28-Aug-08,1,2008,CHEMB,REGULAR,P,0.0318,,712.86,,13.01,,2.23,,37.0,H,91.95,,7.29,,0.373,,1.761,,2.283,,0.013999999999999999,R,0.0,R,0.07112,,,,343.0,,7.74,H,11.6075,,4.3260000000000005,,4.22,,0.5,,4.0,H,,1010001,47.131826000000004,-67.8981,['NAP']
17-Feb-15,11831,FW08ME016,26-Aug-08,1,2008,CHEMB,REGULAR,P,0.0524,,508.81,,9.322000000000001,,0.47,,51.0,,61.43,,9.59,,0.226,,1.193,,1.069,,0.013999999999999999,R,0.0,R,0.0276,,,,331.0,,7.73,,4.8406,,4.256,,1.88,,0.0,,3.08,,,1010001,47.15398,-68.94314,['NAP']
17-Feb-15,11832,FW08ME017,21-Aug-08,1,2008,CHEMB,REGULAR,P,0.0454,S,221.36,S,4.012,S,0.25,HS,33.0,HS,26.54,S,7.32,S,0.322,S,0.8640000000000001,S,0.889,S,0.012,RS,0.0,RS,0.02368,HS,,,268.0,S,7.33,HS,8.9681,S,3.888,S,1.82,HS,0.3,S,3.54,HS,,1020002,45.87869,-68.620289,['NAP']
17-Feb-15,11833,FW08ME018,4-Sep-08,1,2008,CHEMB,REGULAR,P,0.0583,,118.72,,2.039,,1.75,,42.0,H,25.83,,6.48,,0.325,,0.5,,2.22,,0.008,R,0.0,R,0.0009699999999999999,R,,,246.0,H,7.0,H,4.9425,H,3.911,,1.66,,0.2,,3.43,H,,1050002,44.73793,-67.55212,['NAP']
17-Feb-15,11835,FW08ME020,24-Aug-08,1,2008,CHEMW,REGULAR,P,0.0479,,451.78,,7.662999999999999,,0.18,R,34.0,,49.8,,6.81,,0.35700000000000004,,0.956,,1.198,,0.013,R,0.0,R,0.03742,,,,318.0,,7.67,,20.3419,,5.765,H,1.56,,8.4,,6.02,,,1010001,46.97545,-69.37827,['NAP']
17-Feb-15,11836,FW08ME013,11-Sep-08,2,2008,CHEMB,REGULAR,P,0.0234,,836.76,,15.12,,3.45,,25.0,,115.69,,6.0,,0.523,,2.229,,3.359,,0.019,R,0.0,R,0.06713999999999999,,,,358.0,H,7.81,H,16.6238,H,3.9530000000000003,,6.97,,1.2,,4.66,H,,1010001,47.13183,-67.89815,['NAP']
17-Feb-15,11837,FW08ME021,5-Sep-08,1,2008,CHEMB,REGULAR,P,0.0231,,188.48,,2.844,,2.21,,18.0,,35.58,,2.95,,0.294,,0.971,,2.011,,0.007,R,0.0,R,0.06141,,,,208.0,H,7.32,,2.3788,HR,5.989,,2.34,,0.0,,2.86,,,1020004,45.25725,-68.94973,['NAP']
17-Feb-15,11838,FW08ME022,12-Sep-08,1,2008,CHEMB,REGULAR,P,0.0343,,314.72,,5.091,,4.19,H,31.0,,61.97,,5.85,,0.7490000000000001,,1.148,,4.308,,0.016,R,0.0,R,0.06602000000000001,H,,,317.0,H,7.5,,16.375,H,4.436,H,4.46,H,1.4,,3.52,,,1030003,44.421490000000006,-69.70572,['NAP']
17-Feb-15,11840,FW08ME027,18-Sep-08,1,2008,CHEMB,REGULAR,P,0.0521,,282.77,,4.803999999999999,,8.64,,33.0,,80.82,,5.87,,1.052,,0.878,,8.863999999999999,,0.041,,0.0,R,0.0946,,,,482.0,H,7.33,H,14.125,H,5.676,,7.76,,2.2,,3.76,H,,1040002,44.00309,-70.09855999999999,['NAP']
17-Feb-15,11845,FW08ME026,15-Sep-08,1,2008,CHEMB,REGULAR,P,0.0343,,368.96,,5.417999999999999,,4.57,H,36.0,,67.76,,6.31,,0.677,,1.246,,4.041,,0.016,R,0.0,R,0.06097999999999999,H,,,343.0,H,7.62,,23.6813,H,4.327,,4.58,H,3.9,,4.51,,,1030003,44.50114,-69.67634,['NAP']
17-Feb-15,11878,FW08SD004,1-Aug-08,1,2008,CHEMW,REGULAR,P,5.473,S,5942.87,HS,7.782,S,5.21,S,23.0,HS,598.84,S,6.5,S,7.229,S,1.854,S,133.9,S,0.072,S,0.0,RS,0.51254,S,,,2900.0,HS,8.92,HS,5450.725,HS,41.619,HS,35.75,S,4866.9,S,20533.04,HS,,10140202,43.6975,-102.1638889,['NPL']
17-Feb-15,11879,FW08SD005,16-Sep-08,2,2008,CHEMW,REGULAR,P,0.0003,,5938.48,,177.9,,71.11,H,27.0,,2177.92,,14.88,,42.28,,99.12,,172.5,,0.035,,0.0,R,0.0,HR,,,1807.0,H,8.55,,443.0213,H,3.2539999999999996,,835.93,H,45.0,,27.4,,,10140101,43.4125,-98.87805556,['NPL']
17-Feb-15,11880,FW08SD005,19-Aug-08,1,2008,CHEMW,REGULAR,P,0.0003,,6267.76,,123.1,,45.46,H,35.0,,1450.39,,15.81,,40.76,,63.91,,110.2,,0.04,,0.0,R,0.0,HR,,,2359.0,,8.61,,1068.281,H,17.047,,429.54,H,58.8,,38.49,,,10140101,43.41277778,-98.87805556,['NPL']
17-Feb-15,11881,FW08SD009,22-Aug-08,1,2008,CHEMW,REGULAR,P,0.0003,S,4845.8,S,45.65,S,4.28,S,25.0,HS,502.54,S,3.83,S,14.28,S,5.445,S,58.32,S,0.026,S,0.0,RS,0.04097,S,,,723.0,S,8.54,HS,315.2731,S,57.385,HS,22.54,S,275.6,S,69.76,HS,,10140202,43.52777778,-101.7983333,['NPL']
17-Feb-15,11882,FW08SD010,11-Sep-08,1,2008,CHEMW,REGULAR,P,0.0434,S,3886.8,S,6.821000000000001,S,4.71,S,270.0,HS,867.65,S,16.58,S,5.347,S,1.1909999999999998,S,170.6,S,0.037,S,0.00049,RS,1.21139,S,,,7613.0,HS,7.97,HS,3189.063,HS,17.152,HS,171.03,S,9858.4,S,9528.16,HS,,10130303,45.77111111,-101.2769444,['NPL']
17-Feb-15,11883,FW08SD012,29-Jul-08,1,2008,CHEMW,REGULAR,P,0.0003,,2439.81,,36.99,,7.03,H,41.0,,735.91,,7.71,,11.53,,4.798,,114.8,,0.015,R,0.00039,R,0.0,HR,,,621.0,H,8.17,,40.0381,H,21.541999999999998,,222.1,H,205.0,,211.44,,,10140201,43.28694444,-102.8141667,['NPL']
17-Feb-15,11884,FW08SD016,7-Aug-08,1,2008,CHEMW,REGULAR,P,11.35,S,5405.32,S,12.68,S,5.2,S,98.0,HS,1146.83,S,11.68,S,8.336,S,5.46,S,227.6,HS,0.11199999999999999,S,0.0,RS,0.9349200000000001,S,,,4213.0,HS,8.37,HS,899.4060000000001,HS,7.466,S,274.71,HS,6899.2,S,47654.13,HS,,10130303,45.6875,-101.8394444,['NPL']
17-Feb-15,11887,FW08SD020,19-Sep-08,1,2008,CHEMW,REGULAR,P,0.0003,,2653.43,,371.4,,111.18,,4.0,R,2559.66,,0.75,,21.02,,82.47,,135.7,,0.013,R,0.0431,,0.00256,R,,,139.0,H,8.06,,5.755,H,12.559000000000001,,1213.31,H,6.1,,3.86,,,10140101,43.82166667,-99.45194444,['NPL']
17-Feb-15,11888,FW08SD021,29-Aug-08,1,2008,CHEMW,REGULAR,P,0.0003,S,4977.94,S,55.63,S,6.68,HS,12.0,HS,479.72,S,1.47,S,0.868,S,29.73,S,2.7039999999999997,S,0.006,RS,0.0,RS,0.15417999999999998,HS,,,281.0,S,8.31,HS,19.5038,S,9.845,HS,4.42,HS,7.9,S,4.88,HS,,10120202,44.285,-103.79361109999999,['WMT']
17-Feb-15,11889,FW08SD022,10-Sep-08,1,2008,CHEMW,REGULAR,P,0.0012,,7218.74,,41.61,,8.31,,44.0,,833.79,,17.44,,11.25,,18.69,,129.8,,,,0.0,R,0.00449,R,,,1685.0,,8.46,,145.0888,,8.738,,66.41,,17.2,,13.62,,,10130303,45.5125,-101.0847222,['NPL']
17-Feb-15,11890,FW08SD025,28-Aug-08,1,2008,CHEMW,REGULAR,P,0.0003,,4107.28,,118.9,,15.27,,12.0,,849.67,,3.13,,5.546,,34.5,,17.3,,0.012,R,0.0,R,0.0,R,,,397.0,,8.29,,63.0425,,13.677999999999999,,235.34,,25.3,,21.8,,,10120109,43.78638889,-103.0625,['NPL']
17-Feb-15,11891,FW08SD027,6-Aug-08,1,2008,CHEMW,REGULAR,P,0.0003,,7586.21,,21.33,,8.69,,54.0,H,1676.33,,9.48,,9.183,,11.53,,332.0,,0.033,,0.0,R,0.18538,,,,1605.0,,8.71,,433.2419,,4.516,,466.08,,962.4,,5045.34,H,RIVER STILL INFLUENCED BY RAIN FROM THREE DAYS PRIOR,10130303,45.72861111,-101.9844444,['NPL']
17-Feb-15,11892,FW08SD029,4-Sep-08,1,2008,CHEMW,REGULAR,P,0.0003,S,5213.38,S,75.41,S,75.63,S,35.0,HS,1415.03,S,12.3,S,21.75,S,57.71,S,145.9,S,0.09,S,0.0,RS,0.0198,RS,,,1209.0,HS,8.35,HS,174.505,HS,20.875,HS,361.42,HS,7.2,S,5.21,HS,,10160008,45.00138889,-98.6375,['TPL']
17-Feb-15,11893,FW08SD039,24-Sep-08,1,2008,CHEMW,REGULAR,P,0.0011,,4273.69,,34.86,,6.0,,15.0,,703.91,,6.19,,10.47,,21.3,,82.69,,0.017,R,0.0,R,0.0,R,,,593.0,H,8.39,,20.4125,H,1.98,,138.12,,3.6,,6.35,,,10130102,45.76388889,-100.6836111,['NPL']
17-Feb-15,11895,FW08SD023,9-Sep-08,1,2008,CHEMW,REGULAR,P,0.0008,,8759.26,,28.24,,13.78,,33.0,,2236.48,,9.98,,12.69,,16.49,,381.1,,0.018,R,0.0,R,0.0,R,,,1066.0,H,8.78,,155.595,H,4.574,,677.76,H,109.9,,84.04,,,10130303,45.48972222,-100.85027779999999,['NPL']
17-Feb-15,11896,FW08SD019,30-Jul-08,1,2008,CHEMW,REGULAR,P,0.0003,,6252.72,H,53.33,,7.44,,39.0,,635.63,,7.71,,17.03,,9.807,,70.75,,0.093,,0.0,R,0.05909,,,,1471.0,H,8.16,,592.244,H,53.217,,26.71,,271.3,,148.36,,,10140201,43.38222222,-102.38972220000001,['NPL']
17-Feb-15,11897,FW08SD043,12-Sep-08,1,2008,CHEMW,REGULAR,P,0.0006,S,14199.72,S,10.58,S,10.8,HS,23.0,HS,2522.21,S,5.48,S,7.443,S,9.181000000000001,S,583.2,S,0.01,RS,0.0,RS,0.0,HRS,,,737.0,HS,8.91,HS,127.9775,HS,6.8260000000000005,HS,601.61,HS,104.5,S,68.5,HS,,10130302,45.62083333,-102.3780556,['NPL']
17-Feb-15,11898,FW08SD041,26-Aug-08,1,2008,CHEMW,REGULAR,P,0.0003,,4155.27,,180.6,,23.07,,10.0,,1147.2,,2.82,,4.158,,48.96,,13.8,,0.037,,0.0,R,0.33496,,,,650.0,,8.13,,29.7094,,10.074,,419.89,H,17.2,,9.78,,,10120111,44.1575,-103.22888890000002,['NPL']
17-Feb-15,11899,FW08SD046,20-Aug-08,1,2008,CHEMW,REGULAR,P,0.0003,,3039.71,,298.1,,131.14,H,7.0,,2478.13,,2.55,,17.5,,89.13,,182.9,,0.006,R,0.0,R,0.0,HR,,,338.0,,8.22,,28.6338,,13.126,,1105.81,H,25.4,,17.71,,,10120109,43.60722222,-102.9966667,['NPL']
17-Feb-15,11900,FW08SD049,3-Sep-08,1,2008,CHEMW,REGULAR,P,0.0003,,4767.98,,128.2,,9.0,,20.0,,1231.24,,9.64,,11.31,,66.64,,36.4,,0.048,,0.0,R,0.04042,,,,993.0,,8.19,,91.5325,,21.853,,430.87,H,8.7,,6.69,,,7020001,45.3525,-96.70916667,['TPL']
17-Feb-15,11901,FW08SD052,27-Aug-08,1,2008,CHEMW,REGULAR,P,0.0003,,4803.2,,311.7,,43.39,,7.0,,3934.01,,3.38,,15.9,,85.8,,474.7,,0.013999999999999999,R,0.0,R,0.0,R,,,328.0,,7.98,,25.3406,,7.02,,1937.95,H,15.5,,8.12,,,10120202,44.39444444,-102.80444440000001,['NPL']
17-Feb-15,11902,FW08SD054,21-Aug-08,1,2008,CHEMW,REGULAR,P,0.038,,5082.17,,43.97,,4.85,H,35.0,,522.65,,5.91,,12.74,,4.655,,68.94,,0.01,R,0.0,R,0.0,HR,,,1009.0,,8.63,,377.4325,,53.05,,24.91,H,86.0,,72.73,,,10140202,43.64277778,-101.8394444,['NPL']
17-Feb-15,11904,FW08SD058,31-Jul-08,1,2008,CHEMW,REGULAR,P,0.0003,S,6474.16,HS,34.76,S,8.67,HS,65.0,HS,681.03,HS,9.25,HS,13.83,S,4.6339999999999995,S,117.3,S,0.015,RS,0.0,RS,0.0,HRS,,,1001.0,HS,8.67,HS,494.6844,HS,39.578,HS,32.58,HS,97.1,S,60.35,HS,,10140201,43.48694444,-102.48138890000001,['NPL']
17-Feb-15,11908,FW08SD063,17-Sep-08,1,2008,CHEMW,REGULAR,P,0.0003,,2958.84,,205.8,,33.22,,3.0,R,1743.94,,2.86,,12.55,,67.37,,117.0,,0.007,R,0.0,R,0.19560999999999998,,,,659.0,,8.16,,150.1463,,6.766,,792.85,H,172.4,,102.31,,,10120112,44.522059999999996,-101.99454,['NPL']
17-Feb-15,11910,FW08PA035,3-Sep-08,1,2008,CHEMB,REGULAR,P,0.0217,,967.78,,37.06,,24.85,,11.0,,403.99,,1.44,,2.099,,15.0,,16.27,,0.031,,0.007370000000000001,R,0.6450100000000001,,,,916.0,,7.96,,15.0038,,0.698,,96.26,,0.0,,2.72,,,2050206,40.88583333,-76.80138889,['SAP']
17-Feb-15,11919,FW08SD071,25-Sep-08,1,2008,CHEMW,REGULAR,P,0.6127,,2813.46,,3.6189999999999998,,7.6,,160.0,H,591.84,,10.11,,4.547,,0.647,,103.0,,0.071,,0.00124,R,0.40907,,,,4581.0,H,7.81,,1474.1,H,12.004000000000001,,101.08,,6036.8,,9877.66,,,10130303,45.56333333,-101.54861109999999,['NPL']
17-Feb-15,11920,FW08SD061,17-Sep-08,1,2008,CHEMW,REGULAR,P,0.0003,,2820.73,,202.3,,95.81,,7.0,,2384.41,,8.76,,41.71,,68.73,,246.4,,0.016,R,0.0,R,0.0,R,,,891.0,,8.01,,51.3613,,2.218,,1004.14,H,17.7,,12.89,,,10140104,43.91666667,-99.81944444,['NPL']
17-Feb-15,11921,FW08SD057,18-Sep-08,1,2008,CHEMW,REGULAR,P,0.0003,S,2633.65,S,146.4,S,44.42,S,12.0,HS,1579.15,S,5.33,S,20.76,S,55.24,S,102.5,S,0.022,S,0.0,RS,0.0,RS,,,598.0,HS,8.18,HS,29.565,HS,7.46,HS,654.36,HS,8.8,S,7.74,HS,SAMPLE TAKEN BETWEEN F AND E TRANSECT,10140105,40.04583333,-99.15805556,['NPL']
17-Feb-15,11935,FW08CA001,24-Jun-08,2,2008,CHEMW,REGULAR,P,0.0003,,2784.87,,42.98,,3.16,,14.0,,328.5,,1.12,H,2.903,,3.7710000000000004,,14.29,,0.004,R,0.0,R,0.0,R,,,85.0,,8.37,H,11.8675,,33.595,,19.21,,0.0,,0.40399999999999997,R,,18100200,33.76086,-116.55001000000001,['XER']
17-Feb-15,11936,FW08CA004,29-Jul-08,1,2008,CHEMW,REGULAR,P,0.0092,,1644.51,,24.08,,59.8,H,21.0,,433.68,,3.78,,5.997000000000001,,5.49,,52.59,,0.02,,0.00821,R,1.72501,H,,,2149.0,H,8.09,,805.836,H,21.444000000000003,,20.58,H,4.1,,3.35,,,18020111,38.67767,-121.44721000000001,['XER']
17-Feb-15,11937,FW08CA004,16-Sep-08,2,2008,CHEMW,REGULAR,P,0.0215,,1222.36,,19.82,,25.56,,13.0,,269.51,,3.18,,5.43,,3.592,,24.4,,0.025,,0.0044,R,2.21191,,,,2800.0,H,7.9,,370.3138,H,17.843,,19.28,,9.1,,8.27,,,18020111,38.67765,-121.44724,['XER']
17-Feb-15,11938,FW08CA006,31-Jul-08,1,2008,CHEMW,REGULAR,P,0.0012,S,450.64,HS,5.5489999999999995,S,0.1,RS,10.0,HS,44.64,S,0.73,S,0.535,S,1.165,S,1.831,S,0.007,RS,0.0,RS,0.01055,RS,,,89.0,S,7.7,HS,7.6594,S,8.705,S,1.0,S,0.2,S,0.21,HRS,,16050201,38.73232,-119.92907,['WMT']
17-Feb-15,11939,FW08CA007,23-Jul-08,1,2008,CHEMW,REGULAR,P,0.0003,,8404.37,H,104.1,,26.85,,5.0,,1254.66,,2.79,,2.112,,95.21,,49.67,,0.008,R,0.0,R,0.0,R,,,173.0,H,8.42,,197.325,H,36.536,H,284.89,H,0.0,,0.33,R,,18060010,34.74777778,-120.0522222,['XER']
17-Feb-15,11940,FW08CA010,3-Sep-08,1,2008,CHEMW,REGULAR,P,0.0048,,1495.74,,17.68,,0.26,,10.0,,151.87,,0.74,,1.17,,5.835,,3.737,,0.005,R,0.0,R,0.00417,R,,,34.0,,8.08,,25.2088,,18.76,,1.38,,0.0,,2.73,,,18010206,42.00122,-122.76608999999999,['WMT']
17-Feb-15,11941,FW08CA011,21-Aug-08,1,2008,CHEMW,REGULAR,P,0.0015,S,1491.21,S,14.28,S,0.91,HS,5.0,HS,150.62,S,0.98,S,3.3339999999999996,S,5.48,S,7.9479999999999995,S,0.007,RS,0.0,RS,0.0,HRS,,,96.0,S,8.18,HS,62.2831,S,35.327,S,0.7,HS,0.7,S,3.43,HS,,16050301,38.31116,-119.34331,['XER']
17-Feb-15,11942,FW08CA012,22-Jul-08,1,2008,CHEMW,REGULAR,P,0.0003,,4124.71,,119.9,,8.57,H,6.0,,917.05,,1.08,,1.962,,33.75,,35.08,,0.008,R,0.0,R,0.0,HR,,,76.0,H,8.3,,10.3325,H,15.651,H,283.65,H,1.4,,0.703,R,,18070102,34.5575,-119.24944440000002,['WMT']
17-Feb-15,11943,FW08CA013,9-Sep-08,1,2008,CHEMW,REGULAR,P,0.0123,,454.06,,4.117,,8.63,,13.0,,83.42,,1.28,,0.606,,2.205,,7.281000000000001,,0.008,R,0.0,R,0.13333,,,,215.0,H,7.75,,14.8225,H,12.25,,2.4,,0.0,,2.85,,,18010102,41.08977,-124.08483000000001,['WMT']
17-Feb-15,11944,FW08CA016,24-Jul-08,1,2008,CHEMW,REGULAR,P,0.0003,,2987.45,,40.05,,6.44,,12.0,,370.68,,0.99,,1.544,,9.772,,24.38,,0.007,R,0.0,R,0.01989,R,,,141.0,H,8.25,H,21.3475,H,14.533,H,33.41,,2.3,,1.76,HR,,18050004,37.32861111,-121.67444440000001,['XER']
17-Feb-15,11945,FW08CA017,19-Aug-08,1,2008,CHEMW,REGULAR,P,0.0028,,1069.05,,12.31,,11.96,H,18.0,,154.9,,1.98,,2.509,,2.315,,13.33,,0.022,,0.0,R,0.00742,HR,,,233.0,,7.97,,26.865,,25.135,,1.88,H,1.4,,3.65,,,18030010,36.964220000000005,-119.23151999999999,['XER']
17-Feb-15,11946,FW08CA075,23-Sep-08,1,2008,CHEMW,REGULAR,P,0.0003,,2057.42,,21.43,,0.32,,6.0,,206.75,,0.31,,0.5720000000000001,,11.87,,3.1039999999999996,,0.002,R,0.0,R,0.00734,R,,,19.0,HR,8.14,,13.5775,H,17.827,,3.43,,0.0,,2.71,,,18020122,39.90569,-121.04631,['WMT']
17-Feb-15,11957,FW08ND026,1-Jul-08,1,2008,CHEMW,REGULAR,P,0.0029,S,10196.63,S,31.51,S,11.18,S,53.0,HS,3704.0,S,17.08,HS,12.99,S,97.37,S,754.9,HS,0.03,S,0.0,RS,0.0,RS,,,1071.0,HS,8.82,HS,30.7675,HS,0.599,HS,1534.76,HS,0.0,S,3.27,HS,,10110203,46.418,-103.573,['NPL']
