PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,YEAR,SAMPLE_TYPE,SAM_CODE,SAMPLE_CAT,AL,AL_ALERT,ANC,ANC_ALERT,CA,CA_ALERT,CL,CL_ALERT,COLOR,COLOR_ALERT,COND,COND_ALERT,DOC,DOC_ALERT,K,K_ALERT,MG,MG_ALERT,SODIUM,SODIUM_ALERT,NH4,NH4_ALERT,NO2,NO2_ALERT,NO3,NO3_ALERT,NO3NO2,NO3NO2_ALERT,NTL,NTL_ALERT,PHLAB,PHLAB_ALERT,PTL,PTL_ALERT,SIO2,SIO2_ALERT,SO4,SO4_ALERT,TSS,TSS_ALERT,TURB,TURB_ALERT,CHEM_COM,HUC_8,XLAT_DD,XLON_DD,AGGR_ECO9_2015
17-Feb-15,13949,FW08KS007,14-Jul-09,1,2009,CHEMB,REGULAR,P,0.005,,3385.39,,59.96,,16.98,,20.0,,651.1,,3.74,,7.377999999999999,,22.54,,48.96,,0.02,,0.01816,R,1.9,,,,2922.0,H,8.18,,829.775,H,13.527000000000001,H,141.59,,639.9,,296.13,,,10240005,39.8733,-95.03023,['TPL']
17-Feb-15,13950,FW08KS009,21-Jul-09,1,2009,CHEMW,REGULAR,P,0.0028,,3593.52,,81.25,,589.26,H,25.0,,2556.14,,2.56,H,6.237,,23.34,,393.2,,0.007,R,0.0,R,2.60915,,,,3470.0,H,8.27,,127.7738,,14.370999999999999,H,152.52,,50.3,,25.48,,,11030010,38.126083,-98.078056,['SPL']
17-Feb-15,13951,FW08KS010,4-Aug-09,2,2009,CHEMB,REGULAR,P,0.0,,4451.74,,173.2,,127.15,,20.0,,1495.58,,7.63,H,14.69,,28.38,,114.7,,0.008,R,0.0,R,0.58507,,,,1554.0,,8.36,,265.4363,,20.781,H,375.04,,101.4,,53.57,,,10260014,39.42694444,-98.54,['SPL']
17-Feb-15,13952,FW08KS011,15-Jul-09,1,2009,CHEMB,REGULAR,P,0.005,,3374.45,,61.35,,15.8,,22.0,,634.89,,3.64,H,6.546,,19.53,,43.55,,0.015,HR,0.01577,R,2.4,,,,3281.0,H,8.06,,1123.188,,13.76,,132.58,,1111.3,,534.24,,,10240011,39.72583333,-94.91138889,['TPL']
17-Feb-15,13953,FW08KS025,12-Aug-09,1,2009,CHEMW,REGULAR,P,0.0,,2613.37,,95.71,,381.25,H,20.0,,1728.58,,5.01,,11.82,,20.26,,268.8,,0.011,R,0.0,R,0.0064,R,,,1237.0,,8.34,,176.3925,,19.174,,207.28,H,79.9,,66.01,,,10260006,38.699740000000006,-98.1045,['SPL']
17-Feb-15,13956,FW08KS032,7-Jul-09,1,2009,CHEMB,REGULAR,P,0.005,,5616.49,,102.4,,12.65,,22.0,,684.01,,2.68,,3.208,,22.32,,14.9,,0.007,R,0.0,R,0.10826,,,,1040.0,,8.28,,231.5338,,9.062000000000001,H,77.29,,97.8,,51.88,,,11070203,38.37938,-96.21423,['TPL']
17-Feb-15,13958,FW08KS048,8-Jul-09,1,2009,CHEMW,REGULAR,P,0.005,,4903.24,,78.88,,3.05,,16.0,,509.27,,1.23,,2.044,,13.16,,9.767999999999999,,0.006,R,0.0,R,0.13274,,,,256.0,,8.17,,45.5163,,15.697000000000001,,20.6,,1.5,,0.72,R,,11070201,38.51546,-96.45483,['TPL']
17-Feb-15,13959,FW08KS056,28-Jul-09,1,2009,CHEMW,REGULAR,P,0.0005,,4138.07,,68.59,,53.41,,10.0,,692.93,,2.97,H,2.9560000000000004,,23.7,,44.01,,0.043,,0.0,R,0.93222,,,,1369.0,,8.32,,64.4013,,15.292,H,67.58,,2.4,,3.36,,,11030014,37.662296000000005,-97.75755500000001,['SPL']
17-Feb-15,13960,FW08KS061,11-Aug-09,1,2009,CHEMW,REGULAR,P,0.0,,4455.87,,349.1,,191.4,H,11.0,,4325.95,,3.96,H,11.01,,184.7,,623.8,,0.017,R,0.0,R,1.44329,,,,1779.0,,8.16,,25.695,,17.090999999999998,H,2247.94,H,10.7,,6.09,,,11030001,37.92142,-101.27131,['SPL']
17-Feb-15,13963,FW08LA004,20-Jun-09,1,2009,CHEMW,REGULAR,P,0.0168,S,169.75,S,1.469,S,4.24,S,10.0,S,34.56,S,0.85,HS,0.8390000000000001,S,0.86,S,3.6319999999999997,S,0.013999999999999999,HRS,0.0,RS,0.18663,S,,,302.0,HS,6.6,S,46.7425,HS,11.950999999999999,HS,0.19,RS,5.0,S,3.7,S,,8070203,30.9519,-90.69021,['CPL']
17-Feb-15,13964,FW08LA004,15-Jul-09,2,2009,CHEMW,REGULAR,P,0.0145,,171.17,,1.43,,4.12,H,10.0,,34.8,,0.9,H,0.732,,0.68,,3.283,,0.012,HR,0.00053,R,0.16702,H,,,231.0,,6.98,,59.1463,,12.020999999999999,,0.2,HR,3.3,,4.49,,,8070203,30.95194444,-90.69027778,['CPL']
17-Feb-15,13965,FW08LA005,19-Jun-09,1,2009,CHEMW,REGULAR,P,,,156.63,,1.252,,3.75,,4.0,R,31.39,,1.09,H,0.904,,0.67,,3.056,,0.018,HR,0.0,R,0.08169,,,,198.0,,6.79,,38.6775,,11.304,,0.33,R,0.4,,1.7,R,Missing Al data,8070205,30.66944444,-90.31611111,['CPL']
17-Feb-15,13966,FW08LA009,22-Jun-09,1,2009,CHEMW,REGULAR,P,0.0097,,4728.23,,46.7,,23.0,,24.0,,567.7,,6.76,H,3.888,,11.23,,59.78,,0.041,H,0.0,R,0.01587,R,,,2231.0,,8.04,,496.8113,,12.954,,23.44,,29.9,,9.27,,,8070201,30.50222222,-91.16666667,['CPL']
17-Feb-15,13968,FW08LA023,17-Jun-09,1,2009,CHEMB,REGULAR,P,,,1283.93,,16.75,,20.14,,60.0,,204.86,,14.23,H,3.263,,5.428,,13.9,,0.017,HR,0.0,R,0.0010199999999999999,R,,,935.0,,7.74,,260.3325,,6.747999999999999,,1.17,,7.1,,7.66,,Missing Al data,8090301,29.89722222,-90.68333333,['CPL']
17-Feb-15,13969,FW08AL026,24-Jul-09,1,2009,CHEMB,REGULAR,P,0.0206,S,1095.66,S,15.91,S,6.96,S,20.0,HS,176.88,S,4.22,HS,1.95,S,3.125,S,13.28,S,0.003,RS,0.0,RS,0.0,RS,,,350.0,S,7.96,HS,60.5438,S,1.001,S,15.59,S,20.0,S,17.13,HS,,3150204,31.19916667,-87.90361111,['CPL']
17-Feb-15,13970,FW08LA035,26-Jun-09,1,2009,CHEMB,REGULAR,P,0.003,S,1632.38,S,29.62,S,22.63,HS,26.0,HS,325.69,S,5.07,HS,3.318,S,9.49,S,18.44,S,0.01,HRS,0.0,RS,1.12961,HS,,,1578.0,HS,7.55,HS,233.7863,HS,6.098,HS,35.95,HS,111.7,S,90.71,HS,,8080101,29.89222222,-91.44472222,['CPL']
17-Feb-15,13971,FW08LA039,23-Jun-09,1,2009,CHEMB,REGULAR,P,0.0026,,554.6,,6.055,,10.95,,23.0,,100.05,,1.92,H,1.6380000000000001,,2.148,,10.03,,0.01,HR,0.0,R,0.0,R,,,211.0,,7.59,,57.0063,,14.019,,1.93,,9.4,,12.47,,,8070202,30.32861111,-90.84388889,['CPL']
17-Feb-15,13972,FW08LA039,14-Jul-09,2,2009,CHEMB,REGULAR,P,0.0082,,474.15,,5.367000000000001,,6.97,,19.0,,86.25,,4.19,H,2.405,,2.793,,8.687999999999999,,0.024,,0.01796,R,0.1,,,,739.0,,7.32,,211.5625,,9.131,H,3.82,,15.0,,24.15,,,8070202,30.32861111,-90.84388889,['CPL']
17-Feb-15,13973,FW08LA040,26-Jun-09,1,2009,CHEMB,REGULAR,P,0.005,S,2183.21,S,35.69,S,18.6,HS,19.0,HS,337.62,S,4.65,HS,3.4789999999999996,S,11.04,S,14.39,S,0.023,HS,0.0,RS,0.05124,HS,,,834.0,HS,7.87,HS,68.9475,HS,7.5920000000000005,HS,29.41,HS,0.0,S,3.41,HS,,8040301,31.01888889,-91.69027778,['CPL']
17-Feb-15,13974,FW08LA049,25-Jun-09,1,2009,CHEMB,REGULAR,P,0.0054,,1269.5,,35.92,,74.03,,25.0,H,527.63,,6.29,H,4.192,,11.22,,55.22,,0.009,HR,0.0,R,0.00047000000000000004,R,,,541.0,,7.61,H,84.6581,,0.948,,74.82,,22.3,,23.21,H,,8040301,31.215,-92.02416667,['CPL']
17-Feb-15,13976,FW08LA099,16-Jun-09,1,2009,CHEMB,REGULAR,P,0.005,,1978.73,,27.58,,103.32,,39.0,,561.36,,12.44,H,4.177,,14.03,,65.72,,0.024,H,0.0,R,0.00151,R,,,848.0,,7.84,,149.1331,,7.807,H,13.97,,25.6,,12.33,,,8080103,29.81861111,-91.59194444,['CPL']
17-Feb-15,14043,FW08AZ074,3-Jul-09,1,2009,CHEMB,REGULAR,P,0.005,S,2668.19,S,77.19,S,94.01,S,19.0,HS,1088.62,S,2.34,HS,4.936,S,27.79,S,100.2,S,0.001,HRS,0.0,RS,0.32094,S,,,551.0,S,8.25,HS,15.3925,S,6.846,S,250.5,S,3.3,S,1.53,HRS,,15030104,33.251259999999995,-114.67227,['XER']
17-Feb-15,14044,FW08AZ074,10-Jul-09,2,2009,CHEMB,REGULAR,P,0.005,,2658.14,,78.61,,92.54,,5.0,,1075.23,,2.33,,5.0569999999999995,,28.66,,102.5,,0.006,R,0.00449,R,0.29228000000000004,,,,551.0,,8.28,,17.5175,,6.836,,251.38,,4.3,,3.21,,COLLECTED 07/09/2009,15030104,33.25123,-114.67258000000001,['XER']
17-Feb-15,14045,FW08AZ087,29-Jun-09,1,2009,CHEMB,REGULAR,P,0.005,,3197.96,,70.88,,1087.61,H,23.0,,3847.59,,1.46,H,12.42,,28.45,,669.2,,0.013,HR,0.0,R,0.0,R,,,206.0,,8.37,,38.5163,,18.664,H,72.11,,3.4,,2.19,,,15060103,33.61761,-110.91103000000001,['XER']
17-Feb-15,14046,FW08AZ100,28-Jun-09,1,2009,CHEMW,REGULAR,P,0.005,,3146.45,,44.05,,25.27,H,15.0,,403.24,,1.03,H,1.557,,10.35,,22.34,,0.004,HR,0.0,R,0.02503,H,,,94.0,H,8.23,,34.7838,H,16.862000000000002,H,9.35,H,1.8,,0.67,R,,15060105,33.87467,-111.3103,['XER']
17-Feb-15,14047,FW08AZ260,18-Jun-09,1,2009,CHEMW,REGULAR,P,0.01,S,1746.06,S,16.49,S,1.76,S,25.0,HS,180.93,S,2.61,HS,3.42,S,7.435,S,8.932,S,0.011,HRS,0.0,RS,0.00471,RS,,,409.0,S,8.34,HS,171.3825,S,18.355,S,1.54,S,29.7,S,86.43,HS,,15020005,34.37598,-110.01241999999999,['WMT']
17-Feb-15,14049,FW08RAZ9016,21-Jun-09,1,2009,CHEMW,REGULAR,P,0.0092,,3363.34,,40.5,,3.84,,10.0,,338.01,,1.36,H,1.1440000000000001,,18.24,,6.547000000000001,,0.009,HR,0.0,R,0.00128,R,,,139.0,,8.44,,4.7238,,11.341,H,10.48,,1.7,,0.79,R,,15060105,34.21512,-111.09903,['WMT']
17-Feb-15,14050,FW08RAZ9020,27-Jun-09,1,2009,CHEMW,REGULAR,P,0.005,S,5737.59,S,78.07,S,10.78,HS,12.0,S,760.07,S,1.36,HS,2.397,S,16.25,S,69.52,S,0.01,HRS,0.0,RS,0.00085,HRS,,,243.0,HS,8.18,S,82.2763,HS,26.096999999999998,HS,104.45,HS,6.5,S,4.81,S,,15050302,31.88222222,-110.55666670000001,['XER']
17-Feb-15,14051,FW08RAZ9022,26-Jun-09,1,2009,CHEMW,REGULAR,P,0.005,S,4242.26,S,39.01,S,5.49,HS,11.0,HS,430.09,S,0.58,HS,3.2119999999999997,S,18.58,S,23.73,S,0.001,HRS,0.0,RS,0.07017000000000001,HS,,,121.0,HS,8.3,HS,130.67,HS,52.898,HS,7.51,HS,3.7,S,1.84,HRS,,15040005,32.956309999999995,-109.53137,['XER']
17-Feb-15,14052,FW08RAZ9031,6-Jul-09,1,2009,CHEMW,REGULAR,P,0.0034,,2336.09,,26.5,,7.79,,26.0,,264.21,,5.38,,6.432,,9.404,,12.86,,0.054,,0.01128,R,0.37064,,,,1079.0,,8.15,,607.3938,,50.147,H,4.95,,211.5,,223.18,,,15030202,34.74512,-113.24916999999999,['WMT']
17-Feb-15,14053,FW08RAZTRB01,23-Sep-09,1,2009,CHEMW,REGULAR,P,0.0,S,9032.15,S,146.9,S,42.01,HS,3.0,HRS,1126.55,S,0.35,S,4.3660000000000005,S,45.11,S,30.48,S,0.0,RS,0.0,RS,0.37867,HS,,,437.0,S,7.21,HS,47.8581,S,19.699,S,118.32,HS,0.0,S,0.01,HRS,,15010004,36.1299,-112.41261000000002,['WMT']
17-Feb-15,14054,FW08CA020,5-Aug-09,1,2009,CHEMB,REGULAR,P,0.0002,,1478.79,,13.83,,4.12,H,14.0,,174.56,,2.89,H,1.9480000000000002,,7.185,,10.33,,0.004,R,0.0,R,0.00172,HR,,,312.0,,8.17,,102.77,,19.805,,6.71,H,2.0,,2.28,,,18010209,47.31694444,-123.52833329999999,['WMT']
17-Feb-15,14055,FW08CA031,3-Aug-09,1,2009,CHEMB,REGULAR,P,0.0011,S,1979.05,S,20.85,S,5.22,S,15.0,S,231.32,S,2.04,HS,0.9359999999999999,S,11.33,S,8.585,S,0.004,RS,0.0,RS,0.01317,RS,,,123.0,S,8.33,S,43.5325,S,11.253,HS,9.76,S,3.0,S,2.0,S,,18010110,38.81611111,-123.0,['XER']
17-Feb-15,14056,FW08RCA9002,7-Aug-09,1,2009,CHEMB,REGULAR,P,0.0,,1295.59,,9.468,,1.77,,12.0,,143.86,,0.56,H,0.28,,11.02,,2.271,,0.001,R,0.0,R,0.0033799999999999998,R,,,0.0,R,8.15,,25.5675,,13.805,,4.16,,0.0,,0.01,R,,18010101,41.73444444,-123.9775,['WMT']
17-Feb-15,14057,FW08RCA9003,13-Aug-09,1,2009,CHEMB,REGULAR,P,0.0,S,1337.97,S,7.347,S,2.51,S,7.0,HS,144.15,S,0.46,S,0.221,S,12.83,S,2.611,S,0.008,RS,0.0,RS,0.00329,RS,,,0.0,RS,8.23,HS,26.6313,S,15.825,S,3.19,S,0.8,S,0.42,HRS,,18010101,41.7875,-124.0577778,['WMT']
17-Feb-15,14058,FW08ID021,26-Aug-09,1,2009,CHEMB,REGULAR,P,0.0069,S,885.57,S,14.02,S,0.43,HS,14.0,HS,104.01,S,1.04,HS,0.5329999999999999,S,1.2690000000000001,S,4.637,S,0.007,RS,0.0,RS,0.00073,HRS,,,49.0,S,8.06,HS,22.5756,S,12.530999999999999,HS,3.52,HS,2.6,S,0.25,HRS,,17060206,44.8393,-114.78528,['WMT']
17-Feb-15,14059,FW08IL009,23-Jun-09,1,2009,CHEMB,REGULAR,P,0.005,,3323.09,,53.53,,39.08,,24.0,,560.72,,3.83,H,3.455,,23.37,,21.32,,0.037,H,0.04668,,4.9503699999999995,,,,5375.0,H,8.12,,405.3838,,7.6610000000000005,,39.61,,204.7,,156.82,,,7130011,39.208644,-90.59295300000001,['TPL']
17-Feb-15,14060,FW08IL009,10-Aug-09,2,2009,CHEMB,REGULAR,P,0.0,,4151.93,,63.1,,56.36,,7.0,,669.22,,3.69,H,3.407,,29.2,,35.09,,0.032,,0.0,R,1.94111,,,,2573.0,H,8.35,,300.5575,,4.841,H,59.2,,44.3,,39.5,,,7130011,39.208644,-90.59295300000001,['TPL']
17-Feb-15,14063,FW08IL012,12-Aug-09,1,2009,CHEMB,REGULAR,P,0.0,,3627.4,,61.18,,25.68,,10.0,,582.3,,3.38,,4.988,,22.83,,36.32,,0.044,,0.0,R,1.52875,,,,1974.0,,8.37,,220.2738,,6.895,,83.7,,57.4,,28.48,,,7140105,37.000301,-89.263813,['CPL']
17-Feb-15,14064,FW08IL013,9-Aug-09,1,2009,CHEMB,REGULAR,P,0.0,,3510.54,,49.79,,22.76,,10.0,,462.78,,4.2,H,2.6910000000000003,,23.69,,13.0,,0.247,,0.00629,R,1.903,,,,2723.0,H,8.42,,158.8613,,4.965,,27.44,,12.8,,12.42,,,7080104,40.476689,-91.367036,['TPL']
17-Feb-15,14067,FW08IL035,25-Jun-09,1,2009,CHEMB,REGULAR,P,0.005,,2603.04,,37.9,,15.88,,19.0,,368.26,,6.98,H,2.931,,17.39,,10.5,,0.1927,H,0.06514,,1.43711,,,,2186.0,,8.01,,153.0044,,7.367999999999999,,25.21,,17.2,,20.17,,,7060005,42.312222,-90.419003,['UMW']
17-Feb-15,14068,FW08IL044,13-Aug-09,1,2009,CHEMB,REGULAR,P,0.0,,3607.01,,59.12,,26.48,,13.0,,573.41,,3.49,,5.03,,22.97,,31.96,,0.042,,0.0,R,1.55285,,,,2001.0,,8.38,,217.9963,,6.032,,82.0,,58.7,,31.55,,,7140105,37.425539,-89.43321999999999,['TPL']
17-Feb-15,14078,FW08LA160,18-Jul-09,1,2009,CHEMB,REGULAR,P,0.0037,S,4655.56,S,50.93,S,24.91,S,24.0,S,525.09,S,6.01,HS,4.6419999999999995,S,20.15,S,25.4,S,0.011,RS,0.0,RS,0.0,RS,,,779.0,S,8.27,S,202.38,S,15.243,S,3.42,S,38.1,S,35.62,S,,8050003,31.87888889,-91.54305556,['CPL']
17-Feb-15,14080,FW08LA140,22-Jul-09,1,2009,CHEMB,REGULAR,P,0.0063,,2037.45,,31.84,,489.08,H,42.0,,2046.45,,12.17,H,13.46,,33.13,,305.0,,0.071,,0.0,R,0.05359,,,,1500.0,,7.9,,980.175,H,7.593999999999999,,52.2,,14.7,,12.67,,,8080206,30.13138889,-93.61944444,['CPL']
17-Feb-15,14085,FW08LA164,20-Jul-09,1,2009,CHEMW,REGULAR,P,0.0015,,3977.89,,47.34,,6.66,,8.0,,404.78,,1.8,H,1.857,,18.97,,9.137,,0.018,R,0.0,R,0.0135,R,,,128.0,,8.16,,125.755,,24.288,H,5.22,,2.8,,2.69,,,8070201,30.97777778,-91.47916667,['CPL']
17-Feb-15,14088,FW08LA173,21-Jul-09,1,2009,CHEMW,REGULAR,P,0.0127,,1190.51,,21.98,,8.17,,32.0,,215.38,,6.83,H,2.0180000000000002,,6.081,,8.133,,0.083,,0.0,R,0.03153,,,,323.0,,7.66,,133.1088,,17.547,H,24.49,,15.2,,29.96,,,8080102,31.35305556,-92.71805556,['CPL']
17-Feb-15,14089,FW08MI001,27-Jul-09,2,2009,CHEMW,REGULAR,P,0.0045,,5530.64,,85.99,,15.74,,35.0,,608.97,,6.7,H,1.5230000000000001,,24.36,,8.136000000000001,,0.044,H,0.0,R,0.07121,,,,601.0,,8.02,,153.4938,,16.295,,25.07,,4.0,,2.71,,,4050003,42.43734,-85.12008,['UMW']
17-Feb-15,14090,FW08MI003,13-Jul-09,1,2009,CHEMW,REGULAR,P,0.005,,2699.64,,55.77,,28.24,H,18.0,,453.86,,3.17,H,0.6759999999999999,,14.28,,16.02,,0.032,H,0.00521,R,0.012740000000000001,HR,,,260.0,,8.26,,29.7613,,9.033,,48.05,H,2.4,,1.95,R,,4060101,43.770920000000004,-85.97844,['UMW']
17-Feb-15,14091,FW08MI006,29-Jun-09,1,2009,CHEMW,REGULAR,P,0.005,,4140.36,,60.93,,19.82,,30.0,,520.22,,7.38,H,1.8780000000000001,,28.27,,7.867000000000001,,0.037,H,0.0,R,0.2321,,,,946.0,,8.37,,17.215,,3.0189999999999997,H,40.22,,2.8,,1.61,R,,4080204,43.20779,-83.20034,['UMW']
17-Feb-15,14093,FW08MI008,14-Jul-09,1,2009,CHEMW,REGULAR,P,0.005,,2730.99,,39.7,,6.75,,16.0,,312.91,,1.6,,0.648,,13.09,,7.61,,0.011,R,0.0,R,0.01288,R,,,191.0,,8.18,,24.7325,,7.079,H,14.86,,2.9,,1.46,R,,4060103,44.14295,-86.01392,['UMW']
17-Feb-15,14094,FW08MI009,20-Jul-09,1,2009,CHEMW,REGULAR,P,0.0047,,4880.93,,70.3,,28.98,,21.0,,581.17,,6.13,H,2.427,,22.35,,16.67,,0.048,,0.0,R,0.45563000000000003,,,,846.0,,8.2,,56.4,,7.188,H,13.42,,2.0,,2.24,,,4080101,44.21902,-83.81277,['UMW']
17-Feb-15,14095,FW08MI013,8-Jul-09,1,2009,CHEMW,REGULAR,P,0.0015,,2459.17,,27.98,,0.59,,70.0,,240.0,,17.15,,1.955,,12.51,,4.859,,0.019,R,0.0,R,0.0,R,,,848.0,,8.05,,96.7438,,3.718,,0.28,R,15.0,,33.0,,,4020102,46.53225,-89.3978,['UMW']
17-Feb-15,14097,FW08MI020,10-Sep-09,2,2009,CHEMB,REGULAR,P,0.0025,,1539.35,,26.64,,7.51,,7.0,H,216.81,,1.75,,0.903,,7.855,,4.479,,0.016,R,0.00115,R,0.22258000000000003,,,,394.0,,8.72,,1.8569,R,1.405,,16.52,,2.8,,1.52,R,,4090002,42.552082,-82.58827,['TPL']
17-Feb-15,14098,FW08MI021,29-Jul-09,1,2009,CHEMW,REGULAR,P,0.0223,,1658.59,,36.89,,166.48,,29.0,,796.64,,5.94,,4.732,,8.078,,109.8,,0.086,,0.04042,,1.96395,,,,2883.0,H,7.87,,292.605,,5.013,,28.72,,28.4,,19.88,,,4090003,42.5556,-82.9848,['TPL']
17-Feb-15,14100,FW08MI025,2-Sep-09,1,2009,CHEMB,REGULAR,P,0.0008,,2880.3,,44.89,,11.48,,12.0,,357.01,,2.05,H,0.528,,15.0,,7.499,,0.017,R,0.0,R,0.03115,,,,136.0,,8.21,,22.7938,,8.98,,20.37,,1.9,,1.71,R,,4060101,43.930640000000004,-86.026871,['UMW']
17-Feb-15,14101,FW08MI029,20-Jul-09,1,2009,CHEMW,REGULAR,P,0.0136,,3010.29,,43.3,,6.1,,18.0,,325.31,,3.34,H,0.625,,12.7,,5.127000000000001,,0.005,R,0.0,R,0.05113,,,,206.0,,8.25,,26.4838,,9.076,H,8.33,,3.5,,4.5,,,4080101,43.31534,-84.21151,['UMW']
17-Feb-15,14102,FW08MI031,10-Jul-09,1,2009,CHEMW,REGULAR,P,0.215,,275.57,,6.945,,0.11,R,335.0,,46.22,,42.66,,0.322,,2.419,,1.8230000000000002,,0.068,,0.00385,R,0.02479,,,,1468.0,,6.65,,36.3,,1.515,,0.96,,0.8,,1.79,R,,4030106,46.29213,-89.9418,['UMW']
17-Feb-15,14103,FW08MI032,11-Jul-09,1,2009,CHEMW,REGULAR,P,0.005,S,2557.7,S,29.06,S,3.3,HS,22.0,HS,267.11,S,7.57,S,0.7959999999999999,S,15.71,S,3.715,S,0.025,HS,0.0,RS,0.00525,HRS,,,323.0,S,8.2,S,32.28,S,7.1160000000000005,S,4.29,HS,0.9,S,1.03,RS,,4060105,45.6537,-84.9992,['UMW']
17-Feb-15,14104,FW08MI035,12-Jul-09,1,2009,CHEMW,REGULAR,P,0.0057,,1825.9,,37.28,,8.4,H,24.0,,294.78,,4.14,,4.107,,9.427999999999999,,4.95,,0.013999999999999999,HR,0.00621,R,0.06817999999999999,H,,,603.0,,7.94,,79.6125,,9.138,,37.28,H,1.3,,1.93,R,,4050002,42.81065,-86.17168000000001,['UMW']
17-Feb-15,14105,FW08MI045,21-Jul-09,1,2009,CHEMW,REGULAR,P,0.0064,,3498.28,,58.83,,13.15,,19.0,,437.98,,2.8,H,0.841,,15.58,,9.238,,0.006,R,0.0,R,0.12089000000000001,,,,362.0,H,8.39,,21.846,H,7.902,H,25.07,,2.2,,2.77,,,4080101,44.100266999999995,-84.050175,['UMW']
17-Feb-15,14106,FW08MI052,30-Jun-09,1,2009,CHEMW,REGULAR,P,0.0068,,3573.47,,52.94,,72.0,,50.0,,597.43,,10.69,H,2.359,,14.55,,47.85,,0.026,H,0.0,R,0.00158,R,,,736.0,,8.16,,21.285,,1.618,,12.91,,3.8,,9.47,,,4090001,42.94262,-82.4853,['TPL']
17-Feb-15,14107,FW08MI053,28-Jul-09,1,2009,CHEMW,REGULAR,P,0.0057,,6421.8,,106.4,,151.72,,35.0,,1138.4,,8.29,H,5.449,,20.53,,91.04,,0.48,,0.0,R,0.04785,,,,1520.0,,7.99,,145.0775,,12.172,,29.5,,8.6,,9.61,,COLLECTED AT TRANSECT E,4090004,42.5456,-83.31101,['UMW']
17-Feb-15,14108,FW08MI055,8-Jul-09,1,2009,CHEMW,REGULAR,P,0.0297,,1232.0,,17.06,,1.06,,65.0,,132.34,,13.29,,1.193,,4.437,,3.9539999999999997,,0.025,,0.0,R,0.00073,R,,,570.0,,7.67,,25.6513,,5.7620000000000005,,0.84,,2.0,,1.78,R,,4020103,46.945029999999996,-89.15226,['UMW']
17-Feb-15,14109,FW08MI063,7-Jul-09,1,2009,CHEMW,REGULAR,P,0.0135,,521.16,,6.851,,0.67,,20.0,,66.33,,4.14,,1.074,,2.506,,1.264,,0.007,R,0.00228,R,0.08735,,,,306.0,,7.61,,49.6025,,10.657,H,3.0,,1.9,,0.2,R,,4020104,46.78675,-88.74091999999999,['UMW']
17-Feb-15,14112,FW08MI077,22-Jul-09,1,2009,CHEMW,REGULAR,P,0.0071,,3819.02,,63.73,,22.23,,14.0,,532.82,,4.42,,2.73,,20.77,,11.68,,0.045,,0.0,R,1.89832,,,,2369.0,,8.09,,28.0763,,1.515,,31.88,,5.0,,6.93,,,4090001,43.619240000000005,-81.78216,['TPL']
17-Feb-15,14114,FW08MI079,18-Aug-09,1,2009,CHEMW,REGULAR,P,0.156,,218.45,,5.385,,0.06,R,235.0,,29.09,H,26.52,H,0.13,,1.115,,0.45,,0.037,,0.0,R,0.008459999999999999,R,,,817.0,,6.64,,32.6994,,3.3789999999999996,H,0.15,R,5.2,,1.1,R,,4030107,46.665279999999996,-88.17071,['UMW']
17-Feb-15,14116,FW08MI080,17-Aug-09,1,2009,CHEMW,REGULAR,P,0.0019,,2139.66,,39.21,,6.17,,73.0,,291.26,,18.71,,0.698,,12.59,,3.05,,0.037,,0.0,R,0.00457,R,,,881.0,,7.87,,36.6744,,9.158999999999999,H,28.4,,4.0,,0.78,R,,4060106,46.18127,-85.87611,['UMW']
17-Feb-15,14117,FW08MS020,24-Jul-09,2,2009,CHEMW,REGULAR,P,0.0599,,22.47,,0.557,,2.65,,9.0,,16.35,,3.1,H,0.231,,0.342,,1.5230000000000001,,0.01,R,0.0,R,0.02325,,,,110.0,,6.29,,21.5531,,12.390999999999998,,0.44,R,2.2,,1.92,R,,3180004,31.197232,-89.690593,['CPL']
17-Feb-15,14118,FW08MS026,24-Jul-09,2,2009,CHEMW,REGULAR,P,0.0168,,138.55,,1.452,,2.9,,5.0,,28.68,,1.06,,0.762,,0.617,,2.617,,0.004,R,0.00035,R,0.14868,,,,259.0,,6.82,,66.9094,,11.148,,0.16,R,2.6,,3.62,,,3180005,31.31666667,-90.29972222,['CPL']
17-Feb-15,14119,FW08MS045,4-Aug-09,1,2009,CHEMW,REGULAR,P,0.0171,,873.5,,7.002000000000001,,2.92,,40.0,,101.64,,6.73,,1.315,,1.127,,11.24,,0.124,,0.0,R,0.0,R,,,791.0,,7.01,,236.415,,5.516,H,0.68,,76.0,,51.89,,,3170002,32.161495,-88.824853,['CPL']
17-Feb-15,14120,FW08MS053,19-Aug-09,1,2009,CHEMB,REGULAR,P,0.0,,1240.24,,177.3,,8868.87,,25.0,,26347.56,,3.14,,156.1,,586.0,,5291.0,,0.087,,0.0,R,1.9978099999999999,,,,367.0,,7.31,,29.7731,,4.115,,1255.23,,8.2,,3.03,,,3170006,30.404242,-88.587163,['CPL']
17-Feb-15,14121,FW08RMS9252,4-Aug-09,1,2009,CHEMW,REGULAR,P,0.0158,,812.21,,15.13,,2.01,,20.0,,110.65,,7.53,,2.043,,1.6480000000000001,,2.281,,0.027000000000000003,,0.00466,R,0.053720000000000004,,,,473.0,,7.55,,53.7563,,4.872,H,6.31,,21.8,,40.33,,,3170004,32.213335,-89.32689,['CPL']
