HUC_CODE,Tons_N_Farm_Fert,Tons_P2O5_Farm_Fert,Tons_K2O_Farm_Fert,P_Fert,K_Fert,N_Fert
02010004,103.3645764,28.15638762,48.85541626,11154.168939638506,36934.075857287375,93770.77256851873
02010005,684.4449357999999,133.4684349,259.7923354,52873.59625374215,196399.71485948496,620918.0421947358
02010006,163.3708934,41.8518805,78.22320748,16579.64621878445,59135.75402758525,148207.59125490033
02010007,1854.113037,272.6478412,635.0824227999999,108009.59706963046,480114.26725944446,1682023.1646482376
02010008,4003.578479,891.5453792999999,1612.814472,353186.20812715916,1219267.3118486882,3631985.541755919
02020001,15.02904888,5.230248521,8.564891914,2071.965920730865,6474.949798353089,13634.124702393025
02020002,49.32150751,20.04018822,31.21284642,7938.931939879064,23596.516530798683,44743.72192615785
02020003,2599.4766210000003,723.3176202999999,1486.6336119999999,286542.68589883466,1123876.1799795814,2358205.6785265612
02020004,3690.480944,1528.887604,2631.278183,605669.6922520609,1989212.9768243488,3347948.2170864516
02020005,665.5877568,249.2100357,446.898958,98724.69711550103,337849.95152786537,603811.0960350566
02020006,2395.966355,706.6574539,1503.008581,279942.75152173825,1136255.4491273076,2173584.258567404
02020007,2045.2432829999998,637.105602,1216.424806,252389.74590796925,919601.7452884574,1855413.6186396983
02020008,998.8766536,259.6619545,616.8085061,102865.23068152471,466299.4177038562,906165.7172207853
02030101,425.5782052,36.01534829999999,188.7909832,14267.500674439229,142723.59194674614,386078.078968721
02030102,16.83178842,1.4248900759999998,6.054902627000001,564.4710124969628,4577.429690578725,15269.542611440014
02030103,194.1105253,64.25180941,103.005325,25453.390772597806,77870.72096588335,176094.11807217545
02030104,203.18701769999998,71.6099108,112.4211024,28368.306815334425,84988.92941376961,184328.17401477095
02030105,2452.9079690000003,870.0656042000002,1366.719134,344676.9830275355,1033222.3535283026,2225240.8252756717
02030201,220.6716216,57.67092577,83.16689428,22846.369982738994,62873.118628352444,200189.9409068717
02030202,2117.7912539999998,618.7172739,881.91225,245105.19929236537,666714.4901115,1921228.035201739
02030203,0.684131982,0.078531978,0.24103998,31.110487666172222,182.22317170692003,620.6341352642736
02040101,522.7719528,137.76939119999997,296.4938058,54577.42253357805,224145.56159659324,474250.76944647747
02040102,130.8050274,36.97519604,73.8476841,14647.744901531962,55827.913775601395,118664.33262086353
02040103,162.531548,27.14271015,100.5790968,10752.60003444791,76036.5231789072,147446.1498660704
02040104,285.2734165,76.20255943,193.9340707,30187.68717728937,146611.70095097114,258795.7072928692
02040105,4840.0191859999995,1536.0195939999999,2936.870127,608495.0341392887,2220236.615657058,4390791.837247573
02040106,3582.0293850000003,909.9327185000001,2071.678755,360470.36298946675,1566162.89751577,3249562.6112253484
02040201,2693.756526,921.8061423,1844.301489,365174.02656820836,1394268.564531806,2443734.975288005
02040202,3609.0839549999996,1125.019882,1967.2665100000002,445677.264911875,1487228.5628508735,3274106.105899884
02040203,12874.604720000001,2861.534463,5496.261342,1133598.5019693284,4155103.955241668,11679645.707992258
02040204,0.0,0.0,0.0,0.0,0.0,0.0
02040205,7952.31342,1924.8650440000001,4149.081981,762536.3798987473,3136653.4225975745,7214217.859460017
02040206,5692.436675999999,1887.71623,2998.111764,747819.8561438008,2266534.5175016564,5164092.027429724
02040207,7441.235186,1594.9720220000002,7278.914169,631849.0719579327,5502766.912184526,6750575.453964373
02040301,1241.495776,434.77370369999994,771.1236102999999,172235.84953552127,582959.6818210694,1126266.0972514048
02040302,717.4507412,245.3641163,394.0934795,97201.133961918,297929.6786512597,650860.4071653738
02040303,3944.3789439999996,772.1577714,4952.059093,305890.73948294966,3743693.9482261557,3578280.623436851
02040304,1557.888409,255.1981776,957.3305485999999,101096.9029285679,723729.7685546511,1413292.6847409832
02050101,1775.384468,675.5531437999999,1168.3223560000001,267620.7614181547,883236.9023861575,1610601.8035256863
02050102,2104.570173,773.580375,1359.241573,306454.3047066812,1027569.4121280753,1909234.0714789703
02050103,932.7359411,282.3853163,450.56672189999995,111867.10335831976,340622.73457792256,846163.8681796152
02050104,1977.9381039999998,728.4346908,1261.3754279999998,288569.8162822969,953583.846145912,1794355.383289619
02050105,1803.798208,666.8323982000001,1211.562916,264166.0330980731,915926.2180323974,1636378.3165648384
02050106,2443.470762,499.50441050000006,1226.403665,197878.95578103076,927145.6362935767,2216679.5345308175
02050107,3310.565535,1084.48392,1810.9253210000002,429618.9205538934,1369036.6042886009,3003294.732755868
02050201,1167.070056,478.13642089999996,675.8700079,189414.01457069095,510949.1649523001,1058748.2153383489
02050202,167.4555835,56.55708421,82.9420285,22405.121016433193,62703.12294697234,151913.1600263308
02050203,209.7187059,49.53512418,90.26048174,19623.36756428317,68235.78089600462,190253.62226815033
02050204,1389.119477,376.68639160000004,695.2428828,149224.52787177628,525594.8129869512,1260188.0749183495
02050205,441.72594780000003,130.4184273,231.25446859999997,51665.334011556784,174825.44903833108,400727.0656097535
02050206,4346.848250999999,1022.1107890000001,2086.947294,404909.7692999159,1577705.719598276,3943394.661213784
02050301,5156.716942,1007.147817,2108.559989,398982.17944785225,1594044.6432574727,4678095.227684882
02050302,2838.653303,708.2217237000001,1422.840388,280562.4378910217,1075649.3106830856,2575183.1289513945
02050303,4107.236595,867.3840608999999,1572.241917,343614.6881269669,1188594.9741877182,3726022.608987756
02050304,3502.7948079999996,881.956089,2515.1513609999997,349387.4053311123,1901422.5703320939,3177682.207336518
02050305,13575.2066,2631.701325,3565.190964,1042549.973877668,2695239.2096984563,12315221.08437968
02050306,27565.027169999998,5431.685443,10909.96369,2151765.2717340034,8247794.356766594,25006573.660211015
02060001,0.0,0.0,0.0,0.0,0.0,0.0
02060002,6766.6492069999995,1570.345732,4296.533553,622093.3531944426,3248124.9433096624,6138601.307522453
02060003,2299.383093,745.9467291,980.6101792000002,295507.22019617364,741328.8744129302,2085965.3913465864
02060004,58.90623388,23.46225504,37.79024766,9294.585653280084,28568.948554489638,53438.84000118102
02060005,4520.541929,945.642692,3591.361364,374616.8892635291,2715023.7006067224,4100966.925751479
02060006,819.4041288,267.2853615,395.51676860000003,105885.24769227303,299005.66718253115,743350.9707046022
02070001,441.2507127,121.052054,281.30729260000004,47954.839911606636,212664.7499798938,400295.939550607
02070002,733.0408167,210.41173680000003,359.3602538,83354.72898103086,271671.79997625184,665003.4866898262
02070003,666.2904914,185.9742628,330.29313179999997,73673.80978312902,249697.42392779724,604448.6061826107
02070004,4492.440359,1076.78741,2576.51138,426569.94374819554,1947809.967469187,4075473.6085913433
02070005,3942.7914130000004,520.5981793000001,2390.237447,206235.26426577935,1806989.2335910045,3576840.439444123
02070006,2438.528508,304.8354325,1776.2262640000001,120760.7296355572,1342804.5567179895,2212195.9968242785
02070007,614.9545373,223.2177537,578.2851136,88427.8398457571,437176.22093682777,557877.408929593
02070008,5855.7818130000005,1829.578088,2575.83341,724788.3981863154,1947297.4307368067,5312276.252870043
02070009,4998.226957,1395.555273,2358.694156,552850.0136355679,1783142.9051433576,4534315.522340653
02070010,3256.164668,1137.793698,1531.935778,450737.6193717862,1158124.0436481454,2953943.0931066466
02070011,3718.048433,1504.896577,2138.813717,596165.6332866505,1616916.0784115847,3372957.0240814183
02080102,1983.756273,877.6676573999999,1525.152629,347688.5407182915,1152996.0689240326,1799633.5377702506
02080103,3274.077602,1309.951702,2661.983256,518938.1103880043,2012425.623081424,2970193.4345548498
02080104,6426.166404,2336.770209,4197.512616,925712.8448461236,3173266.3692028644,5829720.483979459
02080105,3058.57191,1149.3030529999999,2400.070419,455297.05688873114,1814422.8358720264,2774689.9464589683
02080106,5116.689448,1885.204525,4219.516595,746824.8427821922,3189901.0986097967,4641782.89354599
02080107,298.75072769999997,134.655341,256.9058562,53343.78977904664,194217.5731463548,271022.119158379
02080108,18.87097607,5.247000602,10.35132263,2078.60226712893,7825.468791526689,17119.462651867736
02080109,8425.992538,1763.5827629999999,10753.98516,698644.3127229704,8129876.563814641,7643932.355387023
02080110,1777.5699920000002,310.281068,1577.215743,122918.02123029101,1192355.123641922,1612584.4776785218
02080111,4485.242249,715.1854841,3141.154009,283321.13552670815,2374672.6428532195,4068943.5926106153
02080201,709.4468149,306.78921610000003,549.1300466,121534.72211783202,415135.35958234314,643599.3668856935
02080202,1255.4371119999998,457.73661100000004,911.0914738,181332.61829812787,688773.6137007985,1138913.4653622974
02080203,952.0376886,367.7825436,801.6277532,145697.26343199005,606020.4274676596,863674.1201250533
02080204,622.945422,166.28734450000002,585.4124707000001,65874.8259226042,442564.4126245712,565126.6180679856
02080205,550.5804588,258.1751207,492.20578439999997,102276.22062760059,372101.3383997976,499478.2234003863
02080206,2653.63352,911.687309,1841.3741739999998,361165.4450120975,1392055.5514711293,2407335.9941144963
02080207,2541.227378,1072.148727,2104.688582,424732.32684443216,1591117.908603295,2305362.8506654543
02080208,1094.1586519999998,436.68117800000005,909.9074057,172991.49656231198,687878.4732153945,992604.0978828894
03010101,4965.847882,2143.278995,3475.0623689999998,849061.1905778499,2627103.133507326,4504941.717662594
03010102,2167.540989,1229.6829289999998,2010.261621,487139.59039662837,1519732.322162134,1966360.2385977672
03010103,2943.833243,2066.0687190000003,3022.7805780000003,818474.2959092889,2285183.828414012,2670600.7717843065
03010104,1698.58168,1091.880542,1513.643021,432549.0965581492,1144294.9510644008,1540927.481654464
03010105,1097.431847,603.9485781000001,897.7339687000001,239254.57206721965,678675.5090402632,995573.4906343257
03010106,846.1431543,528.1904593,942.7831049,209242.95029780729,712732.0853850712,767608.2082050146
03010107,5672.500611,3369.9490490000003,6655.859777000001,1335007.2288328626,5031745.683854826,5146006.332289914
03010201,4476.521201,2106.311635,5139.637104,834416.5499280122,3885500.548554016,4061031.9904249446
03010202,3472.4048789999997,1499.904243,3596.640582,594187.9173384744,2719014.722544628,3150112.925674639
03010203,4937.227493,3193.409072,5410.016624,1265070.8167251116,4089904.0408667624,4478977.735791707
03010204,3504.1553619999995,2288.26225,4570.636012,906496.3893510044,3455342.9303491814,3178916.4812448975
03010205,15624.4286,8677.125062000001,11787.99457,3437448.019190157,8911574.580322113,14174244.13460528
03020101,4524.445965999999,1903.303811,4531.778246,753994.8852057961,3425966.951451551,4104508.608776516
03020102,2908.9789170000004,1553.023045,3357.2963520000003,615230.9609055527,2538073.5163582084,2638981.457022862
03020103,6795.689612,2621.5032300000003,8305.322814,1038509.9927541068,6278718.846628356,6164946.321524298
03020104,6795.02021,3148.840671,4562.178911999999,1247415.0193681226,3448949.469872447,6164339.050204808
03020105,1013.941692,583.9185655,505.7372489,231319.67120498006,382330.95416324725,919832.4910686817
03020201,8480.015254,3963.0279270000005,9208.29683,1569955.7630348953,6961355.765053486,7692940.94219694
03020202,8631.356596,3715.142378,9241.085162000001,1471755.762077491,6986143.328726617,7830235.50727094
03020203,7773.378535,2864.664966,9182.716276000001,1134838.6525099198,6942017.190249839,7051890.851598268
03020204,4813.274700999999,2245.464981,4108.3156579999995,889542.2269412616,3105834.5987829985,4366529.6469717445
03020301,1575.5348119999999,894.8812586000001,1310.497273,354507.7186055849,990719.3387558754,1429301.2333172576
03020302,1198.632632,777.5236133999999,1190.5428769999999,308016.42083736084,900035.3348022247,1087381.3045343936
03030002,4112.915781000001,2882.230422,3520.379131,1141797.2178759763,2661362.0315670073,3731174.6802033293
03030003,2518.749336,1594.331414,2195.296069,631595.2947350687,1659616.0210804595,2284971.1126292925
03030004,3525.235848,2246.9684079999997,4290.0527600000005,890137.8104007853,3243225.5458917073,3198040.3777207104
03030005,5534.336622,3261.394548,3746.192606,1292003.3016368866,2832074.1583629907,5020666.061561746
03030006,8459.952626,5106.652118,9544.149444,2023003.135518518,7215256.087104377,7674740.431027285
03030007,10349.75341,6677.896297,10401.88813,2645452.4090020466,7863695.669030354,9389138.977300169
03040101,6222.301153,4550.056087,5739.525428,1802507.301866322,4339008.522912579,5644777.027024074
03040102,4346.9949560000005,3050.850888,2964.534104,1208596.3112052847,2241150.2318586824,3943527.749759869
03040103,2649.880779,1964.7822899999999,2302.858273,778349.6195620926,1740931.6848498753,2403931.5645209593
03040104,1003.569624,581.2496499,657.6658392999999,230262.37877493515,497187.0440768355,910423.1086345152
03040105,9778.070056,6041.036344,5618.495676,2393159.977084878,4247511.563444104,8870516.528138349
03040201,5643.81265,1542.968431,4035.485967,611247.8198615934,3050776.274896418,5119981.0501277195
03040202,4381.081229,924.8606917000001,3057.6833690000003,366384.0880470421,2311569.896307993,3974450.2985141193
03040203,11485.31661,34739.044310000005,10060.05921,13761892.124261351,7605277.33534334,10419304.651779527
03040204,7906.526395,8336.517324,6453.989079999999,3302516.070423352,4879133.993951652,7172680.566342795
03040205,10779.276590000001,2432.940611,7617.1734209999995,963810.804192975,5758486.622079334,9778795.877443833
03040206,13441.43949,7295.637777,9443.242945,2890171.046986982,7138972.052009364,12193869.595447753
03040207,420.7410052,141.5790247,366.0861936,56086.6110072771,276756.5252698144,381689.84465416096
03040208,2566.36328,1240.689107,1395.062598,491499.6940593771,1054649.653295092,2328165.758894144
03050101,5103.7973409999995,2907.8669489999997,3542.4068450000004,1151953.142600513,2678014.7043332974,4630087.370035616
03050102,2045.197934,1504.3395,1314.159518,595944.946916856,993487.9495874388,1855372.4787162032
03050103,6050.876764,2073.963132,4467.594213,821601.6721007832,3377444.6355013023,5489263.426973986
03050104,689.7858969,157.8742899,400.2154888,62541.98956684433,302557.8401366086,625763.2809220472
03050105,5506.502013,3089.9229179999998,4271.181791,1224074.7180704132,3228959.332359981,4995414.927363003
03050106,1542.700776,422.1549206,1151.273336,167236.91144695497,870348.0592204107,1399514.6949354047
03050107,353.1318431,153.65808049999998,255.58953939999998,60871.735819553,193222.4543189009,320355.8404563049
03050108,320.23199089999997,107.4382808,178.0465381,42561.73593008378,134600.92754745073,290509.5946182183
03050109,2733.582453,769.7968235000001,1778.5628989999998,304955.44863208855,1344571.0231806126,2479864.4509083144
03050110,704.8882302000001,172.89242,414.3405248,68491.43033153536,313236.18843548594,639463.8881363411
03050111,2320.7472399999997,624.0146922,1559.0368039999998,247203.77455917845,1178612.0760244827,2105346.620769952
03050112,477.2273445,140.1206885,366.3784767,55508.89029377065,276977.48759116186,432933.3930747636
03050201,190.387553,42.80112416,120.2627842,16955.689633565402,90917.14152660013,172716.6941907944
03050202,62.92331292,11.50430204,40.57590749,4557.435783972485,30674.872100945122,57083.07304666762
03050203,1716.880216,405.46704569999997,1106.2562070000001,160626.00033185384,836315.6799133782,1557527.6353759167
03050204,2403.4828829999997,553.6904293,1455.890326,219344.77788927275,1100634.6451785374,2180403.138517778
03050205,2610.4379910000002,699.5625761,1660.2005900000001,277132.1116536084,1255090.6168325269,2368149.666777737
03050206,776.2097261,193.16057469999998,474.5808313999999,76520.67132187972,358777.0971812022,704165.6651300832
03050207,1899.240182,559.1767298999999,947.374242,221518.17898645654,716202.9268782679,1722961.8246596337
03050208,1037.018875,366.3287138,538.8427357999999,145121.32793140184,407358.28292347986,940767.7607131
03050209,10.02056897,1.648239258,6.795946343,652.9509177383749,5137.649353320989,9090.507856935656
03050210,8.941609647,2.056982129,6.331892435,814.8746381224626,4786.830476889157,8111.692359291765
03060101,518.8726695,169.373088,270.32376989999995,67097.2449618613,204361.34594331455,470713.39890582365
03060102,302.7695214,86.34815859999999,144.7881173,34206.87204799532,109457.98269598087,274667.9077173547
03060103,1423.517195,376.7981155,684.8872664,149268.78735818533,517766.0981596923,1291393.1618426358
03060104,970.2272173,189.6573908,399.512474,75132.88303118771,302026.3698526627,880175.384080857
03060105,357.199438,69.68539714,149.7195502,27605.90963640676,113186.08350356412,324045.90072214237
03060106,1902.2560469999999,435.3443341,847.3845689999999,172461.90509241997,640612.000626126,1725697.7715464854
03060107,1392.181992,290.5267347,879.4736068,115092.33087924567,664870.9067417805,1262966.3419761218
03060108,1715.126331,351.17994080000005,692.5076541,139120.13290771176,523527.0147359814,1555936.537562969
03060109,1075.600351,288.18399819999996,501.46468939999994,114164.2544848329,379100.9533003342,975768.2893018648
03060110,50.86426107,20.41514377,36.43886665,8087.470793868427,27547.321628422433,46143.284505935735
03060201,3578.6192200000005,704.5424673,1458.519655,279104.8983795009,1102622.3845977033,3246468.9613718567
03060202,3476.459998,708.0058945000001,1410.0150019999999,280476.9370309186,1065953.4813219747,3153791.6679936303
03060203,3200.090782,621.7740481000001,1309.843849,246316.14212698207,990225.3584885795,2903073.7160505136
03060204,102.2237486,20.29371666,42.24112434,8039.367375309505,31933.754946798355,92735.83092894127
03070101,2007.963068,389.9890793,821.312193,154494.3951558754,620901.614620222,1821593.5742509663
03070102,2494.7794949999998,484.5384159,1020.73595,191950.16852426127,771663.4488779666,2263226.0372156757
03070103,1316.920334,255.7735037,538.9016166,101324.81868968722,407402.7960624565,1194690.109815723
03070104,6012.171202,1167.689535,2461.13053,462580.87217077205,1860583.5063599532,5454150.32945213
03070105,1506.19764,292.5351195,616.5616486,115887.95365789678,466112.7965607178,1366399.604803872
03070106,2108.708883,409.5555245,863.1922189,162245.65352944436,652562.3837202939,1912988.6462825784
03070107,2588.3134370000002,502.7046663,1059.251543,199146.73893293983,800780.7493217888,2348078.607682158
03070201,7123.365693000001,1384.824897,2914.854637,548599.169091688,2203593.184079931,6462209.081531067
03070202,2876.123532,558.6046349999999,1177.106701,221291.54326705151,889877.7559377874,2609175.5511527136
03070203,67.03466685,13.163035899999999,27.292186100000002,5214.5441442507945,20632.546990576066,60812.830839383874
03070204,512.1193472,154.7978065,290.03052410000004,61323.238921459044,219259.4024996281,464586.88756576256
03070205,237.7503523,75.02101839,118.69784920000001,29719.619023549545,89734.07048911013,215683.50580120503
03080101,9731.138653,2571.3339899999996,8822.464613,1018635.4198477519,6669671.496209569,8827941.072694076
03080102,5953.633788,1581.7780460000001,5547.169056000001,626622.2708755026,4193589.542194625,5401046.077240022
03080103,4157.866564,1451.9112,4178.205781000001,575175.4461090654,3158670.6464961083,3771953.347289027
03080201,754.2588877999999,219.459073,765.3941530000001,86938.83635270322,578628.2846753955,684252.1982770654
03080202,258.6732225,66.09757117,230.28917990000002,26184.590341634153,174095.7030081213,234664.415619018
03080203,2319.9556829999997,784.6883968,2389.4703280000003,310854.7538486151,1806409.3013438457,2104628.532291218
03090101,9244.87369,2314.729927,8837.09739,916981.5746198732,6680733.690273061,8386808.889487912
03090102,1475.207653,416.3109825,1264.964388,164921.83205112055,956297.0544457522,1338285.9596452743
03090103,3822.8312450000003,1002.577318,3992.3882399999998,397171.5736743958,3018194.93918896,3468014.398429076
03090201,1055.202401,450.550329,1499.5923970000001,178485.76860427912,1133672.8572949716,957263.5791107048
03090202,35113.22487,14341.133430000002,50570.27348,5681248.149549286,38230486.19408259,31854183.881045975
03090203,1.118705107,0.214263232,0.832602715,84.88050099094916,629.4371062389434,1014.8722687527736
03090204,7303.135654000001,2677.357039,11706.84837,1060636.510896859,8850229.080973981,6625293.65764686
03090205,9965.823447,3398.388582,14505.718380000002,1346273.5659755256,10966139.356180523,9040843.550602006
03090206,9804.458093000001,3860.3384509999996,10472.064559999999,1529275.2688221592,7916748.161208905,8894455.354206586
03100101,14352.16116,3640.9997700000004,15839.94583,1442384.125828601,11974798.408166155,13020062.451502368
03100102,3960.415565,945.7389331,4147.840938,374655.0152299288,3135715.2098094523,3592828.802251412
03100103,148.8491657,37.96899648,170.4241818,15041.439510004153,128838.52273449724,135033.70061572135
03100201,597.7091168,115.4814832,524.5914652,45748.05512685388,396584.50286597415,542232.6255823846
03100202,3092.8981510000003,777.2569364,3378.6575729999995,307910.7765924221,2554222.328858742,2805830.1905353055
03100203,3386.221783,966.8409523,3547.338805,383014.59211532096,2681743.2036218033,3071928.9309664983
03100204,3826.76921,1101.770105,3956.571021,436466.8525547616,2991117.5753097343,3471586.860420008
03100205,3650.8665340000002,995.2019624,3593.0722950000004,394249.8223665727,2716317.14277093,3312010.6264734836
03100206,1874.6902059999998,553.0206695,1962.2237530000002,219079.45216428977,1483416.3024337955,1700690.4595920686
03100207,1501.5256359999998,359.3981214,1309.986988,142375.7698177444,990333.5697594854,1362161.2337895327
03100208,4942.8066579999995,1151.68722,4351.210984,456241.54599923844,3289460.3885648698,4484039.069476399
03110101,1549.152922,444.6918938999999,1461.550125,176164.9462136649,1104913.38153175,1405367.9837139857
03110102,540.4776831,144.2665044,474.36601129999997,57151.2576160756,358614.6959066569,490313.13884753693
03110103,2252.343998,626.2327569,1588.352356,248082.4621492468,1200774.2620061573,2043292.23935683
03110201,1716.328755,484.08162120000003,1579.2488970000002,191769.2090445405,1193892.1623126382,1557027.358338924
03110202,7775.446434,1552.6592699999999,3443.799204,615086.851232793,2603468.576767416,7053766.818139004
03110203,7844.754242,1656.928139,4087.8913060000004,656393.0228790775,3090394.047379458,7116641.808077921
03110204,6050.124494,1179.713945,2511.70091,467344.34901835636,1898814.0730818065,5488580.979064492
03110205,5755.7408270000005,1635.622396,6168.420290999999,647952.7406946641,4663247.606672314,5221520.59099383
03110206,2880.498016,823.2608842999999,2646.213334,326135.2666687854,2000503.7618017697,2613144.0165453567
03120001,732.5543954,234.22641230000002,517.5527941,92788.92619960396,391263.35667087475,664562.2126800698
03120002,5869.626227000001,1175.11823,2499.394953,465523.75391218514,1889510.9254652623,5324835.69481575
03120003,1352.208208,470.5863665,864.4899063999999,186423.05623407388,653543.4190329189,1226702.7327328385
03130001,478.81736179999996,93.40249714,196.0883718,37001.452265262655,148240.32529475723,434375.8326010606
03130002,1210.671594,328.030909,674.2225698,129949.63081876996,509703.72261624923,1098302.867868571
03130003,2195.619998,1109.3292880000001,1690.299477,439461.4271914509,1277844.9941519583,1991833.0887616305
03130004,4788.903448,4012.718867,2937.794261,1589640.8571247258,2220935.2492553606,4344420.41669319
03130005,1527.6466269999999,296.7346239,625.3201407,117551.58970995487,472734.10564741783,1385857.7997856694
03130006,5688.223589,1104.772129,2328.083759,437656.10606656736,1760001.8327430529,5160269.978942248
03130007,2769.974957,538.4596849,1133.848984,213311.10984893865,857175.4698168694,2512879.1773710535
03130008,7668.5263780000005,1632.737461,3347.0069129999997,646809.8720566782,2530294.830807102,6956770.568520655
03130009,5004.837679,1002.99064,2054.968745,397335.31141933275,1553530.341615897,4540312.66885608
03130010,5025.805033,1196.166111,2191.35356,473861.88391891395,1656635.5342149069,4559333.933701098
