HUC_CODE,Tons_N_Exc,Tons_P2O5_Exc,Tons_K2O_Exc,P_Exc,K_Exc,N_Exc
05130101,1366.003862,1023.447191,1158.0848,405439.18571087194,875497.4397258668,1239217.9403476976
05130102,1385.257077,1013.0545810000001,1168.655489,401322.147359637,883488.7467144727,1256684.1643468298
05130103,5785.790250999999,4005.5895579999997,4883.573316,1586816.5773171696,3691919.5683006644,5248780.971695384
05130104,1275.350914,914.0012937999999,1108.51497,362082.1314042332,838023.27613038,1156978.9638469073
05130105,2003.511475,1498.180932,1738.1936329999999,593505.2267075256,1314052.3694286486,1817555.15674558
05130106,1522.4978939999999,1139.679884,1338.6371359999998,451484.8330264468,1011992.7187456106,1381186.9474688112
05130107,1885.47507,1357.51265,1657.7802550000001,537779.4069378689,1253260.8742301033,1710474.324282936
05130108,3764.7721189999997,2710.3578039999998,3310.1285620000003,1073709.7826856675,2502415.2645768817,3415344.0418205913
05130201,2497.851777,1813.9296129999998,2196.204777,718589.2459316517,1660302.9928181581,2266013.1647473895
05130202,421.48694869999997,314.3233443,370.58710160000004,124519.371281278,280159.15470631316,382366.55325901974
05130203,1582.19768,1139.8630890000002,1391.127422,451557.4097911998,1051674.7100846549,1435345.685891264
05130204,1291.29659,931.3360932,1135.3562949999998,368949.3220272591,858314.9778402633,1171444.638739832
05130205,4335.306504,3151.243729,3707.9070880000004,1248366.9921590039,2803130.7917048857,3932924.163769939
05130206,4499.166157,3221.663442,3878.1358210000003,1276263.8014402103,2931821.5576222674,4081575.1503048134
05140101,1953.196248,1442.1439890000001,1533.258411,571306.1599267107,1159123.937442794,1771909.9476026304
05140102,4087.285922,2959.493579,3448.1896590000006,1172405.0613827072,2606787.705134987,3707923.661692386
05140103,4272.199098,3049.8596260000004,3604.1894380000003,1208203.62220126,2724721.5620617857,3875674.084279311
05140104,5183.845559,3675.610193,3950.805669,1456095.0645478894,2986759.042225526,4702705.896672304
05140201,3828.708195,2740.61064,2853.992136,1085694.4608411668,2157581.904248944,3473345.8781394362
05140202,975.0180313999999,687.7876004,769.0706361,272467.44834556937,581407.6593302094,884521.5378120027
05140203,1777.566159,1303.441916,1501.460024,516359.2549685925,1135084.7596503627,1612581.0004391833
05140204,1422.781482,995.9792677999999,1203.8962689999998,394557.75234204775,910130.3300112593,1290725.7341918736
05140205,1478.494729,1066.627838,1247.314314,422545.22353295307,942953.8220693561,1341267.9450289193
05140206,2227.3985940000002,1602.525767,1882.281741,634841.4923278348,1422981.153960614,2020662.1480181713
06010101,1656.413515,1222.7160039999999,1268.741209,484379.6391028555,959152.2832820193,1502673.163322572
06010102,3583.857669,2624.727011,2871.006865,1039787.0954273507,2170444.8238530434,3251221.202680231
06010103,998.8213921,721.2879318,849.554526,285738.6236473348,642252.4606320041,906115.5848279601
06010104,2498.335094,1794.051554,2196.629362,710714.541574314,1660623.9737000815,2266451.622583371
06010105,1777.944661,1261.776798,1206.276878,499853.5948202055,911930.0402608787,1612924.371700353
06010106,1009.9440119999999,698.2163065000001,691.0649578,276598.7861873106,522436.3546073346,916205.8565374175
06010107,1319.04149,964.2860001,1159.75065,382002.4463508814,876756.8012251001,1196614.390297352
06010108,4979.646627,3604.3153979999997,4316.141538,1427851.5910356115,3262948.331601852,4517459.72938567
06010201,2055.119853,1491.487664,1806.938298,590853.6847896539,1366022.465402892,1864373.4928198345
06010202,439.0785595,345.7948024,274.3759703,136986.80727348625,207424.75811784287,398325.3951842956
06010203,57.15652335,35.87218568,36.90789595,14210.786721254875,27901.901838184633,51851.52920396508
06010204,1144.662983,823.7372984,998.5400295,326323.9983849538,754883.614128293,1038420.8593002585
06010205,3592.938597,2634.299469,2878.836217,1043579.2300981969,2176363.7147932514,3259459.2825317257
06010206,1989.4614190000002,1481.015956,1621.991295,586705.3117208161,1226204.87379693,1804809.1595032315
06010207,819.362987,606.5211092000001,720.414607,240273.68172287344,544624.3176403113,743313.6474889976
06010208,1063.1856089999999,763.2947557,934.7925822000001,302379.6507819884,706691.3514371589,964505.8240635431
06020001,4890.909708,3428.7248289999998,3382.5089009999997,1358291.2874460258,2557133.884043254,4436958.945270039
06020002,4347.33821,3180.5408620000003,3566.1353369999997,1259973.0680285143,2695953.143724398,3943839.144571208
06020003,1085.934467,771.8412897999999,747.5916168,305765.36511744757,565169.7928069872,985143.2422585016
06020004,1143.8894599999999,810.8834767000001,1005.7504289999999,321231.94962156954,760334.584818566,1037719.130992208
06030001,15494.23298,11062.9077,10577.21936,4382577.1656082785,7996243.858048107,14056132.647114705
06030002,12439.44642,7930.720848000001,8638.470866,3141759.5660911403,6530574.554065031,11284876.712638415
06030003,4817.614004,3475.545064,4235.616259,1376839.1501204483,3202072.2406647196,4370466.196695939
06030004,2565.652082,1840.2486440000002,2146.477886,729015.5450032365,1622710.093096111,2327520.5708787534
06030005,6444.401175,4607.093442,4620.703263,1825102.6824288566,3493193.1379200025,5846262.79106214
06030006,3622.969782,2580.312398,2461.914546,1022192.2212738647,1861176.2125250841,3286703.117089714
06040001,1906.189152,1403.328266,1668.368679,555929.2892251341,1261265.5886540662,1729265.8246192897
06040002,5150.31686,3699.9403340000003,4528.351360000001,1465733.4637169098,3423376.269042774,4672289.170575729
06040003,2844.316763,2043.970222,2500.829761,809719.9637777404,1890595.6221390273,2580320.9337788024
06040004,1085.99785,778.7608076,954.849959,308506.5360220282,721854.4742378527,985200.7423526798
06040005,1883.450186,1372.173986,1640.578883,543587.5035172981,1240256.8548821486,1708637.3802963728
06040006,2521.7079059999996,1787.676593,2129.400709,708189.0971551905,1609799.9635950197,2287655.0823630285
07010101,784.8358379,575.2785938,574.4276583999999,227896.94151123767,434260.0336667269,711991.142638144
07010102,269.7474801,193.120808,197.430349,76504.91772109976,149254.84305957935,244710.81378502253
07010103,482.59311280000003,385.35311989999997,353.2137785,152657.85720779802,267025.1425048057,437801.13651684544
07010104,5377.420818,3996.6671939999997,3935.777522,1583281.977753472,2975397.9534500544,4878314.429293167
07010105,502.9909494,364.21661960000006,368.14311910000004,144284.62061506644,278311.5348934248,456305.7438332491
07010106,4131.981039,3391.5161869999997,3024.230137,1343551.0627949159,2286279.676656931,3748470.3924690075
07010107,3244.7666679999998,2410.555172,2374.8708070000002,954942.7998252339,1795372.2483951116,2943603.000756246
07010108,4637.77617,4086.9944149999997,3394.4256590000005,1619065.1576300836,2566142.8021456534,4207320.047226216
07010201,10462.52203,6959.992661,7657.603972,2757205.043742687,5789051.606515022,9491440.955281144
07010202,11943.149379999999,7910.105532,8741.287035,3133592.7969547217,6608302.27549089,10834643.581665423
07010203,5381.802672999999,3542.204382,3938.9846369999996,1403246.2767876827,2977822.4917665976,4882289.58154497
07010204,12826.53498,8970.592183,9387.844055,3553705.185771362,7097091.192888636,11636037.570524305
07010205,9613.58833,7020.887068999999,7036.262576000001,2781328.3980407645,5319325.381463371,8721301.206433384
07010206,255.5695293,185.77152869999998,187.0533928,73593.49655432478,141409.99561382455,231848.79232411465
07010207,2097.8441829999997,1529.372787,1535.42902,605861.8977729422,1160764.8903524133,1903132.3555860182
07020001,4485.096077,3246.3805829999997,3846.5545439999996,1286055.510878925,2907946.5122397756,4068810.9875940303
07020002,2357.545312,1829.395527,1725.506364,724716.0765425281,1304460.9547700563,2138729.272357658
07020003,3292.241003,2275.242043,2582.9208670000003,901338.4269565705,1952655.4584543516,2986670.9958583545
07020004,11982.785409999999,9023.711926,8770.344425,3574748.6021161247,6630269.294270616,10870600.785613766
07020005,7588.1788879999995,7081.8757049999995,5553.849125,2805489.0808145343,4198639.589744417,6883880.546874502
07020006,2901.380776,2018.148739,2123.543912,799490.7686288066,1605372.2992491147,2632088.5389994048
07020007,10173.87093,7235.019595999999,7446.337912000001,2866157.1201717644,5629337.1411917815,9229581.064857865
07020008,7193.027462000001,5042.573840999999,5264.6346189999995,1997618.4897086532,3979997.0865921592,6525405.1795089785
07020009,9155.566616,5257.206669,6809.0777069999995,2082645.406364817,5147576.498174379,8305790.869422637
07020010,5271.0708159999995,3488.967711,3857.939101,1382156.5393493418,2916553.0931273876,4781835.323998797
07020011,6096.505708,4265.587968,4462.081533,1689815.0950360203,3373277.119248582,5530657.311410838
07020012,8328.595993,6983.886148999999,6095.766355,2766670.4625778757,4608322.151339503,7555575.690190507
07030001,1159.041367,728.5476401000001,889.2639502000001,288614.5612116116,672272.2823411642,1051464.7107136217
07030002,336.4264997,212.8349651,264.2062896,84314.69224770763,199736.6083245984,305201.0068450446
07030003,998.8848349,697.5510065000001,731.0918397999999,276335.22721462935,552696.1703921625,906173.1391717895
07030004,1251.61659,964.1016009,916.0682429999999,381929.3965031206,692535.9881769221,1135447.5458758322
07030005,4673.290668,2491.072027,3632.3855229999995,986839.5976417421,2746037.445171375,4239538.2599914465
07040001,4308.7554119999995,2317.0182640000003,3253.2352170000004,917888.1006214793,2459404.6164059183,3908837.416684137
07040002,9536.689961,5971.49634,6979.980151000001,2365611.6650234195,5276776.581074088,8651540.174931793
07040003,7541.082289,3534.577422,5742.075134000001,1400224.8522539672,4340936.0683523035,6841155.228130007
07040004,7207.243072,4222.453938000001,5275.039138,1672727.5245649533,3987862.771165586,6538301.364823706
07040005,3906.889604,1970.805009,3068.203031,780735.5231129534,2319522.627530941,3544270.864026819
07040006,2955.086887,1464.007822,2303.065859,579967.5297814435,1741088.6172364526,2680809.906565718
07040007,9344.992226,4024.0429759999997,7338.915704999999,1594126.909333609,5548127.313381069,8477634.903545365
07040008,6854.304536,3988.488699,5018.671923,1580042.0623164084,3794052.403943642,6218120.8896302525
07050001,1619.252398,829.4068764,1271.649732,328570.00492819154,961351.0898287281,1468961.1628291504
07050002,258.5563924,137.37034599999998,203.05245019999998,54419.34055106585,153505.08035349747,234558.4291281155
07050003,168.2983801,88.31754978,132.1700002,34987.04748194731,99918.84599786415,152677.7322913425
07050004,1213.477324,627.2564312000001,952.9818296,248487.99130431694,720442.192074425,1100848.1834774753
07050005,9950.19745,5469.484125999999,7814.202362999999,2166739.2414622204,5907438.006531402,9026667.88363876
07050006,3951.0007100000003,1774.391795,3102.8448670000002,702926.3168859022,2345711.4167503514,3584287.7889012084
07050007,11725.93635,7711.575008,9208.745858,3054944.8171692044,6961695.2245338,10637591.22248748
07060001,7472.296926999999,4653.428097,5964.462066,1843458.1823106227,4509057.772043165,6778754.193261109
07060002,5501.784674,3796.803735,4432.72445,1504105.9550110167,3351083.5363569665,4991135.429125756
07060003,11902.20268,6107.054821,9497.403628,2419313.2342261663,7179916.842322046,10797497.357815264
07060004,13282.05833,9111.073373000001,10914.65468,3609356.8889390095,8251340.685787388,12049281.429689385
07060005,7010.698295,4198.841825,5749.5125450000005,1663373.5725957467,4346558.656861097,6359998.930609916
07060006,21755.82747,13392.896859999999,17878.05309,5305603.694043549,13515581.680700863,19736555.992206454
07070001,153.5885356,83.50254303,120.60968759999999,33079.579824524866,91179.39610289039,139333.18495057887
07070002,7743.083685,3889.2851159999996,6080.886649,1540742.5065945138,4597073.28207978,7024407.824159987
07070003,7016.128557999999,3466.0392039999997,5509.985971,1373073.3982851086,4165479.600920368,6364925.182663518
07070004,3274.315541,1664.013124,2571.422765,659199.7437088713,1943963.0389849767,2970409.2891989765
07070005,9595.193164,4905.7948799999995,7535.414755,1943433.4266610586,5696678.106193104,8704613.391444707
07070006,3735.625737,1909.920163,2933.704141,756615.9568066037,2217843.1703435476,3388902.8870951976
07080101,2303.485839,1629.6232810000001,1916.6450989999998,645576.187881803,1448959.4173394125,2089687.3401560474
07080102,10469.50331,7027.212475,8598.952495,2783834.2112185066,6500699.166155064,9497774.266381688
07080103,5351.689891,3742.3427770000003,4397.800827,1482531.2155826157,3324681.719734858,4854971.723428857
07080104,6714.352406,4628.696084,5593.753486,1833660.581320665,4228806.781205177,6091158.444566629
07080105,11364.25397,7940.68755,9338.681154,3145707.8807463925,7059924.662462716,10309478.464923657
07080106,4658.502758,3294.659347,3828.167868,1305181.1706446838,2894046.418081672,4226122.892815678
07080107,10677.746790000001,7639.547954000001,8774.537526,3026411.2588383844,6633439.225514005,9686689.586136794
07080201,9030.377296999999,6189.407879,7187.926223,2451937.444903511,5433981.177522509,8192221.022103485
07080202,4137.971129,2953.175359,3340.172283,1169902.0949429446,2525127.937099082,3753904.511067639
07080203,1550.12964,1120.331774,1254.478039,443820.0682663036,948369.5074288393,1406254.047437472
07080204,4677.911463,3249.7456399999996,3844.117151,1287388.5801197693,2906103.8740054206,4243730.174979363
07080205,12583.58093,8867.003125,10340.67439,3512668.321638646,7817418.8569643935,11415633.349265864
07080206,4891.154589,3508.539889,4019.3516689999997,1389910.0687748853,3038578.949976193,4437181.097591047
07080207,13747.43721,9679.953919,11297.08409,3834719.2401821967,8540452.475641528,12471466.075866409
07080208,6536.5692070000005,4522.26364,5371.4864,1791497.3082099005,4060775.679572267,5929876.228738454
07080209,11760.59311,8196.756977,9664.37652,3247149.9296193663,7306146.233684081,10669031.308376728
07090001,10439.43649,5932.825226,8198.417137999999,2350292.081259286,6197899.509710917,9470498.104293352
07090002,6301.993443,3710.6949159999995,4949.547883,1469993.8974814308,3741795.505274816,5717072.6611892665
07090003,10716.66577,5991.233631,8600.59586,2373430.604057646,6501941.529279107,9721996.293224296
07090004,4098.381704,2114.68272,3223.186834,837732.7600029064,2436688.4194707694,3717989.5864668996
07090005,3825.6025759999998,2589.9861,3234.618084,1026024.463812786,2445330.299674936,3470528.507788045
07090006,3012.121117,1615.623814,2538.480293,640030.2910824573,1919058.9474242886,2732550.4931014217
07090007,1982.432513,1344.0982199999999,1677.448811,532465.2728781904,1268130.0534310606,1798432.6428194025
07100001,4368.742837,3068.7505079999996,3197.5179989999997,1215687.2558296411,2417283.1053493456,3963257.096835277
07100002,6520.0033,4565.015959,5317.621514,1808433.663651626,4020054.5080448235,5914847.8897098405
07100003,6436.261175,4160.894413,5123.703765,1648340.683789748,3873455.146092311,5838878.3067901395
07100004,6630.892743,4745.48888,5448.99764,1879928.1137576522,4119373.1952032265,6015445.106879907
07100005,6725.741406,4753.285574,5526.940409000001,1883016.7785118234,4178296.941292154,6101490.37225383
07100006,14610.15105,10197.487990000001,12006.0272,4039740.656205482,9076404.486855468,13254106.958264042
07100007,8520.735738,6133.368066,7001.993657999999,2429737.241170566,5293418.513528332,7729881.9463303825
07100008,11458.82391,8447.749373,9416.394876999999,3346580.709779533,7118675.25267689,10395270.877028566
07100009,10220.48971,7304.174998,8399.075848999999,2893553.0719325896,6349594.953549912,9271872.913468407
07110001,4893.1627229999995,3425.604046,4055.853978,1357054.987488952,3066174.2332176124,4439002.84623221
07110002,2514.76078,1784.691488,2074.240732,707006.5461148395,1568099.7196760615,2281352.7552521443
07110003,1389.632744,992.6892088999999,1148.311523,393254.39364109375,868108.9661087088,1260653.7029390913
07110004,3407.866498,2410.952037,2843.184217,955100.0181202784,2149411.254385251,3091564.68741483
07110005,2807.267967,2051.2150690000003,2319.762664,812590.0140295859,1753711.1903235894,2546710.829189302
07110006,3122.619715,2230.880098,2580.3509719999997,883764.4172611836,1950712.6503863547,2832793.141628332
07110007,1389.279383,1002.814432,1148.020021,397265.506520102,867888.5942890674,1260333.1392109785
07110008,2552.047931,1871.099108,2108.863698,741236.9738302001,1594274.2434144923,2315179.091874649
07110009,468.6172138,312.79058330000004,391.7165591,123912.16714100169,296132.75693651807,425122.41337771027
07120001,4636.211481,3182.681734,3393.254946,1260821.1756866563,2565257.7579466845,4205900.585148689
07120002,4598.712023,3721.833451,3572.1696810000003,1474406.4344448668,2700515.0313533745,4171881.6468428504
07120003,15.51876776,5.567805143999999,12.77909157,2205.689168558345,9660.83135842678,14078.390226602047
07120004,213.128441,78.28254973,171.956455,31011.67651541489,129996.90186490337,193346.88212289682
07120005,650.2385534,438.85035989999994,550.2037932999999,173850.81920341027,415947.0984867515,589886.5320184682
07120006,1817.784954,945.8284026,1447.9957140000001,374690.4586231443,1094666.4185049562,1649066.879937499
07120007,1410.565318,713.4372007000001,1193.559479,282628.5520653229,902315.8477039327,1279643.4158967664
07130001,1694.005172,1169.013067,1433.394047,463105.19012392213,1083627.7432074046,1536775.7431597854
07130002,1967.1854809999998,1341.1346119999998,1664.547431,531291.2378865929,1258376.7735685408,1784600.7671438886
07130003,1631.4323960000002,1113.3395039999998,1380.447666,441050.07653639256,1043600.9498255639,1480010.671878781
07130004,1667.360884,1130.4384109999999,1410.8488009999999,447823.8182512457,1066583.8228045208,1512604.450079363
07130005,3374.6169590000004,2286.259682,2855.4551899999997,905703.0709009753,2158687.9545409265,3061401.2110270234
07130006,796.8427408,556.2313598,674.2539279,220351.36894929735,509727.4289426466,722883.6224440999
07130007,1224.291552,835.7273903,1035.942659,331073.88009774126,783159.5282636528,1110658.6867428096
07130008,1374.831758,933.5060245999999,1163.323283,369808.94158320787,879457.6665197487,1247226.4734148786
07130009,2261.6121190000003,1590.667708,1913.678543,630143.9155233355,1446716.7385797887,2051700.1378525917
07130010,1887.562786,1313.987011,1597.1741439999998,520536.700339141,1207443.4219915092,1712368.2685048527
07130011,4397.834114,3000.614576,3721.2573740000003,1188695.1676880545,2813223.438817263,3989648.2611422674
07130012,1683.4140300000001,1140.236588,1424.43228,451705.37163207965,1076852.76087112,1527167.620122744
07140101,1538.3624949999999,1051.067676,1291.152331,416381.0565233732,976094.8076398073,1395579.072354076
07140102,2839.794722,2142.0037850000003,2346.640879,848556.0154124316,1774030.7804061994,2576218.6069186255
07140103,2437.024457,1817.4939570000001,2013.8150010000002,720001.2628306785,1522418.6324326543,2210831.5446186536
07140104,1436.524206,1073.087238,1187.0598949999999,425104.1185098613,897402.2445279966,1303192.9245152688
07140105,3229.865422,2305.045729,2687.5355329999998,913145.1740845935,2031742.8208312488,2930084.8168839854
07140106,3427.085122,2218.741952,2899.851485,878955.883832633,2192250.991207857,3108999.5309845456
07140107,2563.952688,1877.147846,2118.7010960000002,743633.1848226816,1601711.191695451,2325978.9064727426
07140108,552.1175997,401.0984146,467.17807819999996,158895.36464157997,353180.7095302095,500872.6942603246
07140201,1386.7930310000002,858.5369082999998,1173.444396,340109.88360207586,887109.0997469841,1258077.558469129
07140202,4203.4638700000005,2562.441048,3556.789665,1015112.4758260569,2688887.93407091,3813318.5302131763
07140203,1999.044585,1296.451408,1691.50523,513589.96125598176,1278756.5281470867,1813502.8620343083
07140204,3359.5060799999997,2044.114132,2842.669016,809776.973805936,2149021.7689551306,3047692.851283584
08010100,573.9255906000001,414.4366869,489.0031597,164179.32878516993,369680.1946931772,520656.572123343
08010201,4680.985025999999,3275.721698,3949.311559,1297679.010242703,2985629.5139909196,4246518.464614805
08010202,1829.561125,1326.0589810000001,1594.156664,525319.0181077245,1205162.245332923,1659750.0432709
08010203,1473.6836449999998,1083.339622,1295.7178210000002,429165.60625159193,979546.2602502676,1336903.4027525957
08010204,798.9120207000001,587.5754797000001,702.4333519999999,232768.3598412876,531030.7166228746,724760.8417163255
08010205,915.9156641000001,642.084252,805.3073346,254362.04093177713,608802.1443980284,830904.7685534258
08010206,42.95215432,31.52048058,37.76514178,12486.856275489601,28549.968827217454,38965.541526358335
08010207,1111.761501,886.2215273,803.9094610000001,351077.16113508516,607745.3696628273,1008573.1349323847
08010208,875.6693075999999,664.8674721,766.9368218999999,263387.62650809786,579794.5228233226,794393.8856812444
08010209,479.27080599999994,340.7084963,421.3928318,134971.86422454857,318567.64319826395,434787.19028694875
08010210,724.1224888999999,535.0191867999999,551.1946462999999,211948.15457350243,416696.17080394685,656912.9152682486
08010211,72.00611207,66.73875297,51.88467255,26438.59487569382,39224.1552419477,65322.85037700054
08020100,15.09043852,14.4957393,10.12421294,5742.49535271731,7653.776742609427,13689.816450678496
08020201,350.9939675,240.40704419999997,290.0716827,95237.38703544461,219290.51787988583,318416.39220769395
08020202,1660.309514,1269.088124,1371.983033,502749.9807656399,1037201.7944962486,1506207.5543961872
08020203,1060.922337,781.4155352999999,805.9079968,309558.20790743374,609256.2374128406,962452.6181068777
08020204,2049.586355,1448.192086,1687.135738,573702.1169866781,1275453.2475419855,1859353.587543404
08020205,57.606617500000006,42.40727174,37.68294689,16799.664773798057,28487.830531512725,52259.84777541401
08020301,1237.813019,935.8221707,809.7063197000001,370726.48417556565,612127.7214131505,1122925.1560789112
08020302,648.9465876,505.5705613,438.53316280000007,200282.06486411713,331525.51632340456,588714.4802825885
08020303,136.6924003,113.5983199,89.41642765,45002.038916514204,67597.68669531644,124005.26782767545
08020304,57.46692309,37.57307981,37.59156682,14884.596896427463,28418.74835607361,52133.11913001704
08020401,409.3277829,301.88756,267.758771,119592.92827121748,202422.23926490068,371335.9428645799
08020402,521.3747029,393.99564730000003,341.053443,156081.59934354632,257832.08289772202,472983.2055753959
08030100,11.89983799,9.316847029,9.16447616,3690.874239578148,6928.227893595306,10795.352146990552
08030201,1550.8327279999999,1224.2961189999999,1051.934459,485005.602557114,795249.1265008528,1406891.8781841344
08030202,491.27275430000003,356.24920499999996,333.2317726,141128.32479828995,251918.99914981375,445675.17535509466
08030203,510.27600419999993,398.1311933,346.1217336,157719.89823913618,261663.64639297445,462914.6348149761
08030204,2016.595411,1589.5355220000001,1367.862674,629695.39939671,1034086.8552834628,1829424.7046089529
08030205,2634.885598,1911.371966,1787.25075,757191.0893892213,1351138.9284905,2390328.1642445102
08030206,715.5651345,438.89581969999995,485.3699621,173868.82812898714,366933.5433280801,649149.8134283556
08030207,311.0851631,258.72679359999995,211.0097211,102494.76616011233,159520.67636179941,282211.7314698409
08030208,120.55182479999999,104.9498334,81.77170887,41575.93607991805,61818.37613074098,109362.78307082303
08030209,142.13173759999998,144.6588686,96.40970747,57306.69291664511,72884.51765769205,128939.75194830848
08040101,3262.453007,2496.141334,2134.109738,988847.8064875647,1613359.9298713189,2959647.7786646937
08040102,2180.379774,1672.432651,1426.279458,662535.1441095654,1078249.204041532,1978007.3892002355
08040103,6727.872712,5037.322201,4400.988655,1995538.0495413733,3327091.6773237037,6103423.860661178
08040201,1061.790921,781.4075032000001,694.5627539,309555.0259864591,525080.6441535173,963240.5843092009
08040202,2015.8043989999999,1463.243713,1561.609275,579664.8275673199,1180556.8315158503,1828707.110545935
08040203,1095.965834,839.9999114,716.9180223999999,332766.44175695494,541980.9439727829,994243.5459241233
08040204,2090.598334,1602.1338349999999,1367.549587,634686.2282435406,1033850.1654772315,1896559.031510123
08040205,1319.916985,1020.3901609999999,867.3690865,404228.14154094004,655720.0427189043,1197408.626053828
08040206,4741.004749000001,3467.778346,3811.408781,1373762.3603756945,2881376.760591441,4300967.445020616
08040207,292.1179292,215.6654874,240.06697830000002,85436.00526369936,181487.59474640823,265004.9451777162
08040301,529.5412936,394.8254001,435.1851274,156410.30638630502,328994.4439694529,480391.81252625724
08040302,650.524812,468.9183682,534.6112317,185762.27776063027,404159.3194229318,590146.2214692576
08040303,728.9512808999999,514.0855124,599.0633022999999,203655.26757619716,452884.26840363746,661293.5219730103
08040304,139.08169569999998,110.48994309999999,114.29946299999999,43770.653682613476,86408.94623480199,126172.80029726535
08040305,21.90258719,17.18307595,17.99988087,6807.0852921771,13607.68193922898,19869.69417944271
08040306,43.10009996,36.70755518,35.40620433,14541.718822907102,26766.64199489182,39099.75556219261
08050001,2709.430057,2067.616382,2039.726911,819087.4034853248,1542007.7081751274,2457953.764373534
08050002,520.8714298,382.2856764,393.948982,151442.6877239296,297820.4403715614,472526.643868827
08050003,246.35431430000003,184.263027,202.37655519999998,72995.90274951511,152994.11229483414,223488.88934738268
08060100,175.277479,134.53259609999998,119.226141,53295.16431723112,90133.45239821401,159009.0647311192
08060201,1785.6721710000002,1264.742323,1211.226752,501028.3892324412,915672.0823064747,1619934.6513142008
08060202,2838.831454,1574.398812,1925.5878309999998,623698.9831373177,1455720.0094568073,2575344.744830699
08060203,1718.639432,1546.730304,1165.758246,612738.0879861044,881298.4677048841,1559123.5693910336
08060204,276.81190310000005,132.9484565,187.7698263,52667.6065153979,141951.61026500023,251119.55095139294
08060205,772.9019007999999,543.0507882,524.2616614,215129.87802753685,396335.17537068896,701164.8562968678
08060206,36.82951984,67.58729966,24.98286751,26774.74712864505,18886.731387904874,33411.18059014643
08070100,38.96776708,37.31956852,32.02430649,14784.168254979253,24209.97006522446,35350.96598491639
08070201,612.3935825,506.38711320000004,497.2037395,200605.5423628469,375879.72914796637,555554.149661546
08070202,1905.8043489999998,1476.1130890000002,1440.42676,584763.0381754792,1088944.3851543732,1728916.737186695
08070203,1116.736786,1041.061789,896.7055927000001,412417.21870812547,677898.0698103593,1013086.6378600526
08070204,261.9780747,190.4984656,215.2975853,75466.07529067375,162762.2473840529,237662.52730110454
08070205,2969.198671,1548.75746,2263.651254,613541.1469862917,1711291.675108116,2693611.902511401
08070300,710.6770957,676.7323826,584.0452978,268087.9175382116,441530.84722969454,644715.4589271853
08080101,501.93834519999996,562.2266171,412.5006026,222726.39353211358,311845.2305579671,455350.83730259293
08080102,1929.0508129999998,1609.981037,1585.3234380000001,637794.901770584,1198484.438364452,1750005.5759812423
08080103,1147.965698,1048.8828939999999,943.4157536,415515.55389380397,713210.3597887211,1041417.0321469903
08080201,1088.594778,895.3186414999999,894.6238239,354680.9880897158,676324.2789666307,987556.6359609744
08080202,2399.0058059999997,1974.077682,1971.539632,782031.9943797527,1490458.9889566614,2176341.6023149486
08080203,1205.512245,890.882964,990.7083848999999,352923.7919300206,748962.9900115245,1093622.384877876
08080204,640.9072294,471.7378926,526.7073552,186879.23395229367,398184.0889047009,581421.2967217931
08080205,713.0533803,523.1335094,585.9981644999999,207239.63672416468,443007.18971858296,646871.1881967795
08080206,1453.658821,1066.4806609999998,1194.639033,422486.91928085266,903131.976853582,1318737.1867971208
08090100,4.489533203,3.440924678,3.689566995,1363.1242645530544,2789.2659137047303,4072.8362808569145
08090201,532.2008869,318.3389826,437.37082180000004,126110.168673443,330646.8012503906,482804.55514219915
08090202,0.10367637199999999,0.0036072979999999997,0.085202827,1.4290331505110916,64.41225797619134,94.05362879754558
08090203,39.02203477,42.60217125,32.068904499999995,16876.874325326196,24243.685595876334,35400.196808415494
08090301,815.7421458,646.8839667000001,670.3893614,256263.45063491102,506805.8656198223,740028.8753891439
08090302,901.5841542000002,661.74738,740.9356357,262151.60025145154,560137.9554044812,817903.4406110963
09010001,1328.0847609999998,992.5528403999999,1248.823856,393200.37118240434,944095.0167004907,1204818.3082908327
09010002,715.6440411,551.9346735,672.9339702999999,218649.23423238553,508729.5577165096,649221.3962964953
09010003,2042.228158,1523.663576,1920.346741,603600.1905942553,1451757.8118039474,1852678.3430695983
09010004,1290.467247,962.0420296,1213.451378,381113.4961634367,917353.8713838788,1170692.2713762457
09010005,1353.502787,1010.5539269999999,1272.724919,400331.51185795176,962163.9175816927,1227877.1551240375
09020101,1320.178301,950.1973696,1138.422319,376421.22738039395,860632.8531479593,1197645.687957025
09020102,1232.299936,831.2415997,901.9302288999999,329296.8316050326,681847.8285988339,1117923.7709801728
09020103,3365.870045,2793.681698,2463.5073420000003,1106718.5905955415,1862380.3461256681,3053466.143599316
09020104,650.4099834,464.83647379999996,499.41832539999996,184145.23297683764,377553.92803694494,590042.0507087323
09020105,3847.168311,2849.492241,3591.6387630000004,1128827.9688878327,2715233.4107370023,3490092.6147808726
09020106,2151.144216,2103.4093629999998,1574.439743,833266.8132276341,1190256.5028045888,1951485.3353631168
09020107,474.94772930000005,312.0909748,406.1243435,123635.016836569,307024.8594443157,430865.3608154747
09020108,1943.661716,1820.692409,1422.581633,721268.3314061936,1075453.695180649,1763260.365097117
09020109,578.1821438999999,413.34844530000004,543.669453,163748.22125755087,411007.219988262,524518.0525774927
09020201,1383.240335,988.8024813999999,1300.687711,391714.66433552955,983303.4341383275,1254854.606658908
