HUC_CODE,Tons_N_Exc,Tons_P2O5_Exc,Tons_K2O_Exc,P_Exc,K_Exc,N_Exc
02070006,15727.55906,11977.4102,11991.15784,4744857.85013317,9065163.439040693,14267802.520334287
02070007,1055.508699,673.8608629,796.1300249,266950.36337893625,601864.2145107513,957541.4480005752
02070008,2943.539155,1825.044884,2006.404144,722992.566848281,1516816.1184115093,2670333.9796208437
02070009,5797.751293,4201.213519,3591.365964,1664313.1205202232,2715027.1781484564,5259631.847189947
02070010,1036.7667529999999,472.6820846,785.4108903,187253.27614909786,593760.6845288562,940539.0394669543
02070011,489.82811280000004,345.59769539999996,309.25120439999995,136908.72322354146,233789.99334447755,444364.6185448455
02080102,42.34331515,41.75665579,32.29629968,16541.922895860258,24415.593471617383,38413.21188568972
02080103,4731.763747,3088.051309,3609.033903,1223333.2791025778,2728383.916238562,4292584.148469445
02080104,227.53680899999998,176.3987895,173.54798380000003,69880.4805994758,131200.07747833856,206417.93456530318
02080105,331.3690993,242.9913094,252.7434542,96261.14516147472,191070.84995811348,300613.01007465064
02080106,1757.353487,1283.744968,1340.377215,508556.29783671896,1013308.1964286101,1594244.3716333979
02080107,21.36694661,16.1583945,16.29710164,6401.157154062707,12320.402409885895,19383.769187003527
02080108,0.40139021700000005,0.569573265,0.306150303,225.63677226828472,231.445751164162,364.13510373110165
02080109,9513.851052,6297.324299,4924.63895,2494688.595949107,3722964.667439966,8630821.06383841
02080110,4797.897776,3308.943157,2769.940171,1310839.7100848968,2094039.683367168,4352579.934341004
02080111,6506.389845000001,4465.842705,3831.5519520000003,1769146.1227802988,2896604.742720608,5902497.970258357
02080201,2205.9250460000003,1524.5619199999999,1680.702657,603956.0700798323,1270589.9197916782,2001181.671670501
02080202,2155.165754,1670.872073,1643.798525,661916.9202489478,1242690.8634520166,1955133.6135093395
02080203,3018.8371190000003,2189.2858109999997,2302.5421579999997,867286.8168536561,1740692.7059139987,2738643.1480325917
02080204,1062.2050060000001,796.3963941000001,810.1701780000001,315492.8836254715,612478.3924124121,963616.2359271089
02080205,1511.825359,1096.436166,1153.1068050000001,434353.80959191127,871734.1385604702,1371504.9859393432
02080206,1037.734449,740.8151033,791.5058762,293474.32372235367,598368.4166661014,941416.9185691752
02080207,3811.2893520000002,2779.875117,2906.965186,1101249.1056945948,2197628.859056977,3457543.76853625
02080208,467.3002022,339.8990661,356.4214874,134651.20799131674,269450.12980222626,423927.6404727666
03010101,5215.1683219999995,2272.942934,3977.738597,900427.6336210495,3007119.994643105,4731121.431159905
03010102,2594.92935,1929.260755,1960.6504280000001,764277.743306779,1482226.888662579,2354080.46339388
03010103,2040.276652,1419.1042289999998,1443.990794,562178.9459233708,1091638.7497139429,1850907.9664892897
03010104,1450.3319689999998,1086.3991800000001,1019.720174,430377.651890159,770895.5350884628,1315719.117230871
03010105,725.7428844,537.8029896,553.5421493,213050.9596330472,418470.8533369089,658382.9134358371
03010106,1172.421516,849.7660981,817.8254707000001,336635.32216228335,618265.6967265713,1063602.978508157
03010107,2703.663668,1894.5078429999999,1745.8468690000002,750510.3574892516,1319838.1189036595,2452722.5839218465
03010201,1527.5076490000001,1065.508091,1162.2145779999998,422101.6351232387,878619.4995833453,1385731.7210565354
03010202,1798.1073170000002,1275.516419,1371.456548,505296.5534791402,1036803.7785050588,1631215.626751182
03010203,2454.373703,1671.493566,1592.579945,662163.1250537104,1203970.2657406966,2226570.5168813146
03010204,3149.072313,2188.555092,2142.548287,866997.3421069876,1619739.3660270316,2856790.5364544424
03010205,2187.246719,1526.7057730000001,1434.642174,604805.3586628168,1084571.3114097961,1984236.9773266714
03020101,3574.867267,2662.144281,2308.412433,1054609.9681790955,1745130.5594571822,3243065.246639942
03020102,2325.010706,1673.851923,1501.337874,663097.3895180656,1134992.4157975963,2109214.372320469
03020103,3353.8415489999998,2496.2456829999996,2165.688669,988889.1444031519,1637233.2017075263,3042554.074861255
03020104,1106.918473,787.4794757999999,714.7746122000001,311960.4413789204,540360.5530114456,1004179.6135448104
03020105,26.41283446,22.42666667,17.05565855,8884.33673261599,12893.861825458367,23961.321947028206
03020201,8550.291945,6401.743347,5521.2120509999995,2536054.2610914954,4173966.3752033543,7756694.888066436
03020202,8795.504609,6572.133433,5679.554142,2603554.3903883924,4293670.990332868,7979148.089614742
03020203,10638.4321,7935.445699,6869.594618000001,3143631.3184970194,5193326.516342839,9651023.89695208
03020204,3157.7671960000002,2361.171923,2039.0768420000002,935379.5976997251,1541516.2642453348,2864678.402149821
03020301,1531.858393,1147.030317,989.1726587999999,454396.7112321317,747802.0005324552,1389678.6498820262
03020302,3044.061604,2284.690189,1965.653303,905081.3153580468,1486008.9987928288,2761526.417412419
03030002,3427.2071869999995,2520.5349100000003,2213.063337,998511.3354678464,1673047.850636398,3109110.266497157
03030003,6886.2551379999995,5155.962705,4446.687329,2042537.5525514774,3361639.296017833,6247105.990115502
03030004,5405.772540999999,4115.262320000001,3490.689756,1630263.5042431164,2638917.2401324245,4904034.681452576
03030005,4074.681146,2463.105682,2631.159121,975760.7141939012,1989122.9674604675,3696488.8004977806
03030006,37832.91734,29611.995410000003,24429.99145,11730808.791974572,18468764.089641634,34321447.55050444
03030007,37682.15013,28421.506060000003,24332.63597,11259195.760148425,18395164.579931047,34184673.829254024
03040101,12069.52041,7338.484604,7816.109527,2907144.841826559,5908879.7983579915,10949285.459241766
03040102,4877.137286,3424.8743799999997,3149.3321309999997,1356765.9298888315,2380855.199495674,4424464.813372453
03040103,3171.84027,2351.6568260000004,2048.1643,931610.1866215918,1548386.2673855333,2877445.280971896
03040104,4020.088054,3760.536847,2593.2812670000003,1489738.806741627,1960487.7896226186,3646962.7772503793
03040105,12202.9101,11202.44578,7879.385276000001,4437855.255214036,5956715.463109171,11070294.55848648
03040201,6695.855755,6772.828529,4017.63851,2683059.8666005065,3037283.823472207,6074378.563928524
03040202,5517.151242,5439.8814170000005,3209.907459,2155012.1114868396,2426649.380176186,5005075.746043521
03040203,10038.16515,7337.968792000001,6460.9060039999995,2906940.50260994,4884363.100881283,9106470.843969721
03040204,4323.312357,3381.9722070000003,2678.870762,1339770.2096999362,2025192.3637090148,3922043.2559225736
03040205,3663.669712,3327.67724,2106.695893,1318261.2277004155,1592635.4102933556,3323625.4749467773
03040206,4571.490911999999,3002.226263,2933.762127,1189333.638408036,2217887.007025058,4147187.068704537
03040207,209.3584963,163.2280055,120.3860389,64662.86704101152,91010.32051857394,189926.84559421625
03040208,251.892527,176.7574237,161.9204793,70022.55374139728,122409.83135806222,228513.0717279896
03050101,4693.200424000001,3404.7114869999996,2980.516627,1348778.3883806975,2253232.8168013915,4257600.088006356
03050102,1489.1625609999999,1038.106005,961.6025191,411246.2831985695,726959.3241410247,1350945.6400682726
03050103,6579.218993,5829.959157,3902.621885,2309541.6296293507,2950332.7118494567,5968567.466320907
03050104,2533.988331,2433.24372,1457.10264,963930.8809953955,1101551.13920656,2298795.697260569
03050105,4203.518146,3870.8258969999997,2590.00567,1533429.876508631,1958011.479781513,3813367.7685753815
03050106,2410.236144,1943.348965,1385.942235,769858.7956959528,1047754.77439169,2186529.594247411
03050107,726.7063153,587.5358869,417.873152,232752.67513109132,315906.8098520747,659256.9233041675
03050108,829.2484132999999,669.4399235000001,476.83725999999996,265199.00572592265,360482.9286213733,752281.5559698778
03050109,8296.907486,6551.698426,4770.921979,2595459.0507646836,3606756.5844455995,7526828.358305413
03050110,1620.211491,1220.950954,931.6595553999999,483680.41354336205,704322.8228613649,1469831.2374205368
03050111,804.3230124,691.3841756,462.50457080000007,273892.2336527734,349647.59713356994,729669.6111394915
03050112,154.0695158,120.109798,88.59358014,47581.56466230148,66975.62440049156,139769.52287711983
03050201,196.8143635,159.63007480000002,113.1728687,63237.544751713125,85557.25521419646,178546.9989888748
03050202,80.3098132,65.08776365,46.18002358,25784.554519332978,34911.51287951465,72855.84182587935
03050203,4270.33835,3098.179322,2455.54457,1227345.4972020548,1856360.5913554467,3873986.0419770796
03050204,2620.131179,1820.3869760000002,1506.636796,721147.3339498537,1138998.3337099175,2376943.179594879
03050205,1338.628942,1117.663507,769.7429946000001,442763.0327795168,581915.9538396684,1214383.8290224816
03050206,739.5455383999999,594.4302571000001,425.25600589999993,235483.88379965595,321488.15388432523,670904.4713442962
03050207,911.7207607999999,678.1179445,524.2607915,268636.8086714601,396334.5177373077,827099.2160421958
03050208,36.62544017,37.83990184,21.06048593,14990.298595082984,15921.460596924888,33226.04261553341
03050209,9.052631908,7.362117886,5.205475376,2916.507179907132,3935.273448234571,8212.4100669326
03050210,1.643479074,1.13372806,0.945038961,449.12701457008205,714.437484022494,1490.9392350508754
03060101,2858.543196,2300.099111,1643.868616,911185.5685557699,1242743.8513601972,2593226.9375546207
03060102,4382.452575,3225.731123,2598.248801,1277875.2155775242,1964243.182404521,3975694.36276086
03060103,4445.321825999999,3255.355269,2618.485013,1289610.8378326253,1979541.5023511688,4032728.391655444
03060104,22987.93056,14901.240430000002,13910.63169,5903134.855563959,10516261.356305262,20854301.18748749
03060105,1378.310951,828.5945303,834.0540392000001,328248.1935595194,630534.2889507036,1250382.7444207447
03060106,1832.449125,1177.109387,1064.7331470000001,466312.55188808625,804924.7725121381,1662369.9929733
03060107,788.8537262,591.5653073,453.6093688,234348.9323099952,342922.9370941286,715636.1098320019
03060108,865.8918169,563.057642,523.9750629,223055.60451800944,396118.5105349367,785523.8947360631
03060109,153.1333886,111.77400859999999,92.40950065,44279.33695938397,69860.41197105843,138920.28251041326
03060110,3.273518133,3.122663853,1.882349598,1237.0450580572203,1423.032452993092,2969.6858927819785
03060201,1607.210348,1054.92067,972.5673887,417907.4222837624,735248.6266702765,1458036.7981083104
03060202,458.30005530000005,309.7737013,277.33002630000004,122717.02762406126,209657.98703580024,415762.8440073195
03060203,1997.1049070000001,1384.212826,1208.503359,548356.6968175741,913613.2316947861,1811743.2156358138
03060204,70.19053577,59.20048907,42.47423256,23452.30735234504,32109.981808414243,63675.7871544003
03070101,16055.27211,10668.10583,9715.488756,4226176.180684447,7344786.4366784245,14565098.818055928
03070102,1215.62747,885.44881,735.6097698,350771.04873802967,556111.6682450491,1102798.763246456
03070103,4401.154456,3123.460505,2663.2601649999997,1237360.652199268,2013390.9501112432,3992660.424935469
03070104,3045.844771,1945.292657,1843.1248269999999,770628.7903851588,1393379.0229641912,2763144.079410681
03070105,432.29528930000004,326.4433264,261.5938238,129320.70907053218,197761.61727103186,392171.7155645627
03070106,1903.6414920000002,1286.005318,1151.946064,509451.736772387,870856.6330671894,1726954.6261917218
03070107,2108.202097,1498.271828,1275.731338,593541.2352095258,964436.7322643854,1912528.8977265258
03070201,6064.050749,4176.900668,3669.524657,1654681.570794518,2774114.160046345,5501214.665921415
03070202,1408.522007,831.8791231,852.3355838,329549.3868618554,644354.9051020718,1277789.7552158935
03070203,30.07749578,23.09502257,18.20072374,9149.106301817004,13759.516604939296,27285.846993680145
03070204,1389.4791089999999,891.8998447999999,1227.447442,353326.6298362091,927934.7184844014,1260514.3276023432
03070205,509.8705315,370.0229147,451.7432637,146584.78771508147,341512.18527585984,462546.7961447213
03080101,6455.528498,4667.296418,5719.5725840000005,1848952.1255476186,4323924.425584603,5856357.32935243
03080102,5072.3949649999995,3622.0407299999997,4494.121771,1434873.4913698272,3397499.1333335675,4601599.611844532
03080103,1464.602198,1039.492367,1297.631725,411795.49129188724,980993.1474314835,1328664.8520721905
03080201,105.8613169,65.08258356,93.79270591,25782.502423738817,70906.09762701848,96035.77759966312
03080202,89.91059954,59.16835823,79.66043371,23439.578701838822,60222.278852599695,81565.52926157501
03080203,1447.393785,1015.19832,1282.385139,402171.3907814568,969466.9215389062,1313053.641366468
03090101,11654.748520000001,8360.769072,10326.06085,3312123.414160919,7806371.205829234,10573010.705166498
03090102,4039.177881,2571.300222,3578.6955439999997,1018622.0426353823,2705448.5011204425,3664280.7781394087
03090103,4212.200105,3398.8398899999997,3731.992546,1346452.3518959265,2821339.092870417,3821243.9098144034
03090201,42.85626099,33.57233491,37.97047685,13299.699533127236,28705.199539226564,38878.54855496096
03090202,1149.223376,902.9922847999999,1018.207342,357720.9062392275,769751.8532590014,1042557.9785118848
03090203,0.0,0.0,0.0,0.0,0.0,0.0
03090204,807.9992531,436.59797080000004,715.8841257,172958.53398279645,541199.3311636079,733004.640823673
03090205,3257.8521769999998,2332.918891,2886.444076,924187.1430340859,2182115.1598310377,2955473.975621309
03090206,1998.5945780000002,1455.916521,1770.74685,576762.1562969786,1338662.1891399003,1813094.6225240147
03100101,12598.91249,9001.440653,11162.586379999999,3565925.8246740936,8438773.910519185,11429541.907458153
03100102,1531.8070480000001,1185.724676,1357.1749539999998,469725.5035162117,1026007.0743412492,1389632.0704784705
03100103,82.53693033,59.67307137,73.12739211,23639.5210987682,55283.382154859944,74876.24863403499
03100201,379.02288319999997,334.8118414,335.81276760000003,132635.90103846756,253870.19867721046,343843.79849121533
03100202,917.1961266000001,655.1675024,812.6321213,259544.97800490982,614339.5903625969,832066.3846703958
03100203,867.8477155999999,617.4173333,768.9096254,244590.22708571784,581285.9372804783,787298.2563070428
03100204,1260.662921,896.8798613,1116.9423359999998,355299.4661997678,844394.258079744,1143654.239854801
03100205,2162.344196,1538.3675759999999,1915.8283609999999,609425.1885415041,1448341.9737567606,1961645.7869794208
03100206,414.5617299,295.4882921,367.3000444,117057.85465986031,277674.18109917094,376084.1000269855
03100207,1490.257626,1043.433618,1320.362331,413356.8201129286,998177.1976464739,1351939.066391285
03100208,7054.790389,4994.106826,6250.516236,1978418.2542023777,4725311.101210345,6399998.608086887
03110101,1851.5841710000002,1207.370161,1640.496214,478300.3746867916,1240194.3581652895,1679729.0158518008
03110102,651.8643544,317.5329483,577.5492263,125790.85772792394,436619.8994592669,591361.4339734932
03110103,1010.3926539999999,713.1174973,826.5935387,282501.90138192184,624894.2450723764,916612.857740459
03110201,1462.9928,936.8208358999999,1213.790644,371122.1059614734,917610.3521825094,1327204.83066944
03110202,2621.24797,1771.5710000000001,1621.794149,701808.8573453276,1226055.8339181128,2377956.3154148557
03110203,2646.247205,1824.800599,1766.9750579999998,722895.7932068538,1335810.762163932,2400635.241418484
03110204,1329.392208,920.0772458999999,804.4519561000001,364489.1232778787,608155.4890868228,1206004.4043360383
03110205,9333.586936,4797.375011,8269.520916,1900482.8340083112,6251653.065231063,8467288.197817773
03110206,4782.498228,3157.85172,4237.274415,1250984.7515449154,3203325.78559741,4338609.698468534
03120001,410.30704269999995,336.117483,356.780981,133153.13169950148,269721.90241024067,372224.3124703909
03120002,2193.174607,1523.00835,1327.150552,603340.6224423931,1003309.0067383414,1989614.6672163734
03120003,306.2993371,247.8971724,220.6999761,98204.60557391244,166846.3863985694,277870.1028671961
03130001,10300.49496,7119.773131999999,6233.114103,2820502.168034407,4712155.309089363,9344452.460188609
03130002,4429.679906,3576.4480590000003,2735.137386,1416811.928870875,2067729.2187424442,4018538.279588629
03130003,1119.178637,792.5177687999999,719.169552,313956.36401103676,543683.071831008,1015301.8479711175
03130004,1199.196083,915.5757404999999,851.7256118999999,362705.84935822897,643893.7740719825,1087892.4587171385
03130005,4921.567437,3262.894782,2978.176439,1292597.6201876479,2251463.6643157727,4464771.171021357
03130006,4527.137907,2417.639791,2739.496232,957749.3756639202,2071024.4511063949,4106950.696734214
03130007,1514.86843,959.2630562,916.6887426000001,380012.6042734436,693005.0780148605,1374265.6136958639
03130008,3432.256261,2344.9529620000003,2076.953096,928954.4470923047,1570150.232503451,3113690.709684033
