HUC_8,P,N,K,PManure,NManure,KManure,PFert,NFert,KFert
02030103,31103.425383041445,195344.56884153854,89799.67686158679,5650.03461044364,19250.45076936306,11928.955895703448,25453.390772597806,176094.11807217548,77870.72096588335
02030104,29264.268342135372,187113.55334694387,86654.40598322381,895.9615268009477,2785.379332172912,1665.4765694542048,28368.306815334425,184328.17401477095,84988.92941376961
02030105,373707.2286532108,2332522.115551299,1097369.6218265106,29030.2456256753,107281.29027562714,64147.26829820807,344676.9830275355,2225240.8252756717,1033222.3535283026
02030201,23467.7930396653,202258.86300377295,64228.12396636476,621.4230569263052,2068.922096901215,1355.0053380123027,22846.369982738994,200189.94090687172,62873.11862835245
02030202,250272.03966663443,1936079.5708346528,676441.2507699528,5166.8403742690725,14851.535632913623,9726.760658452735,245105.19929236535,1921228.035201739,666714.4901115
02030203,205.44274909025643,1325.7292991281638,660.3423817410094,174.3322614240842,705.0951638638902,478.11921003408935,31.11048766617223,620.6341352642736,182.22317170692003
02040101,194014.35407913872,1209210.708307276,691793.9795785733,139436.93154556066,734959.9388607985,467648.41798198,54577.42253357805,474250.7694464775,224145.56159659324
02040102,44882.44765999838,270299.48876822565,155138.78016944334,30234.70275846642,151635.15614736214,99310.86639384195,14647.744901531963,118664.33262086351,55827.913775601395
02040103,104843.61824356571,615236.8231487842,355353.13703290245,94091.0182091178,467790.6732827138,279316.6138539952,10752.600034447909,147446.1498660704,76036.5231789072
02040104,36944.04772260118,316520.86119255616,183483.838440964,6756.360545311805,57725.15389968692,36872.137489992834,30187.687177289372,258795.70729286922,146611.70095097116
02040105,962361.8272382843,5511259.938633957,2890119.3955366486,353866.79309899564,1120468.101386384,669882.7798795906,608495.0341392887,4390791.837247573,2220236.615657058
02040106,683223.4307233156,4129862.8321900666,2091787.9066779804,322753.0677338488,880300.2209647187,525625.0091622104,360470.3629894668,3249562.611225348,1566162.89751577
02040201,385372.31298395497,2511963.4186132876,1435035.3954337812,20198.286415746537,68228.4433252826,40766.83090197521,365174.0265682084,2443734.975288005,1394268.564531806
02040202,505646.3738813996,3508156.546013022,1627098.3894016324,59969.10896952457,234050.44011313797,139869.82655075868,445677.264911875,3274106.105899884,1487228.5628508737
02040203,2987092.7001699083,18187058.89094349,8040663.713479618,1853494.19820058,6507413.182951232,3885559.75823795,1133598.5019693284,11679645.707992258,4155103.955241668
02040204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02040205,1009654.6466255726,8644145.7352138,3970074.8216370074,247118.2667268253,1429927.875753782,833421.3990394326,762536.3798987473,7214217.859460018,3136653.4225975745
02040206,993310.7952065481,6024850.575628126,2781202.2502612663,245490.93906274732,860758.5481984022,514667.73275960993,747819.8561438008,5164092.027429724,2266534.5175016564
02040207,1822447.0066798113,10933579.44500289,7216694.398365283,1190597.9347218785,4183003.9910385176,1713927.486180757,631849.0719579328,6750575.453964372,5502766.912184526
02040301,178310.54765868268,1147050.838275342,595387.6117566775,6074.698123161413,20784.741023937127,12427.929935608136,172235.84953552127,1126266.0972514048,582959.6818210693
02040302,101227.96052953653,666411.1808931336,307228.03488812456,4026.826567618532,15550.773727759874,9298.35623686486,97201.133961918,650860.4071653738,297929.6786512597
02040303,1513814.1742914498,7666035.15281816,5526014.418529517,1207923.4348085,4087754.5293813087,1782320.4703033606,305890.73948294966,3578280.6234368514,3743693.948226156
02040304,231483.46373754053,1817195.3930179481,980451.9699677825,130386.56080897266,403902.7082769651,256722.2014131315,101096.90292856788,1413292.6847409832,723729.7685546511
02050101,977366.0814097199,4969970.6743855905,3069182.630379524,709745.3199915652,3359368.8708599037,2185945.727993367,267620.7614181547,1610601.8035256863,883236.9023861575
02050102,928672.0428409681,4895612.312452072,2983447.046598446,622217.7381342868,2986378.2409731015,1955877.6344703708,306454.3047066812,1909234.0714789703,1027569.4121280751
02050103,401566.59385010495,2254422.0047743106,1244616.1106146486,289699.49049178517,1408258.1365946957,903993.3760367259,111867.10335831977,846163.8681796151,340622.73457792256
02050104,842652.2519570313,4239625.010445131,2501010.821548508,554082.4356747344,2445269.627155512,1547426.975402596,288569.8162822969,1794355.383289619,953583.8461459121
02050105,720797.5069318799,3883314.9525835626,2356504.785498046,456631.4738338068,2246936.636018724,1440578.5674656485,264166.0330980731,1636378.3165648384,915926.2180323973
02050106,1040539.6232438014,6408643.396120733,3430156.5296826195,842660.6674627706,4191963.861589915,2503010.8933890425,197878.9557810308,2216679.534530817,927145.6362935769
02050107,812427.2391286035,4350275.707628625,2173315.4967545434,382808.31857471005,1346980.974872757,804278.8924659427,429618.92055389343,3003294.732755868,1369036.6042886009
02050201,341043.44335418625,1655059.947750064,867005.3742875342,151629.42878349536,596311.7324117153,356056.2093352341,189414.01457069092,1058748.2153383486,510949.1649523001
02050202,46626.38263982525,254765.88781286177,124116.22348379891,24221.261623392053,102852.72778653096,61413.10053682657,22405.121016433197,151913.1600263308,62703.12294697233
02050203,64906.13818443721,395926.78260664316,191042.698607633,45282.770620154035,205673.1603384928,122806.9177116284,19623.36756428317,190253.62226815036,68235.78089600462
02050204,418215.9395128391,2354078.1428151615,1178753.77307393,268991.4116410628,1093890.067896812,653158.9600869789,149224.52787177626,1260188.0749183495,525594.8129869512
02050205,170948.14880460023,869903.8520402802,454969.7076190307,119282.81479304346,469176.7864305267,280144.2585806996,51665.334011556784,400727.06560975354,174825.44903833108
02050206,1205853.2014605962,7091741.938555292,3457575.8220967874,800943.4321606802,3148347.2773415083,1879870.1024985118,404909.76929991593,3943394.6612137835,1577705.7195982758
02050301,1898443.9742007654,9976146.18151127,4757497.308798226,1499461.794752913,5298050.953826388,3163452.665540753,398982.17944785225,4678095.227684882,1594044.643257473
02050302,809161.753836228,4610649.123140386,2291020.8474379946,528599.3159452063,2035465.9941889918,1215371.5367549092,280562.4378910217,2575183.1289513945,1075649.3106830856
02050303,686551.0994137651,6033872.757165415,2566606.390966161,342936.4112867982,2307850.148177659,1378011.4167784431,343614.68812696694,3726022.608987756,1188594.9741877182
02050304,1729374.4498655582,8402365.127516307,5021067.371087352,1379987.0445344457,5224682.92017979,3119644.800755258,349387.4053311123,3177682.207336518,1901422.5703320939
02050305,4302792.629051769,23431656.141344074,9332834.131603224,3260242.6551741017,11116435.056964394,6637594.921904768,1042549.9738776679,12315221.08437968,2695239.2096984563
02050306,11356411.082916379,56181766.90396194,26812854.638752926,9204645.811182374,31175193.24375093,18565060.281986333,2151765.271734004,25006573.66021101,8247794.356766594
02060001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02060002,1436354.066482248,9228248.132788114,4756016.8565353975,814260.7132878054,3089646.825265662,1507891.9132257346,622093.3531944426,6138601.307522452,3248124.9433096624
02060003,612524.6756141885,3210731.708007011,1287482.6285153334,317017.4554180149,1124766.316660425,546153.7541024033,295507.22019617364,2085965.3913465862,741328.8744129301
02060004,20786.99650446081,91071.7429230015,46682.240051801055,11492.410851180724,37632.90292182049,18113.29149731142,9294.585653280084,53438.840001181015,28568.948554489638
02060005,1427092.049571435,7779249.913491635,4444991.252022088,1052475.1603079059,3678282.9877401562,1729967.5514153654,374616.88926352904,4100966.925751479,2715023.7006067224
02060006,189211.9098017339,990164.7981576755,417800.93553946924,83326.66210946089,246813.82745307335,118795.26835693812,105885.24769227304,743350.9707046022,299005.66718253115
02070001,3766052.6431618477,11474177.778891727,6980544.7984563215,3718097.803250241,11073881.83934112,6767880.048476428,47954.83991160664,400295.93955060706,212664.7499798938
02070002,596417.062049719,2657768.28327097,1434067.1841535277,513062.3330686882,1992764.796581144,1162395.384177276,83354.72898103086,665003.4866898261,271671.79997625184
02070003,1274927.442485822,4372889.111665762,2534014.9460448856,1201253.6327026929,3768440.5054831514,2284317.522117088,73673.80978312902,604448.6061826107,249697.42392779727
02070004,3400690.452719694,15806582.712803662,8696350.36839594,2974120.5089714983,11731109.10421232,6748540.400926753,426569.9437481955,4075473.6085913433,1947809.967469187
02070005,9958270.25928038,32317217.437627766,20074489.060761686,9752034.9950146,28740376.99818364,18267499.82717068,206235.26426577935,3576840.4394441233,1806989.2335910043
02070006,4865618.5797687275,16479998.517158564,10407967.995758682,4744857.85013317,14267802.520334287,9065163.439040693,120760.7296355572,2212195.9968242785,1342804.5567179895
02070007,355378.20322469337,1515418.856930168,1039040.435447579,266950.36337893625,957541.4480005752,601864.2145107513,88427.83984575712,557877.4089295929,437176.2209368277
02070008,1447780.9650345964,7982610.232490887,3464113.549148316,722992.566848281,2670333.979620844,1516816.118411509,724788.3981863154,5312276.252870043,1947297.430736807
02070009,2217163.1341557913,9793947.3695306,4498170.083291814,1664313.1205202232,5259631.847189947,2715027.1781484564,552850.0136355679,4534315.522340653,1783142.9051433576
02070010,637990.8955208841,3894482.1325736004,1751884.7281770017,187253.27614909786,940539.0394669544,593760.6845288562,450737.6193717862,2953943.093106646,1158124.0436481454
02070011,733074.3565101919,3817321.6426262637,1850706.0717560623,136908.72322354146,444364.6185448455,233789.99334447755,596165.6332866505,3372957.0240814183,1616916.0784115847
02080102,364230.46361415175,1838046.7496559403,1177411.66239565,16541.922895860258,38413.211885689714,24415.593471617383,347688.5407182915,1799633.5377702506,1152996.0689240326
02080103,1742271.389490582,7262777.583024295,4740809.539319986,1223333.2791025778,4292584.148469445,2728383.9162385617,518938.1103880043,2970193.4345548493,2012425.623081424
02080104,995593.3254455994,6036138.418544762,3304466.446681203,69880.4805994758,206417.9345653032,131200.07747833856,925712.8448461236,5829720.483979459,3173266.3692028644
02080105,551558.2020502059,3075302.956533619,2005493.6858301396,96261.14516147472,300613.01007465064,191070.84995811348,455297.0568887312,2774689.9464589683,1814422.8358720262
02080106,1255381.140618911,6236027.265179388,4203209.295038407,508556.29783671896,1594244.371633398,1013308.19642861,746824.8427821922,4641782.89354599,3189901.0986097967
02080107,59744.94693310934,290405.8883453825,206537.9755562407,6401.157154062707,19383.769187003527,12320.402409885895,53343.78977904664,271022.119158379,194217.5731463548
02080108,2304.239039397215,17483.59775559884,8056.914542690852,225.63677226828472,364.1351037311017,231.44575116416198,2078.60226712893,17119.462651867736,7825.4687915266895
02080109,3193332.908672077,16274753.419225432,11852841.231254607,2494688.595949107,8630821.06383841,3722964.6674399665,698644.3127229704,7643932.355387023,8129876.563814641
02080110,1433757.7313151876,5965164.412019526,3286394.80700909,1310839.7100848968,4352579.934341004,2094039.683367168,122918.021230291,1612584.4776785218,1192355.1236419221
02080111,2052467.258307007,9971441.562868973,5271277.385573828,1769146.1227802988,5902497.970258358,2896604.742720608,283321.1355267081,4068943.592610615,2374672.6428532195
02080201,725490.7921976643,2644781.0385561944,1685725.2793740213,603956.0700798322,2001181.671670501,1270589.9197916782,121534.72211783203,643599.3668856935,415135.3595823432
02080202,843249.5385470757,3094047.078871637,1931464.477152815,661916.9202489478,1955133.6135093397,1242690.8634520166,181332.6182981279,1138913.4653622974,688773.6137007985
02080203,1012984.0802856461,3602317.268157645,2346713.1333816582,867286.8168536561,2738643.1480325917,1740692.7059139987,145697.26343199005,863674.1201250533,606020.4274676596
02080204,381367.7095480757,1528742.8539950945,1055042.8050369832,315492.8836254715,963616.2359271088,612478.3924124121,65874.8259226042,565126.6180679856,442564.4126245712
02080205,536630.030219512,1870983.2093397295,1243835.4769602679,434353.8095919113,1371504.9859393432,871734.1385604702,102276.2206276006,499478.22340038634,372101.33839979756
02080206,654639.7687344512,3348752.9126836713,1990423.9681372307,293474.3237223537,941416.9185691752,598368.4166661014,361165.4450120975,2407335.9941144963,1392055.5514711293
02080207,1525981.432539027,5762906.619201705,3788746.7676602723,1101249.1056945948,3457543.76853625,2197628.859056977,424732.3268444322,2305362.8506654543,1591117.908603295
02080208,307642.70455362875,1416531.738355656,957328.6030176207,134651.20799131677,423927.64047276654,269450.12980222626,172991.49656231198,992604.0978828893,687878.4732153945
03010101,1749488.8241988993,9236063.148822498,5634223.128150431,900427.6336210496,4731121.431159905,3007119.994643105,849061.1905778499,4504941.717662593,2627103.133507326
03010102,1251417.3337034076,4320440.7019916475,3001959.210824713,764277.7433067791,2354080.46339388,1482226.888662579,487139.5903966284,1966360.2385977672,1519732.322162134
03010103,1380653.2418326596,4521508.738273595,3376822.5781279546,562178.9459233708,1850907.9664892897,1091638.7497139429,818474.2959092889,2670600.771784306,2285183.8284140117
03010104,862926.7484483082,2856646.598885335,1915190.4861528636,430377.651890159,1315719.117230871,770895.5350884628,432549.0965581492,1540927.481654464,1144294.9510644008
03010105,452305.5317002669,1653956.4040701627,1097146.362377172,213050.9596330472,658382.9134358371,418470.8533369089,239254.57206721965,995573.4906343257,678675.5090402632
03010106,545878.2724600906,1831211.1867131717,1330997.7821116424,336635.3221622833,1063602.978508157,618265.6967265713,209242.95029780726,767608.2082050146,712732.0853850712
03010107,2085517.586322114,7598728.91621176,6351583.802758485,750510.3574892515,2452722.5839218465,1319838.1189036595,1335007.2288328626,5146006.332289914,5031745.683854826
03010201,1256518.1850512507,5446763.71148148,4764120.048137361,422101.63512323867,1385731.7210565354,878619.4995833453,834416.5499280122,4061031.990424945,3885500.5485540163
03010202,1099484.4708176146,4781328.55242582,3755818.501049687,505296.5534791402,1631215.626751182,1036803.7785050587,594187.9173384744,3150112.9256746387,2719014.722544628
03010203,1927233.9417788219,6705548.252673021,5293874.306607459,662163.1250537104,2226570.5168813146,1203970.2657406966,1265070.8167251116,4478977.7357917065,4089904.040866762
03010204,1773493.731457992,6035707.01769934,5075082.296376213,866997.3421069876,2856790.5364544424,1619739.3660270316,906496.3893510044,3178916.4812448975,3455342.9303491814
03010205,4042253.3778529735,16158481.11193195,9996145.891731909,604805.3586628168,1984236.9773266716,1084571.311409796,3437448.019190157,14174244.13460528,8911574.580322113
03020101,1808604.8533848915,7347573.855416458,5171097.510908733,1054609.9681790955,3243065.246639942,1745130.5594571822,753994.8852057961,4104508.6087765163,3425966.951451551
03020102,1278328.3504236182,4748195.829343331,3673065.9321558047,663097.3895180656,2109214.372320469,1134992.4157975963,615230.9609055527,2638981.457022862,2538073.5163582084
03020103,2027399.137157259,9207500.396385552,7915952.048335882,988889.144403152,3042554.074861255,1637233.2017075263,1038509.9927541069,6164946.321524298,6278718.846628356
03020104,1559375.460747043,7168518.663749618,3989310.0228838925,311960.4413789204,1004179.6135448104,540360.5530114457,1247415.0193681226,6164339.050204808,3448949.4698724467
03020105,240204.0079375961,943793.8130157097,395224.8159887056,8884.336732615991,23961.32194702821,12893.861825458369,231319.6712049801,919832.4910686816,382330.95416324725
03020201,4106010.024126391,15449635.830263376,11135322.14025684,2536054.2610914954,7756694.888066436,4173966.375203354,1569955.7630348953,7692940.94219694,6961355.765053486
03020202,4075310.1524658836,15809383.596885681,11279814.319059486,2603554.3903883924,7979148.089614742,4293670.990332868,1471755.762077491,7830235.50727094,6986143.328726618
03020203,4278469.971006939,16702914.748550348,12135343.706592677,3143631.3184970194,9651023.89695208,5193326.516342838,1134838.6525099198,7051890.851598267,6942017.190249839
03020204,1824921.8246409867,7231208.049121566,4647350.863028333,935379.5976997252,2864678.402149821,1541516.2642453348,889542.2269412616,4366529.646971745,3105834.598782998
03020301,808904.4298377166,2818979.883199284,1738521.3392883306,454396.7112321317,1389678.6498820262,747802.0005324552,354507.71860558493,1429301.2333172576,990719.3387558755
03020302,1213097.7361954078,3848907.7219468122,2386044.3335950533,905081.3153580469,2761526.417412419,1486008.9987928288,308016.42083736084,1087381.3045343936,900035.3348022247
03030002,2140308.5533438227,6840284.946700485,4334409.882203406,998511.3354678464,3109110.266497157,1673047.8506363982,1141797.2178759763,3731174.680203329,2661362.0315670073
03030003,2674132.8472865457,8532077.102744795,5021255.3170982925,2042537.5525514772,6247105.990115503,3361639.296017833,631595.2947350687,2284971.1126292925,1659616.0210804597
03030004,2520401.314643902,8102075.059173287,5882142.786024132,1630263.5042431164,4904034.681452576,2638917.2401324245,890137.8104007853,3198040.377720711,3243225.5458917073
03030005,2267764.015830788,8717154.862059526,4821197.125823459,975760.7141939013,3696488.8004977806,1989122.9674604675,1292003.3016368866,5020666.0615617465,2832074.1583629907
03030006,13753811.92749309,41996187.981531724,25684020.17674601,11730808.791974572,34321447.55050444,18468764.089641634,2023003.135518518,7674740.431027285,7215256.087104377
03030007,13904648.169150472,43573812.80655419,26258860.2489614,11259195.760148425,34184673.829254024,18395164.579931047,2645452.409002046,9389138.977300167,7863695.669030353
03040101,4709652.143692881,16594062.48626584,10247888.32127057,2907144.8418265586,10949285.459241766,5908879.798357992,1802507.3018663218,5644777.0270240735,4339008.522912579
